TI_AREA_GEOGRAFICA,PG_NAZIONE,PG_RIF_INQUADRAMENTO,FL_PASTO,FL_ALLOGGIO,FL_TRASPORTO,FL_NAVIGAZIONE,FL_VITTO_GRATUITO,FL_ALLOGGIO_GRATUITO,FL_VITTO_ALLOGGIO_GRATUITO,DURATA_ORE,DT_INIZIO_VALIDITA,PERCENTUALE_ABBATTIMENTO,DT_FINE_VALIDITA,UTCR,UTUV,PG_VER_REC
"E",0,1,"N","N","Y","Y","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,2,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,33,"N","N","Y","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,33,"N","Y","N","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,33,"Y","N","N","N","N","Y","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,33,"Y","N","Y","N","N","Y","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,33,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,33,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,33,"N","N","Y","Y","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,40,"N","N","N","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,40,"N","Y","N","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,40,"N","Y","Y","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,2,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,2,"N","N","Y","Y","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,3,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,3,"N","N","Y","Y","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,3,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,3,"N","N","Y","Y","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,4,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,4,"N","N","Y","Y","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,4,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,4,"N","N","Y","Y","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,5,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,5,"N","N","Y","Y","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,5,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,5,"N","N","Y","Y","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,6,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,6,"N","N","Y","Y","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,6,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,10,"N","N","N","N","N","N","N","< 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,10,"N","N","Y","N","N","N","N","< 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,10,"N","Y","Y","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,10,"N","N","Y","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,10,"N","N","N","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,10,"N","Y","N","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,10,"N","N","Y","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,10,"N","N","N","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,10,"N","N","N","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,10,"N","N","Y","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,10,"N","N","N","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,11,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,11,"N","N","Y","Y","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,11,"Y","N","N","N","N","Y","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,11,"Y","N","Y","N","N","Y","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,11,"N","Y","Y","N","Y","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,11,"N","N","Y","N","N","N","Y","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,11,"N","N","N","N","N","N","Y","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,11,"N","N","N","N","Y","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,11,"N","N","Y","N","N","Y","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,14,"Y","N","Y","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,14,"N","Y","N","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,14,"N","Y","Y","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,14,"N","N","Y","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,14,"N","N","N","N","N","N","N","> 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,14,"N","N","Y","N","N","N","N","> 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,14,"N","N","N","N","N","N","N","< 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,14,"N","N","Y","N","N","N","N","< 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,14,"N","Y","Y","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,14,"N","Y","N","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,14,"N","N","Y","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,45,"N","N","N","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,45,"N","N","Y","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,45,"N","N","N","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,45,"N","N","Y","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,45,"N","N","N","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,45,"N","N","Y","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,45,"N","Y","N","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,45,"N","Y","Y","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"Y","N","N","N","N","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"Y","N","Y","N","N","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"N","N","N","N","N","N","N","> 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"N","N","Y","N","N","N","N","> 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"N","N","N","N","Y","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"N","N","Y","N","Y","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"N","N","N","N","N","N","N","< 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"N","N","Y","N","N","N","N","< 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"Y","N","N","N","N","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"Y","N","Y","N","N","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"Y","Y","Y","N","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"Y","Y","N","N","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"N","Y","Y","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"N","N","N","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"N","N","Y","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"N","N","Y","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"N","N","N","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"N","N","Y","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"N","Y","Y","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"Y","N","N","N","N","Y","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"Y","N","Y","N","N","Y","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,45,"N","N","Y","Y","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,45,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,34,"N","N","N","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,34,"N","N","Y","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,34,"N","Y","N","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,45,"N","N","Y","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,43,"N","N","N","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,43,"N","N","Y","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,43,"N","N","N","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,43,"N","N","Y","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,43,"N","Y","N","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,43,"N","Y","Y","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"Y","N","N","N","N","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"Y","N","Y","N","N","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"N","N","N","N","N","N","N","> 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"N","N","Y","N","N","N","N","> 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"N","N","N","N","Y","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"N","N","Y","N","Y","N","N","> 4","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"N","N","N","N","N","N","N","< 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"N","N","Y","N","N","N","N","< 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"N","N","N","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"Y","N","N","N","N","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"Y","N","Y","N","N","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"Y","Y","Y","N","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"Y","Y","N","N","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"N","Y","N","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"N","N","N","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"N","N","Y","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"N","N","Y","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"N","N","N","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"N","Y","N","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"N","Y","Y","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"Y","N","N","N","N","Y","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,43,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,42,"Y","N","N","N","N","Y","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,42,"Y","N","Y","N","N","Y","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,42,"N","N","Y","Y","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,42,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,43,"N","N","N","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,43,"N","N","Y","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,43,"N","Y","N","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,43,"N","N","N","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,43,"N","N","Y","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,42,"N","N","N","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,42,"N","N","Y","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,10,"N","N","N","N","Y","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,10,"N","N","N","N","N","Y","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,10,"N","N","N","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,10,"Y","N","N","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,10,"Y","Y","N","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,10,"Y","N","Y","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,10,"N","Y","Y","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,10,"N","N","Y","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,10,"N","N","N","N","N","N","N","> 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,32,"N","N","N","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,32,"N","N","Y","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,32,"Y","N","Y","N","N","Y","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,20,"Y","N","N","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,20,"Y","N","Y","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,20,"N","N","N","N","N","N","N","> 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,20,"N","N","Y","N","N","N","N","< 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,20,"N","N","N","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,20,"N","N","Y","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,20,"N","N","Y","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,21,"N","N","Y","Y","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,21,"Y","N","Y","N","N","Y","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,19,"N","Y","N","N","Y","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,19,"N","N","Y","N","Y","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,19,"N","N","N","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,19,"Y","Y","N","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,19,"N","N","Y","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,19,"N","N","N","N","N","N","N","< 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,19,"N","N","Y","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,19,"N","Y","N","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,19,"N","N","N","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,16,"N","N","N","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,17,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,17,"N","Y","Y","N","Y","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,17,"N","N","Y","N","Y","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,17,"N","N","N","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,17,"Y","Y","N","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,17,"N","N","Y","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,17,"N","N","N","N","N","N","N","< 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,17,"N","N","Y","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,15,"N","N","N","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,15,"N","N","N","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,15,"N","N","Y","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,16,"N","N","Y","Y","N","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,16,"N","Y","Y","N","Y","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,16,"N","N","N","N","N","N","Y","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,16,"N","N","N","N","N","Y","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,16,"Y","Y","Y","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,16,"N","Y","Y","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,13,"N","Y","Y","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,13,"N","Y","Y","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,13,"N","N","Y","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,13,"N","N","N","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,14,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,14,"N","Y","Y","N","Y","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,14,"N","N","Y","N","Y","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,14,"N","N","N","N","N","Y","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,14,"Y","Y","N","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,12,"N","N","Y","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,13,"N","N","N","Y","N","N","N","> 8","2002-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,13,"Y","N","Y","N","N","Y","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,13,"N","N","Y","N","N","N","Y","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,22,"N","N","N","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,22,"N","N","Y","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,22,"N","N","Y","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,22,"N","N","N","N","N","N","N","< 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,22,"N","N","Y","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,23,"N","N","Y","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,23,"N","N","N","N","N","N","Y","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,23,"N","N","N","N","N","N","N","> 8","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,23,"N","Y","Y","N","Y","N","N","> 8","1999-01-01","66.666667","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,23,"N","N","N","N","N","N","N","> 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,23,"Y","N","Y","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,23,"Y","N","N","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,23,"N","N","N","N","Y","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,23,"N","N","Y","N","N","N","Y","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,24,"N","N","Y","N","N","N","N","< 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,24,"N","N","N","N","N","N","N","> 4","1999-01-01","0","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,24,"Y","N","Y","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,24,"N","N","N","N","N","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,24,"N","N","N","N","Y","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,24,"N","Y","N","N","Y","N","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,24,"Y","N","N","N","N","Y","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,25,"N","N","Y","N","Y","N","N","> 8","1999-01-01","50","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,25,"N","Y","N","N","N","N","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,25,"N","N","Y","N","N","Y","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,25,"N","N","N","N","N","N","Y","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"I",0,25,"Y","N","Y","N","N","Y","N","> 8","1999-01-01","70","2200-12-31","SYSTEM","SYSTEM","1"
"E",0,26,"N","N","Y","N","N","Y","N","> 8","1999-01-01","33.333333","2200-12-31","SYSTEM","SYSTEM","1"
