CD_TRATTAMENTO,CD_CONTRIBUTO_RITENUTA,DT_INIZIO_VALIDITA,ID_RIGA,SEGNO,CALCOLO_IMPONIBILE,DT_FINE_VALIDITA,UTCR,UTUV,PG_VER_REC
"T210","STI4M61","2002-01-01","045","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI4Q65","2002-01-01","019","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI4R66","2002-01-01","020","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI4S67","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI4T68","2002-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI4U69","2002-01-01","065","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI4V70","2002-01-01","048","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI4W72","2002-01-01","066","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI4Z75","2002-01-01","056","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5A0R","2002-01-01","021","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5B0R","2002-01-01","022","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5C0R","2002-01-01","023","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5D0R","2002-01-01","040","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5G0R","2002-01-01","024","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5H0R","2002-01-01","016","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5I0R","2002-01-01","025","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5J0R","2002-01-01","008","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5K0R","2002-01-01","009","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5L0R","2002-01-01","039","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5M0R","2002-01-01","010","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5N0R","2002-01-01","043","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5O0R","2002-01-01","011","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5R0R","2002-01-01","036","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5S0R","2002-01-01","037","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5T0R","2002-01-01","049","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5U0R","2002-01-01","050","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5V0R","2002-01-01","051","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI5X0R","2002-01-01","053","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109","CRE730SOST","2012-07-01","015","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109","CEDSE730SA","2012-07-01","016","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T180SC","assINPGI","2012-01-01","001","+","000","2100-12-31","SYSTEM","SYSTEM","1"
"T171","ADDPROVRAT","2012-09-01","005","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T171","IRPEFSCA1","2012-09-01","003","-","-002P","2200-12-31","SYSTEM","SYSTEM","1"
"T171","ADDREGRAT","2012-09-01","004","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T171","ADDCOMRAT","2012-09-01","006","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T171","ADDCOMACC","2012-09-01","007","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T171C","INAIL","2012-09-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T171C","IRAPCOM","2012-09-01","002","+","+001E","2200-12-31","SYSTEM","SYSTEM","1"
"T171C","IRPEFSCA1","2012-09-01","003","-","-001P","2200-12-31","SYSTEM","SYSTEM","1"
"T171C","ADDREGRAT","2012-09-01","004","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T171C","ADDPROVRAT","2012-09-01","005","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T171C","ADDCOMRAT","2012-09-01","006","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T171C","ADDCOMACC","2012-09-01","007","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T171","IRAP","2012-09-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T171","INAIL","2012-09-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T093","CPDELCPADD","2002-01-01","008","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T092","CPDELCPADD","2002-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T092RE","CPDELCPADD","2002-01-01","008","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T095","CPSCPADD","2002-01-01","008","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T094","CPSCPADD","2002-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STISBSB","2013-01-01","072","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T211","STI1013","2012-12-01","071","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T181","IRPEFSCA3","2013-01-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T211","STI8Z0R","2013-07-01","072","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T099","STI8Z0R","2013-07-01","073","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T100","STI8Z0R","2013-07-01","071","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP01","2002-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP02","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP03","2002-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP04","2002-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP05","2002-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP06","2002-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP07","2002-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP08","2002-01-01","008","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP09","2002-01-01","009","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP10","2002-01-01","010","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP11","2002-01-01","011","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP12","2002-01-01","012","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP13","2002-01-01","013","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP14","2002-01-01","014","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP15","2002-01-01","015","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP16","2002-01-01","016","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP17","2002-01-01","017","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP18","2002-01-01","018","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T257CSP","RIVALSA4","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T021CSP","RAIRPEF","2017-07-01","002","-","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T019CSP","RAIRPEF","2017-07-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T019CSP","RIVALSA2","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T021CSP","RIVALSA4","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T048CSP","RAIRPEF","2017-07-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T121CSP","RIVALSA4CP","2017-07-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T121CSP","RAIRPEF","2017-07-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R048CSP","RAIRPEF","2017-07-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"R121CSP","RIVALSA4CP","2017-07-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T259C","IVA","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T175","INAIL_E","2016-01-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","IRAP","2016-01-01","041","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STISASA","2016-01-01","042","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STDE206","2016-01-01","043","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STDE404","2016-01-01","044","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STD0206","2016-01-01","045","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STD0404","2016-01-01","046","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T202","RIVALSA4CP","2004-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T202","IVA","2004-01-01","002","+","+001E","2200-12-31","SYSTEM","SYSTEM","1"
"T202","1049","2011-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T300","CTPS","2013-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T300","FONDOCTPS","2013-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T300","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T300","IRPEFSCA","2002-01-01","004","-","-002P-003P","2050-12-31","SYSTEM","SYSTEM","1"
"T255","RIVALSA2","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T255","IVA","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T255C","RIVALSA2","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T255C","IVA","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T256","RIVALSA4CP","2011-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T256","IVA","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T256C","RIVALSA4CP","2011-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T256C","IVA","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T257","RIVALSA4","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T257","IVA","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T257C","RIVALSA4","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T257C","IVA","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T259","IVA","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T135","STD1206","2016-01-01","047","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T125C","IRAPCOM","2017-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T182","DI","2017-03-01","007","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T171SC","ADDPROVRAT","2017-01-01","005","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","P506","2017-04-01","049","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T171SC","BONUSDL66","2017-01-01","008","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T171SC","IRPEFSCA1","2017-01-01","003","-","-002P","2200-12-31","SYSTEM","SYSTEM","1"
"T171SC","ADDREGRAT","2017-01-01","004","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T171SC","ADDCOMRAT","2017-01-01","006","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T171SC","ADDCOMACC","2017-01-01","007","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T171SC","IRAP","2017-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T171SC","INAIL","2017-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T210","STIWP984","2017-01-01","075","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T048SP","RAIRPEF","2017-07-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T121SP","RIVALSA4CP","2017-07-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T121SP","RAIRPEF","2017-07-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T019SCSP","RAIRPEF","2017-07-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T019SCSP","RIVALSA2","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R019SP","RIVALSA2","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R019SP","RAIRPEF","2017-07-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"R021SP","RIVALSA4","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R021SP","RAIRPEF","2017-07-01","003","-","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"R121SP","RIVALSA4CP","2017-07-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"R121SP","RAIRPEF","2017-07-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R048SP","RAIRPEF","2017-07-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T019SP","RIVALSA2","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T019SP","RAIRPEF","2017-07-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T021SP","RIVALSA4","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T021SP","RAIRPEF","2017-07-01","003","-","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T142SP","RIVALSA4","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T190SP","RIVALSA2","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T191SP","RIVALSA4CP","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T255SP","RIVALSA2","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T256SP","RIVALSA4CP","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T257SP","RIVALSA4","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T155SP","RIVALSA2","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109","CEDSE730AC","2012-07-01","018","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T158SC","CRE730SOST","2012-07-01","015","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T158SC","CEDSE730SA","2012-07-01","016","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T158SC","CRE730CEDS","2012-07-01","017","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T158SC","CEDSE730AC","2012-07-01","018","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T158SC","COSOLID730","2012-07-01","019","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T158SC","CRESOLI730","2012-07-01","020","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI1002","2012-12-01","071","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T173C","ADDCOMRAT","2004-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T173C","ADDPROVRAT","2004-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T173C","ADDREGRAT","2004-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T173C","INAIL","2002-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T173C","INPGIA","2013-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T173C","IRAPCOM","2002-01-01","004","+","+001E+002E","2050-12-31","SYSTEM","SYSTEM","1"
"T173C","IRPEFSCA5","2002-01-01","003","-","-001P-002P","2050-12-31","SYSTEM","SYSTEM","1"
"T172","INPGIB2","2013-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172C","INPGIB1","2013-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172","ADDCOMACC","2007-01-01","009","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T172","ADDCOMRAT","2004-01-01","008","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172","ADDPROVRAT","2004-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172","ADDREGRAT","2004-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172","INAIL","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172","INPGIB1","2013-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172","IRPEFSCA5","2002-01-01","005","-","-002P-003P-004P","2050-12-31","SYSTEM","SYSTEM","1"
"T172C","ADDCOMACC","2007-01-01","009","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T172C","ADDCOMRAT","2004-01-01","008","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172C","ADDPROVRAT","2004-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172C","ADDREGRAT","2004-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172C","INAIL","2002-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172C","INPGIB2","2013-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172C","IRAPCOM","2002-01-01","005","+","+001E+002E+003E","2050-12-31","SYSTEM","SYSTEM","1"
"T172C","IRPEFSCA5","2002-01-01","004","-","-001P-002P-003P","2050-12-31","SYSTEM","SYSTEM","1"
"T173","ADDCOMACC","2007-01-01","008","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T173","ADDCOMRAT","2004-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T173","ADDPROVRAT","2004-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T173","ADDREGRAT","2004-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T173","INAIL","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T173","INPGIA","2013-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T173","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T173","IRPEFSCA5","2002-01-01","004","-","-002P-003P","2050-12-31","SYSTEM","SYSTEM","1"
"T173C","ADDCOMACC","2007-01-01","008","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T210","STISDSD","2013-01-01","074","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T182","IRAP","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T182","INPGICA","2003-01-01","002","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T182","ENPDEPCA","2003-01-01","003","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T182","INPGICP","2003-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T182","ENPDEPCP","2003-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T182","IRPEFSCA","2003-01-01","006","-","-004P-005P","2050-12-31","SYSTEM","SYSTEM","1"
"CONG","BONUSDL66","2014-01-01","008","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"CONGB","BONUSDL66","2014-01-01","002","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"CONGC","BONUSDL66","2014-01-01","008","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T002","BONUSDL66","2014-01-01","007","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T002C","BONUSDL66","2014-01-01","007","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T002CSC","BONUSDL66","2014-01-01","003","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T002SC","BONUSDL66","2014-01-01","003","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T027","BONUSDL66","2014-01-01","009","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T027C","BONUSDL66","2014-01-01","009","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T029","BONUSDL66","2014-01-01","009","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T029C","BONUSDL66","2014-01-01","009","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T029CSC","BONUSDL66","2014-01-01","005","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T040","BONUSDL66","2014-01-01","008","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T040C","BONUSDL66","2014-01-01","008","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T083","BONUSDL66","2014-01-01","007","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T083C","BONUSDL66","2014-01-01","007","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T104","BONUSDL66","2014-01-01","009","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T104C","BONUSDL66","2014-01-01","009","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T148","BONUSDL66","2014-01-01","008","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T148C","BONUSDL66","2014-01-01","008","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T171","BONUSDL66","2014-01-01","008","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T171C","BONUSDL66","2014-01-01","008","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T172","BONUSDL66","2014-01-01","010","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T172C","BONUSDL66","2014-01-01","010","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T173","BONUSDL66","2014-01-01","009","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T173C","BONUSDL66","2014-01-01","009","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T174","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T174","INAIL","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T174","ENPAPIA","2016-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T174","IRPEFSCA5","2002-01-01","004","-","-002P-003P","2050-12-31","SYSTEM","SYSTEM","1"
"T174","ADDREGRAT","2004-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T174","ADDPROVRAT","2004-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T174","ADDCOMRAT","2004-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T174","ADDCOMACC","2007-01-01","008","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T174","BONUSDL66","2014-01-01","009","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T174C","INAIL","2002-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T174C","ENPAPIA","2016-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T174C","IRPEFSCA5","2002-01-01","003","-","-001P-002P","2050-12-31","SYSTEM","SYSTEM","1"
"T174C","IRAPCOM","2002-01-01","004","+","+001E+002E","2050-12-31","SYSTEM","SYSTEM","1"
"T174C","ADDREGRAT","2004-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T174C","ADDPROVRAT","2004-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T174C","ADDCOMRAT","2004-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T174C","ADDCOMACC","2007-01-01","008","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T174C","BONUSDL66","2014-01-01","009","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T135","P206","2017-04-01","048","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T005SC","FONDOCRCPD","2003-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T005SC","IRAP","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T005SC","IRPEFSCA","2003-01-01","008","-","-004P-005P-006P-007P","2050-12-31","SYSTEM","SYSTEM","1"
"T111","CPDELCA","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T111","CPDELCP","2003-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T111","CPSCA","2003-01-01","003","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T111","CPSCP","2003-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T111","FONDOCRCPD","2003-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T111","FONDOCRCPS","2003-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T111","CPDELCPADD","2003-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T111","CPSCPADD","2003-01-01","008","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T112","INPSDIPCA","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T112","INPSDIPCP","2003-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T112","INPSADD","2003-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T112","IRPEFSCA","2003-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T007SC","CPSCA","2003-01-01","002","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T007SC","CPSCP","2003-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T007SC","CPSCPADD","2003-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T007SC","ENPDEPCA","2003-01-01","003","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T007SC","ENPDEPCP","2003-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T007SC","FONDOCRCPS","2003-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T007SC","IRAP","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T007SC","IRPEFSCA","2003-01-01","008","-","-004P-005P-006P-007P","2050-12-31","SYSTEM","SYSTEM","1"
"T113","CRE770IRPF","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T114","RECRITE","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T029CSC","IRAPCOM","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T029CSC","INAIL","2003-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T029CSC","INPSB","2003-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T029CSC","IRPEFSCA5","2003-01-01","004","-","-002P-003P","2050-12-31","SYSTEM","SYSTEM","1"
"T115","RECRITE","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T010SC","IRAP","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T010SC","IRPEFSCA1","2003-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T117","IRAP","2003-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T117","INAIL","0200-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T117","INPSB","2003-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
