PG_NAZIONE,CD_GRUPPO_INQUADRAMENTO,DT_INIZIO_VALIDITA,IM_DIARIA,CD_DIVISA,DT_FINE_VALIDITA,UTCR,UTUV,PG_VER_REC
85,"7","2006-07-04","96.12","EURO","2200-12-31","SYSTEM","SYSTEM","1"
85,"8","2006-07-04","96.12","EURO","2200-12-31","SYSTEM","SYSTEM","1"
86,"1","2006-07-04","141.9","EURO","2200-12-31","SYSTEM","SYSTEM","1"
86,"2","2006-07-04","149.53","EURO","2200-12-31","SYSTEM","SYSTEM","1"
86,"3","2006-07-04","141.9","EURO","2200-12-31","SYSTEM","SYSTEM","1"
86,"4","2006-07-04","135.79","EURO","2200-12-31","SYSTEM","SYSTEM","1"
86,"5","2006-07-04","115.19","EURO","2200-12-31","SYSTEM","SYSTEM","1"
86,"6","2006-07-04","115.19","EURO","2200-12-31","SYSTEM","SYSTEM","1"
86,"7","2006-07-04","149.53","EURO","2200-12-31","SYSTEM","SYSTEM","1"
86,"8","2006-07-04","149.53","EURO","2200-12-31","SYSTEM","SYSTEM","1"
87,"1","2006-07-04","102.22","EURO","2200-12-31","SYSTEM","SYSTEM","1"
87,"2","2006-07-04","109.09","EURO","2200-12-31","SYSTEM","SYSTEM","1"
87,"3","2006-07-04","102.22","EURO","2200-12-31","SYSTEM","SYSTEM","1"
87,"4","2006-07-04","95.36","EURO","2200-12-31","SYSTEM","SYSTEM","1"
87,"5","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
87,"6","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
87,"7","2006-07-04","109.09","EURO","2200-12-31","SYSTEM","SYSTEM","1"
87,"8","2006-07-04","109.09","EURO","2200-12-31","SYSTEM","SYSTEM","1"
88,"1","2006-07-04","110.62","EURO","2200-12-31","SYSTEM","SYSTEM","1"
88,"2","2006-07-04","115.96","EURO","2200-12-31","SYSTEM","SYSTEM","1"
88,"3","2006-07-04","110.62","EURO","2200-12-31","SYSTEM","SYSTEM","1"
88,"4","2006-07-04","105.28","EURO","2200-12-31","SYSTEM","SYSTEM","1"
88,"5","2006-07-04","88.5","EURO","2200-12-31","SYSTEM","SYSTEM","1"
88,"6","2006-07-04","88.5","EURO","2200-12-31","SYSTEM","SYSTEM","1"
88,"7","2006-07-04","115.96","EURO","2200-12-31","SYSTEM","SYSTEM","1"
88,"8","2006-07-04","115.96","EURO","2200-12-31","SYSTEM","SYSTEM","1"
89,"1","2006-07-04","79.34","EURO","2200-12-31","SYSTEM","SYSTEM","1"
89,"2","2006-07-04","85.44","EURO","2200-12-31","SYSTEM","SYSTEM","1"
89,"3","2006-07-04","79.34","EURO","2200-12-31","SYSTEM","SYSTEM","1"
89,"4","2006-07-04","74","EURO","2200-12-31","SYSTEM","SYSTEM","1"
89,"5","2006-07-04","64.85","EURO","2200-12-31","SYSTEM","SYSTEM","1"
89,"6","2006-07-04","64.85","EURO","2200-12-31","SYSTEM","SYSTEM","1"
89,"7","2006-07-04","85.44","EURO","2200-12-31","SYSTEM","SYSTEM","1"
89,"8","2006-07-04","85.44","EURO","2200-12-31","SYSTEM","SYSTEM","1"
90,"1","2006-07-04","90.02","EURO","2200-12-31","SYSTEM","SYSTEM","1"
90,"2","2006-07-04","96.12","EURO","2200-12-31","SYSTEM","SYSTEM","1"
90,"3","2006-07-04","90.02","EURO","2200-12-31","SYSTEM","SYSTEM","1"
90,"4","2006-07-04","83.92","EURO","2200-12-31","SYSTEM","SYSTEM","1"
90,"5","2006-07-04","74","EURO","2200-12-31","SYSTEM","SYSTEM","1"
90,"6","2006-07-04","74","EURO","2200-12-31","SYSTEM","SYSTEM","1"
90,"7","2006-07-04","96.12","EURO","2200-12-31","SYSTEM","SYSTEM","1"
90,"8","2006-07-04","96.12","EURO","2200-12-31","SYSTEM","SYSTEM","1"
91,"1","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
91,"2","2006-07-04","89.26","EURO","2200-12-31","SYSTEM","SYSTEM","1"
91,"3","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
91,"4","2006-07-04","77.05","EURO","2200-12-31","SYSTEM","SYSTEM","1"
91,"5","2006-07-04","68.66","EURO","2200-12-31","SYSTEM","SYSTEM","1"
91,"6","2006-07-04","68.66","EURO","2200-12-31","SYSTEM","SYSTEM","1"
91,"7","2006-07-04","89.26","EURO","2200-12-31","SYSTEM","SYSTEM","1"
91,"8","2006-07-04","89.26","EURO","2200-12-31","SYSTEM","SYSTEM","1"
92,"1","2006-07-04","111.38","EURO","2200-12-31","SYSTEM","SYSTEM","1"
92,"2","2006-07-04","117.48","EURO","2200-12-31","SYSTEM","SYSTEM","1"
92,"3","2006-07-04","111.38","EURO","2200-12-31","SYSTEM","SYSTEM","1"
92,"4","2006-07-04","105.28","EURO","2200-12-31","SYSTEM","SYSTEM","1"
92,"5","2006-07-04","91.54","EURO","2200-12-31","SYSTEM","SYSTEM","1"
92,"6","2006-07-04","91.54","EURO","2200-12-31","SYSTEM","SYSTEM","1"
92,"7","2006-07-04","117.48","EURO","2200-12-31","SYSTEM","SYSTEM","1"
92,"8","2006-07-04","117.48","EURO","2200-12-31","SYSTEM","SYSTEM","1"
93,"1","2006-07-04","114.43","EURO","2200-12-31","SYSTEM","SYSTEM","1"
93,"2","2006-07-04","120.54","EURO","2200-12-31","SYSTEM","SYSTEM","1"
93,"3","2006-07-04","114.43","EURO","2200-12-31","SYSTEM","SYSTEM","1"
93,"4","2006-07-04","108.33","EURO","2200-12-31","SYSTEM","SYSTEM","1"
93,"5","2006-07-04","93.83","EURO","2200-12-31","SYSTEM","SYSTEM","1"
93,"6","2006-07-04","93.83","EURO","2200-12-31","SYSTEM","SYSTEM","1"
93,"7","2006-07-04","120.54","EURO","2200-12-31","SYSTEM","SYSTEM","1"
93,"8","2006-07-04","120.54","EURO","2200-12-31","SYSTEM","SYSTEM","1"
94,"1","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
94,"2","2006-07-04","89.26","EURO","2200-12-31","SYSTEM","SYSTEM","1"
94,"3","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
94,"4","2006-07-04","77.05","EURO","2200-12-31","SYSTEM","SYSTEM","1"
2,"1","2006-07-04","100.7","EURO","2200-12-31","SYSTEM","SYSTEM","1"
2,"2","2006-07-04","109.09","EURO","2200-12-31","SYSTEM","SYSTEM","1"
2,"3","2006-07-04","100.7","EURO","2200-12-31","SYSTEM","SYSTEM","1"
2,"4","2006-07-04","93.07","EURO","2200-12-31","SYSTEM","SYSTEM","1"
2,"5","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
2,"6","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
2,"7","2006-07-04","109.09","EURO","2200-12-31","SYSTEM","SYSTEM","1"
2,"8","2006-07-04","109.09","EURO","2200-12-31","SYSTEM","SYSTEM","1"
4,"1","2006-07-04","145.7","EURO","2200-12-31","SYSTEM","SYSTEM","1"
4,"2","2006-07-04","153.08","EURO","2200-12-31","SYSTEM","SYSTEM","1"
4,"3","2006-07-04","145.7","EURO","2200-12-31","SYSTEM","SYSTEM","1"
4,"4","2006-07-04","138.31","EURO","2200-12-31","SYSTEM","SYSTEM","1"
4,"5","2006-07-04","118.3","EURO","2200-12-31","SYSTEM","SYSTEM","1"
4,"6","2006-07-04","118.3","EURO","2200-12-31","SYSTEM","SYSTEM","1"
4,"7","2006-07-04","153.08","EURO","2200-12-31","SYSTEM","SYSTEM","1"
4,"8","2006-07-04","153.08","EURO","2200-12-31","SYSTEM","SYSTEM","1"
5,"1","2006-07-04","121.95","EURO","2200-12-31","SYSTEM","SYSTEM","1"
5,"2","2006-07-04","129.35","EURO","2200-12-31","SYSTEM","SYSTEM","1"
5,"3","2006-07-04","121.95","EURO","2200-12-31","SYSTEM","SYSTEM","1"
5,"4","2006-07-04","114.57","EURO","2200-12-31","SYSTEM","SYSTEM","1"
5,"5","2006-07-04","98.3","EURO","2200-12-31","SYSTEM","SYSTEM","1"
5,"6","2006-07-04","98.3","EURO","2200-12-31","SYSTEM","SYSTEM","1"
5,"7","2006-07-04","129.35","EURO","2200-12-31","SYSTEM","SYSTEM","1"
5,"8","2006-07-04","129.35","EURO","2200-12-31","SYSTEM","SYSTEM","1"
6,"1","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
6,"2","2006-07-04","89.26","EURO","2200-12-31","SYSTEM","SYSTEM","1"
6,"3","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
6,"4","2006-07-04","77.05","EURO","2200-12-31","SYSTEM","SYSTEM","1"
6,"5","2006-07-04","68.66","EURO","2200-12-31","SYSTEM","SYSTEM","1"
6,"6","2006-07-04","68.66","EURO","2200-12-31","SYSTEM","SYSTEM","1"
6,"7","2006-07-04","89.26","EURO","2200-12-31","SYSTEM","SYSTEM","1"
6,"8","2006-07-04","89.26","EURO","2200-12-31","SYSTEM","SYSTEM","1"
7,"1","2006-07-04","100.7","EURO","2200-12-31","SYSTEM","SYSTEM","1"
7,"2","2006-07-04","109.09","EURO","2200-12-31","SYSTEM","SYSTEM","1"
7,"3","2006-07-04","100.7","EURO","2200-12-31","SYSTEM","SYSTEM","1"
7,"4","2006-07-04","93.07","EURO","2200-12-31","SYSTEM","SYSTEM","1"
7,"5","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
7,"6","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
7,"7","2006-07-04","109.09","EURO","2200-12-31","SYSTEM","SYSTEM","1"
7,"8","2006-07-04","109.09","EURO","2200-12-31","SYSTEM","SYSTEM","1"
8,"1","2006-07-04","72.47","EURO","2200-12-31","SYSTEM","SYSTEM","1"
8,"2","2006-07-04","75.53","EURO","2200-12-31","SYSTEM","SYSTEM","1"
8,"3","2006-07-04","72.47","EURO","2200-12-31","SYSTEM","SYSTEM","1"
8,"4","2006-07-04","68.66","EURO","2200-12-31","SYSTEM","SYSTEM","1"
8,"5","2006-07-04","59.5","EURO","2200-12-31","SYSTEM","SYSTEM","1"
8,"6","2006-07-04","59.5","EURO","2200-12-31","SYSTEM","SYSTEM","1"
8,"7","2006-07-04","75.53","EURO","2200-12-31","SYSTEM","SYSTEM","1"
8,"8","2006-07-04","75.53","EURO","2200-12-31","SYSTEM","SYSTEM","1"
9,"1","2006-07-04","84.68","EURO","2200-12-31","SYSTEM","SYSTEM","1"
9,"2","2006-07-04","90.78","EURO","2200-12-31","SYSTEM","SYSTEM","1"
9,"3","2006-07-04","84.68","EURO","2200-12-31","SYSTEM","SYSTEM","1"
9,"4","2006-07-04","78.58","EURO","2200-12-31","SYSTEM","SYSTEM","1"
9,"5","2006-07-04","70.94","EURO","2200-12-31","SYSTEM","SYSTEM","1"
9,"6","2006-07-04","70.94","EURO","2200-12-31","SYSTEM","SYSTEM","1"
9,"7","2006-07-04","90.78","EURO","2200-12-31","SYSTEM","SYSTEM","1"
9,"8","2006-07-04","90.78","EURO","2200-12-31","SYSTEM","SYSTEM","1"
11,"1","2006-07-04","100.7","EURO","2200-12-31","SYSTEM","SYSTEM","1"
11,"2","2006-07-04","109.09","EURO","2200-12-31","SYSTEM","SYSTEM","1"
11,"3","2006-07-04","100.7","EURO","2200-12-31","SYSTEM","SYSTEM","1"
11,"4","2006-07-04","93.07","EURO","2200-12-31","SYSTEM","SYSTEM","1"
11,"5","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
11,"6","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
11,"7","2006-07-04","109.09","EURO","2200-12-31","SYSTEM","SYSTEM","1"
11,"8","2006-07-04","109.09","EURO","2200-12-31","SYSTEM","SYSTEM","1"
12,"1","2006-07-04","110.48","EURO","2200-12-31","SYSTEM","SYSTEM","1"
12,"2","2006-07-04","117.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
12,"3","2006-07-04","110.48","EURO","2200-12-31","SYSTEM","SYSTEM","1"
12,"4","2006-07-04","103.8","EURO","2200-12-31","SYSTEM","SYSTEM","1"
12,"5","2006-07-04","89.7","EURO","2200-12-31","SYSTEM","SYSTEM","1"
12,"6","2006-07-04","89.7","EURO","2200-12-31","SYSTEM","SYSTEM","1"
12,"7","2006-07-04","117.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
12,"8","2006-07-04","117.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
13,"1","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
13,"2","2006-07-04","89.26","EURO","2200-12-31","SYSTEM","SYSTEM","1"
13,"3","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
13,"4","2006-07-04","77.05","EURO","2200-12-31","SYSTEM","SYSTEM","1"
13,"5","2006-07-04","68.66","EURO","2200-12-31","SYSTEM","SYSTEM","1"
13,"6","2006-07-04","68.66","EURO","2200-12-31","SYSTEM","SYSTEM","1"
13,"7","2006-07-04","89.26","EURO","2200-12-31","SYSTEM","SYSTEM","1"
13,"8","2006-07-04","89.26","EURO","2200-12-31","SYSTEM","SYSTEM","1"
15,"1","2006-07-04","91.5","EURO","2200-12-31","SYSTEM","SYSTEM","1"
15,"2","2006-07-04","97.42","EURO","2200-12-31","SYSTEM","SYSTEM","1"
15,"3","2006-07-04","91.5","EURO","2200-12-31","SYSTEM","SYSTEM","1"
15,"4","2006-07-04","85.58","EURO","2200-12-31","SYSTEM","SYSTEM","1"
15,"5","2006-07-04","74.54","EURO","2200-12-31","SYSTEM","SYSTEM","1"
15,"6","2006-07-04","74.54","EURO","2200-12-31","SYSTEM","SYSTEM","1"
15,"7","2006-07-04","97.42","EURO","2200-12-31","SYSTEM","SYSTEM","1"
15,"8","2006-07-04","97.42","EURO","2200-12-31","SYSTEM","SYSTEM","1"
17,"1","2006-07-04","151.34","EURO","2200-12-31","SYSTEM","SYSTEM","1"
17,"2","2006-07-04","160.34","EURO","2200-12-31","SYSTEM","SYSTEM","1"
17,"3","2006-07-04","151.34","EURO","2200-12-31","SYSTEM","SYSTEM","1"
17,"4","2006-07-04","143.16","EURO","2200-12-31","SYSTEM","SYSTEM","1"
17,"5","2006-07-04","122.71","EURO","2200-12-31","SYSTEM","SYSTEM","1"
17,"6","2006-07-04","122.71","EURO","2200-12-31","SYSTEM","SYSTEM","1"
17,"7","2006-07-04","160.34","EURO","2200-12-31","SYSTEM","SYSTEM","1"
17,"8","2006-07-04","160.34","EURO","2200-12-31","SYSTEM","SYSTEM","1"
19,"1","2006-07-04","109.46","EURO","2200-12-31","SYSTEM","SYSTEM","1"
19,"2","2006-07-04","114.38","EURO","2200-12-31","SYSTEM","SYSTEM","1"
19,"3","2006-07-04","109.46","EURO","2200-12-31","SYSTEM","SYSTEM","1"
19,"4","2006-07-04","104.54","EURO","2200-12-31","SYSTEM","SYSTEM","1"
19,"5","2006-07-04","87.32","EURO","2200-12-31","SYSTEM","SYSTEM","1"
19,"6","2006-07-04","87.32","EURO","2200-12-31","SYSTEM","SYSTEM","1"
19,"7","2006-07-04","114.38","EURO","2200-12-31","SYSTEM","SYSTEM","1"
19,"8","2006-07-04","114.38","EURO","2200-12-31","SYSTEM","SYSTEM","1"
20,"1","2006-07-04","71.85","EURO","2200-12-31","SYSTEM","SYSTEM","1"
20,"2","2006-07-04","77.97","EURO","2200-12-31","SYSTEM","SYSTEM","1"
20,"3","2006-07-04","71.85","EURO","2200-12-31","SYSTEM","SYSTEM","1"
20,"4","2006-07-04","65.74","EURO","2200-12-31","SYSTEM","SYSTEM","1"
20,"5","2006-07-04","57.33","EURO","2200-12-31","SYSTEM","SYSTEM","1"
20,"6","2006-07-04","57.33","EURO","2200-12-31","SYSTEM","SYSTEM","1"
20,"7","2006-07-04","77.97","EURO","2200-12-31","SYSTEM","SYSTEM","1"
20,"8","2006-07-04","77.97","EURO","2200-12-31","SYSTEM","SYSTEM","1"
21,"1","2006-07-04","87.36","EURO","2200-12-31","SYSTEM","SYSTEM","1"
21,"2","2006-07-04","91.42","EURO","2200-12-31","SYSTEM","SYSTEM","1"
21,"3","2006-07-04","87.36","EURO","2200-12-31","SYSTEM","SYSTEM","1"
21,"4","2006-07-04","81.26","EURO","2200-12-31","SYSTEM","SYSTEM","1"
21,"5","2006-07-04","71.1","EURO","2200-12-31","SYSTEM","SYSTEM","1"
21,"6","2006-07-04","71.1","EURO","2200-12-31","SYSTEM","SYSTEM","1"
21,"7","2006-07-04","91.42","EURO","2200-12-31","SYSTEM","SYSTEM","1"
21,"8","2006-07-04","91.42","EURO","2200-12-31","SYSTEM","SYSTEM","1"
22,"1","2006-07-04","90.78","EURO","2200-12-31","SYSTEM","SYSTEM","1"
22,"2","2006-07-04","97.65","EURO","2200-12-31","SYSTEM","SYSTEM","1"
22,"3","2006-07-04","90.78","EURO","2200-12-31","SYSTEM","SYSTEM","1"
22,"4","2006-07-04","83.92","EURO","2200-12-31","SYSTEM","SYSTEM","1"
22,"5","2006-07-04","74","EURO","2200-12-31","SYSTEM","SYSTEM","1"
22,"6","2006-07-04","74","EURO","2200-12-31","SYSTEM","SYSTEM","1"
22,"7","2006-07-04","97.65","EURO","2200-12-31","SYSTEM","SYSTEM","1"
22,"8","2006-07-04","97.65","EURO","2200-12-31","SYSTEM","SYSTEM","1"
23,"1","2006-07-04","100.7","EURO","2200-12-31","SYSTEM","SYSTEM","1"
23,"2","2006-07-04","109.09","EURO","2200-12-31","SYSTEM","SYSTEM","1"
23,"3","2006-07-04","100.7","EURO","2200-12-31","SYSTEM","SYSTEM","1"
23,"4","2006-07-04","93.07","EURO","2200-12-31","SYSTEM","SYSTEM","1"
23,"5","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
23,"6","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
23,"7","2006-07-04","109.09","EURO","2200-12-31","SYSTEM","SYSTEM","1"
23,"8","2006-07-04","109.09","EURO","2200-12-31","SYSTEM","SYSTEM","1"
24,"1","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
24,"2","2006-07-04","89.26","EURO","2200-12-31","SYSTEM","SYSTEM","1"
24,"3","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
24,"4","2006-07-04","77.05","EURO","2200-12-31","SYSTEM","SYSTEM","1"
24,"5","2006-07-04","68.66","EURO","2200-12-31","SYSTEM","SYSTEM","1"
24,"6","2006-07-04","68.66","EURO","2200-12-31","SYSTEM","SYSTEM","1"
24,"7","2006-07-04","89.26","EURO","2200-12-31","SYSTEM","SYSTEM","1"
24,"8","2006-07-04","89.26","EURO","2200-12-31","SYSTEM","SYSTEM","1"
25,"1","2006-07-04","160.97","EURO","2200-12-31","SYSTEM","SYSTEM","1"
25,"2","2006-07-04","170.89","EURO","2200-12-31","SYSTEM","SYSTEM","1"
25,"3","2006-07-04","160.97","EURO","2200-12-31","SYSTEM","SYSTEM","1"
25,"4","2006-07-04","151.82","EURO","2200-12-31","SYSTEM","SYSTEM","1"
25,"5","2006-07-04","128.16","EURO","2200-12-31","SYSTEM","SYSTEM","1"
25,"6","2006-07-04","128.16","EURO","2200-12-31","SYSTEM","SYSTEM","1"
25,"7","2006-07-04","170.89","EURO","2200-12-31","SYSTEM","SYSTEM","1"
25,"8","2006-07-04","170.89","EURO","2200-12-31","SYSTEM","SYSTEM","1"
26,"1","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
26,"2","2006-07-04","89.26","EURO","2200-12-31","SYSTEM","SYSTEM","1"
26,"3","2006-07-04","83.15","EURO","2200-12-31","SYSTEM","SYSTEM","1"
174,"1","2006-07-04","90.78","EURO","2200-12-31","SYSTEM","SYSTEM","1"
174,"2","2006-07-04","97.65","EURO","2200-12-31","SYSTEM","SYSTEM","1"
174,"3","2006-07-04","90.78","EURO","2200-12-31","SYSTEM","SYSTEM","1"
174,"4","2006-07-04","83.92","EURO","2200-12-31","SYSTEM","SYSTEM","1"
174,"5","2006-07-04","74","EURO","2200-12-31","SYSTEM","SYSTEM","1"
174,"6","2006-07-04","74","EURO","2200-12-31","SYSTEM","SYSTEM","1"
174,"7","2006-07-04","97.65","EURO","2200-12-31","SYSTEM","SYSTEM","1"
174,"8","2006-07-04","97.65","EURO","2200-12-31","SYSTEM","SYSTEM","1"
175,"1","2006-07-04","99.18","EURO","2200-12-31","SYSTEM","SYSTEM","1"
175,"2","2006-07-04","105.28","EURO","2200-12-31","SYSTEM","SYSTEM","1"
175,"3","2006-07-04","99.18","EURO","2200-12-31","SYSTEM","SYSTEM","1"
175,"4","2006-07-04","93.83","EURO","2200-12-31","SYSTEM","SYSTEM","1"
175,"5","2006-07-04","77.05","EURO","2200-12-31","SYSTEM","SYSTEM","1"
175,"6","2006-07-04","77.05","EURO","2200-12-31","SYSTEM","SYSTEM","1"
175,"7","2006-07-04","105.28","EURO","2200-12-31","SYSTEM","SYSTEM","1"
175,"8","2006-07-04","105.28","EURO","2200-12-31","SYSTEM","SYSTEM","1"
176,"1","2006-07-04","92.31","EURO","2200-12-31","SYSTEM","SYSTEM","1"
176,"2","2006-07-04","97.65","EURO","2200-12-31","SYSTEM","SYSTEM","1"
176,"3","2006-07-04","92.31","EURO","2200-12-31","SYSTEM","SYSTEM","1"
176,"4","2006-07-04","86.97","EURO","2200-12-31","SYSTEM","SYSTEM","1"
176,"5","2006-07-04","76.29","EURO","2200-12-31","SYSTEM","SYSTEM","1"
176,"6","2006-07-04","76.29","EURO","2200-12-31","SYSTEM","SYSTEM","1"
176,"7","2006-07-04","97.65","EURO","2200-12-31","SYSTEM","SYSTEM","1"
176,"8","2006-07-04","97.65","EURO","2200-12-31","SYSTEM","SYSTEM","1"
178,"1","2006-07-04","92.31","EURO","2200-12-31","SYSTEM","SYSTEM","1"
178,"2","2006-07-04","97.65","EURO","2200-12-31","SYSTEM","SYSTEM","1"
178,"3","2006-07-04","92.31","EURO","2200-12-31","SYSTEM","SYSTEM","1"
178,"4","2006-07-04","86.97","EURO","2200-12-31","SYSTEM","SYSTEM","1"
178,"5","2006-07-04","76.29","EURO","2200-12-31","SYSTEM","SYSTEM","1"
178,"6","2006-07-04","76.29","EURO","2200-12-31","SYSTEM","SYSTEM","1"
178,"7","2006-07-04","97.65","EURO","2200-12-31","SYSTEM","SYSTEM","1"
178,"8","2006-07-04","97.65","EURO","2200-12-31","SYSTEM","SYSTEM","1"
180,"1","2006-07-04","99.18","EURO","2200-12-31","SYSTEM","SYSTEM","1"
180,"2","2006-07-04","105.28","EURO","2200-12-31","SYSTEM","SYSTEM","1"
180,"3","2006-07-04","99.18","EURO","2200-12-31","SYSTEM","SYSTEM","1"
180,"4","2006-07-04","93.83","EURO","2200-12-31","SYSTEM","SYSTEM","1"
180,"5","2006-07-04","81.63","EURO","2200-12-31","SYSTEM","SYSTEM","1"
180,"6","2006-07-04","81.63","EURO","2200-12-31","SYSTEM","SYSTEM","1"
180,"7","2006-07-04","105.28","EURO","2200-12-31","SYSTEM","SYSTEM","1"
180,"8","2006-07-04","105.28","EURO","2200-12-31","SYSTEM","SYSTEM","1"
182,"1","2006-07-04","106.8","EURO","2200-12-31","SYSTEM","SYSTEM","1"
182,"2","2006-07-04","111.38","EURO","2200-12-31","SYSTEM","SYSTEM","1"
182,"3","2006-07-04","106.8","EURO","2200-12-31","SYSTEM","SYSTEM","1"
182,"4","2006-07-04","101.46","EURO","2200-12-31","SYSTEM","SYSTEM","1"
182,"5","2006-07-04","88.5","EURO","2200-12-31","SYSTEM","SYSTEM","1"
182,"6","2006-07-04","88.5","EURO","2200-12-31","SYSTEM","SYSTEM","1"
182,"7","2006-07-04","111.38","EURO","2200-12-31","SYSTEM","SYSTEM","1"
182,"8","2006-07-04","111.38","EURO","2200-12-31","SYSTEM","SYSTEM","1"
185,"1","2006-07-04","99.18","EURO","2200-12-31","SYSTEM","SYSTEM","1"
185,"2","2006-07-04","105.28","EURO","2200-12-31","SYSTEM","SYSTEM","1"
185,"3","2006-07-04","99.18","EURO","2200-12-31","SYSTEM","SYSTEM","1"
185,"4","2006-07-04","93.83","EURO","2200-12-31","SYSTEM","SYSTEM","1"
185,"5","2006-07-04","77.05","EURO","2200-12-31","SYSTEM","SYSTEM","1"
185,"6","2006-07-04","77.05","EURO","2200-12-31","SYSTEM","SYSTEM","1"
185,"7","2006-07-04","105.28","EURO","2200-12-31","SYSTEM","SYSTEM","1"
185,"8","2006-07-04","105.28","EURO","2200-12-31","SYSTEM","SYSTEM","1"
186,"1","2006-07-04","99.18","EURO","2200-12-31","SYSTEM","SYSTEM","1"
186,"2","2006-07-04","105.28","EURO","2200-12-31","SYSTEM","SYSTEM","1"
186,"3","2006-07-04","99.18","EURO","2200-12-31","SYSTEM","SYSTEM","1"
186,"4","2006-07-04","93.83","EURO","2200-12-31","SYSTEM","SYSTEM","1"
186,"5","2006-07-04","77.05","EURO","2200-12-31","SYSTEM","SYSTEM","1"
186,"6","2006-07-04","77.05","EURO","2200-12-31","SYSTEM","SYSTEM","1"
186,"7","2006-07-04","105.28","EURO","2200-12-31","SYSTEM","SYSTEM","1"
186,"8","2006-07-04","105.28","EURO","2200-12-31","SYSTEM","SYSTEM","1"
190,"1","2006-07-04","110.62","EURO","2200-12-31","SYSTEM","SYSTEM","1"
190,"2","2006-07-04","115.96","EURO","2200-12-31","SYSTEM","SYSTEM","1"
190,"3","2006-07-04","110.62","EURO","2200-12-31","SYSTEM","SYSTEM","1"
190,"4","2006-07-04","105.28","EURO","2200-12-31","SYSTEM","SYSTEM","1"
190,"5","2006-07-04","88.5","EURO","2200-12-31","SYSTEM","SYSTEM","1"
190,"6","2006-07-04","88.5","EURO","2200-12-31","SYSTEM","SYSTEM","1"
190,"7","2006-07-04","115.96","EURO","2200-12-31","SYSTEM","SYSTEM","1"
190,"8","2006-07-04","115.96","EURO","2200-12-31","SYSTEM","SYSTEM","1"
191,"1","2006-07-04","111.38","EURO","2200-12-31","SYSTEM","SYSTEM","1"
191,"2","2006-07-04","117.48","EURO","2200-12-31","SYSTEM","SYSTEM","1"
191,"3","2006-07-04","111.38","EURO","2200-12-31","SYSTEM","SYSTEM","1"
191,"4","2006-07-04","105.28","EURO","2200-12-31","SYSTEM","SYSTEM","1"
191,"5","2006-07-04","91.54","EURO","2200-12-31","SYSTEM","SYSTEM","1"
191,"6","2006-07-04","91.54","EURO","2200-12-31","SYSTEM","SYSTEM","1"
191,"7","2006-07-04","117.48","EURO","2200-12-31","SYSTEM","SYSTEM","1"
191,"8","2006-07-04","117.48","EURO","2200-12-31","SYSTEM","SYSTEM","1"
192,"1","2006-07-04","122.82","EURO","2200-12-31","SYSTEM","SYSTEM","1"
192,"2","2006-07-04","128.16","EURO","2200-12-31","SYSTEM","SYSTEM","1"
192,"3","2006-07-04","122.82","EURO","2200-12-31","SYSTEM","SYSTEM","1"
192,"4","2006-07-04","118.25","EURO","2200-12-31","SYSTEM","SYSTEM","1"
192,"5","2006-07-04","97.65","EURO","2200-12-31","SYSTEM","SYSTEM","1"
192,"6","2006-07-04","97.65","EURO","2200-12-31","SYSTEM","SYSTEM","1"
192,"7","2006-07-04","128.16","EURO","2200-12-31","SYSTEM","SYSTEM","1"
192,"8","2006-07-04","128.16","EURO","2200-12-31","SYSTEM","SYSTEM","1"
193,"1","2006-07-04","90.78","EURO","2200-12-31","SYSTEM","SYSTEM","1"
193,"2","2006-07-04","97.65","EURO","2200-12-31","SYSTEM","SYSTEM","1"
193,"3","2006-07-04","90.78","EURO","2200-12-31","SYSTEM","SYSTEM","1"
