CD_TIPO_RAPPORTO,IMPORTO_FRANCHIGIA_OCCA,FL_VERSAMENTI_CORI,VERSAMENTI_CORI_GIORNO,CD_TIPO_RAPPORTO_PROF,LIVELLO_PDG_DECIS_SPE,LIVELLO_PDG_DECIS_ETR,LIVELLO_CONTRATT_PDG_SPE,FL_REGOLAMENTO_2006,FL_DIARIA_MISS_ITALIA,FL_VISTO_DIP_VARIAZIONI,FL_MOTIVAZIONE_SU_IMP,IMPORTO_MAX_IMP,FL_DEDUZIONE_IRPEF,FL_DEDUZIONE_FAMILY,FL_DETRAZIONI_ALTRE,FL_DETRAZIONI_FAMILY,FL_APPROVATO_DEFINITIVO,FL_SIOPE,RICERCA_PROF_INT_GIORNI_PUBBL,RICERCA_PROF_INT_GIORNI_SCAD,FL_INCARICO,FL_OBB_INTRASTAT,FL_CUP,DATA_STIPULA_CONTRATTI,LIVELLO_PDG_COFOG,FL_SIOPE_CUP,FL_CREDITO_IRPEF,FL_NUOVO_PDG,FL_TESORERIA_UNICA,FL_PUBBLICA_CONTRATTO,FL_PDG_CODLAST,FL_PDG_CONTRATTAZIONE,FL_PDG_QUADRA_FONTI_ESTERNE,LIVELLO_PAT,LIVELLO_ECO,FL_NUOVA_GESTIONE_PG,UTCR,UTUV,PG_VER_REC
"OCCA",5000,"N",16,"PROF",6,6,0,"Y","N","N","N",100000,"N","N","Y","Y","N","Y",7,90,"N","Y","N","2012-06-26",2,"Y","N","Y","Y","N","Y","N","Y",3,3,"N","SYSTEM","SYSTEM","1"
