CD_CDS,CD_UNITA_ORGANIZZATIVA,TI_DOCUMENTO,PRIMO,CORRENTE,ULTIMO,UTCR,UTUV,PG_VER_REC
"000","000.000","COGE",0,0,9999999999,"SYSTEM","SYSTEM","1"
