CD_GRUPPO_FILE,DS_GRUPPO_FILE,UTCR,UTUV,PG_VER_REC
"00001","Gruppo di file utilizzabili per la pubblicazione di documenti cartacei (es. Contratti, Avvisi da pubblicare, etc.)","SYSTEM","SYSTEM","1"
