CD_DIPARTIMENTO,DS_DIPARTIMENTO,ID_DIPARTIMENTO,UTCR,UTUV,PG_VER_REC
"001","DIPARTIMENTO DEFAULT",1,"SYSTEM","SYSTEM","1"
