TI_APPARTENENZA,TI_GESTIONE,CD_ELEMENTO_VOCE,TI_GESTIONE_SIOPE,CD_SIOPE,UTCR,UTUV,PG_VER_REC
"D","S","13039","S","1030202005","SYSTEM","SYSTEM","1"
"D","S","13040","S","1030202999","SYSTEM","SYSTEM","1"
"D","S","13041","S","1030204004","SYSTEM","SYSTEM","1"
"D","S","13042","S","1030204999","SYSTEM","SYSTEM","1"
"D","S","13043","S","1030205001","SYSTEM","SYSTEM","1"
"D","S","13044","S","1030205002","SYSTEM","SYSTEM","1"
"D","S","13045","S","1030205003","SYSTEM","SYSTEM","1"
"D","S","13046","S","1030205004","SYSTEM","SYSTEM","1"
"D","S","13047","S","1030205005","SYSTEM","SYSTEM","1"
"D","S","13048","S","1030205006","SYSTEM","SYSTEM","1"
"D","S","13049","S","1030205007","SYSTEM","SYSTEM","1"
"D","S","13050","S","1030205999","SYSTEM","SYSTEM","1"
"D","S","13051","S","1030207001","SYSTEM","SYSTEM","1"
"D","S","13052","S","1030207002","SYSTEM","SYSTEM","1"
"D","S","13053","S","1030207002","SYSTEM","SYSTEM","1"
"D","S","13054","S","1030207002","SYSTEM","SYSTEM","1"
"D","S","13055","S","1030207002","SYSTEM","SYSTEM","1"
"D","S","13056","S","1030207002","SYSTEM","SYSTEM","1"
"D","S","13057","S","1030207003","SYSTEM","SYSTEM","1"
"D","S","13058","S","1030207004","SYSTEM","SYSTEM","1"
"D","S","13059","S","1030207005","SYSTEM","SYSTEM","1"
"C","E","51001","E","5010103001","SYSTEM","SYSTEM","1"
"C","E","51002","E","5010103002","SYSTEM","SYSTEM","1"
"C","E","51003","E","5010103999","SYSTEM","SYSTEM","1"
"C","E","52001","E","5020201001","SYSTEM","SYSTEM","1"
"C","E","53001","E","5030201001","SYSTEM","SYSTEM","1"
"C","E","63001","E","6030104999","SYSTEM","SYSTEM","1"
"C","E","63002","E","6030104003","SYSTEM","SYSTEM","1"
"C","E","71001","E","7010101001","SYSTEM","SYSTEM","1"
"C","E","91002","E","9010199999","SYSTEM","SYSTEM","1"
"C","E","91003","E","9010201001","SYSTEM","SYSTEM","1"
"C","E","91004","E","9010202001","SYSTEM","SYSTEM","1"
"C","E","91005","E","9010299999","SYSTEM","SYSTEM","1"
"C","E","91006","E","9010301001","SYSTEM","SYSTEM","1"
"C","E","91007","E","9010302001","SYSTEM","SYSTEM","1"
"C","E","91008","E","9010399999","SYSTEM","SYSTEM","1"
"C","E","91009","E","9019901001","SYSTEM","SYSTEM","1"
"C","E","91010","E","9019903001","SYSTEM","SYSTEM","1"
"C","E","91011","E","9019999999","SYSTEM","SYSTEM","1"
"C","E","91012","E","9010102001","SYSTEM","SYSTEM","1"
"C","E","92001","E","9020101001","SYSTEM","SYSTEM","1"
"C","E","92002","E","9020102001","SYSTEM","SYSTEM","1"
"C","E","92003","E","9020201001","SYSTEM","SYSTEM","1"
"C","E","92004","E","9020201003","SYSTEM","SYSTEM","1"
"C","E","92005","E","9020201004","SYSTEM","SYSTEM","1"
"C","E","92006","E","9020201005","SYSTEM","SYSTEM","1"
"C","E","92007","E","9020201006","SYSTEM","SYSTEM","1"
"C","E","92008","E","9020201007","SYSTEM","SYSTEM","1"
"C","E","92009","E","9020201008","SYSTEM","SYSTEM","1"
"C","E","92010","E","9020201009","SYSTEM","SYSTEM","1"
"C","E","92011","E","9020201010","SYSTEM","SYSTEM","1"
"C","E","92012","E","9020201011","SYSTEM","SYSTEM","1"
"C","E","92013","E","9020201012","SYSTEM","SYSTEM","1"
"C","E","92014","E","9020201013","SYSTEM","SYSTEM","1"
"C","E","92015","E","9020201999","SYSTEM","SYSTEM","1"
"C","E","92016","E","9020202001","SYSTEM","SYSTEM","1"
"C","E","92017","E","9020202002","SYSTEM","SYSTEM","1"
"C","E","92018","E","9020202003","SYSTEM","SYSTEM","1"
"C","E","92019","E","9020202004","SYSTEM","SYSTEM","1"
"C","E","92020","E","9020202005","SYSTEM","SYSTEM","1"
"C","E","92021","E","9020202006","SYSTEM","SYSTEM","1"
"C","E","92022","E","9020202007","SYSTEM","SYSTEM","1"
"C","E","92023","E","9020202008","SYSTEM","SYSTEM","1"
"C","E","92024","E","9020202009","SYSTEM","SYSTEM","1"
"C","E","92025","E","9020202010","SYSTEM","SYSTEM","1"
"C","E","92026","E","9020202011","SYSTEM","SYSTEM","1"
"C","E","92027","E","9020202012","SYSTEM","SYSTEM","1"
"C","E","92028","E","9020202013","SYSTEM","SYSTEM","1"
"C","E","92029","E","9020202014","SYSTEM","SYSTEM","1"
"C","E","92030","E","9020202015","SYSTEM","SYSTEM","1"
"C","E","92031","E","9020202016","SYSTEM","SYSTEM","1"
"C","E","92032","E","9020202017","SYSTEM","SYSTEM","1"
"C","E","92033","E","9020202018","SYSTEM","SYSTEM","1"
"C","E","92034","E","9020202019","SYSTEM","SYSTEM","1"
"C","E","92035","E","9020202999","SYSTEM","SYSTEM","1"
"C","E","92036","E","9020203001","SYSTEM","SYSTEM","1"
"C","E","92037","E","9020203002","SYSTEM","SYSTEM","1"
"C","E","92038","E","9020203999","SYSTEM","SYSTEM","1"
"C","E","92039","E","9020301001","SYSTEM","SYSTEM","1"
"C","E","92040","E","9020302001","SYSTEM","SYSTEM","1"
"C","E","92041","E","9020302002","SYSTEM","SYSTEM","1"
"C","E","92042","E","9020302999","SYSTEM","SYSTEM","1"
"C","E","92043","E","9020303001","SYSTEM","SYSTEM","1"
"C","E","92044","E","9020304001","SYSTEM","SYSTEM","1"
"C","E","92045","E","9020401001","SYSTEM","SYSTEM","1"
"C","E","92046","E","9020402001","SYSTEM","SYSTEM","1"
"C","E","92047","E","9020501001","SYSTEM","SYSTEM","1"
"C","E","92048","E","9020502001","SYSTEM","SYSTEM","1"
"C","E","92049","E","9029999999","SYSTEM","SYSTEM","1"
"D","S","10001","S","1100101001","SYSTEM","SYSTEM","1"
"D","S","10002","S","1100101001","SYSTEM","SYSTEM","1"
"D","S","10003","S","1100103001","SYSTEM","SYSTEM","1"
"D","S","10004","S","1100104001","SYSTEM","SYSTEM","1"
"D","S","10005","S","1100301001","SYSTEM","SYSTEM","1"
"D","S","10006","S","1100401001","SYSTEM","SYSTEM","1"
"D","S","10007","S","1100401002","SYSTEM","SYSTEM","1"
"D","S","10008","S","1100401003","SYSTEM","SYSTEM","1"
"D","S","10009","S","1100401999","SYSTEM","SYSTEM","1"
"D","S","10010","S","1100501001","SYSTEM","SYSTEM","1"
"D","S","10011","S","1100502001","SYSTEM","SYSTEM","1"
"D","S","10012","S","1100503001","SYSTEM","SYSTEM","1"
"D","S","10013","S","1100504001","SYSTEM","SYSTEM","1"
"D","S","11001","S","1010101001","SYSTEM","SYSTEM","1"
"D","S","11002","S","1010101002","SYSTEM","SYSTEM","1"
"D","S","11003","S","1010101003","SYSTEM","SYSTEM","1"
"D","S","11004","S","1010101004","SYSTEM","SYSTEM","1"
"D","S","11005","S","1010101004","SYSTEM","SYSTEM","1"
"D","S","11006","S","1010101004","SYSTEM","SYSTEM","1"
"D","S","11007","S","1010101004","SYSTEM","SYSTEM","1"
"D","S","11008","S","1010101005","SYSTEM","SYSTEM","1"
"D","S","11009","S","1010101005","SYSTEM","SYSTEM","1"
"D","S","11010","S","1010101005","SYSTEM","SYSTEM","1"
"D","S","11011","S","1010101006","SYSTEM","SYSTEM","1"
"D","S","11012","S","1010101006","SYSTEM","SYSTEM","1"
"D","S","11013","S","1010101006","SYSTEM","SYSTEM","1"
"D","S","11014","S","1010101006","SYSTEM","SYSTEM","1"
"D","S","11015","S","1010101007","SYSTEM","SYSTEM","1"
"D","S","11016","S","1010101007","SYSTEM","SYSTEM","1"
"D","S","11017","S","1010101008","SYSTEM","SYSTEM","1"
"D","S","11018","S","1010101008","SYSTEM","SYSTEM","1"
"D","S","11019","S","1010101008","SYSTEM","SYSTEM","1"
"D","S","11020","S","1010101008","SYSTEM","SYSTEM","1"
"D","S","11021","S","1010101008","SYSTEM","SYSTEM","1"
"D","S","11022","S","1010101008","SYSTEM","SYSTEM","1"
"D","S","11023","S","1010101009","SYSTEM","SYSTEM","1"
"D","S","11024","S","1010102001","SYSTEM","SYSTEM","1"
"D","S","11025","S","1010102002","SYSTEM","SYSTEM","1"
"D","S","11026","S","1010102999","SYSTEM","SYSTEM","1"
"D","S","11027","S","1010102999","SYSTEM","SYSTEM","1"
"D","S","11028","S","1010201001","SYSTEM","SYSTEM","1"
"D","S","11029","S","1010201001","SYSTEM","SYSTEM","1"
