LIVELLI_ENTRATA,LUNG_LIVELLO1E,DS_LIVELLO1E,LUNG_LIVELLO2E,DS_LIVELLO2E,LUNG_LIVELLO3E,DS_LIVELLO3E,LUNG_LIVELLO4E,DS_LIVELLO4E,LUNG_LIVELLO5E,DS_LIVELLO5E,LUNG_LIVELLO6E,DS_LIVELLO6E,LIVELLI_SPESA,LUNG_LIVELLO1S,DS_LIVELLO1S,LUNG_LIVELLO2S,DS_LIVELLO2S,LUNG_LIVELLO3S,DS_LIVELLO3S,LUNG_LIVELLO4S,DS_LIVELLO4S,LUNG_LIVELLO5S,DS_LIVELLO5S,LUNG_LIVELLO6S,DS_LIVELLO6S,UTCR,UTUV,PG_VER_REC
6,"1","Titolo","2","Tipologia","2","Categoria","2","Capitolo","2","Articolo","5","Voce",6,"1","Titolo","2","Tipologia","2","Categoria","2","Capitolo","3","Articolo","5","Voce","SYSTEM","SYSTEM","1"
