CD_TI_PASTO,TI_AREA_GEOGRAFICA,PG_NAZIONE,PG_RIF_INQUADRAMENTO,DT_INIZIO_VALIDITA,DT_FINE_VALIDITA,CD_DIVISA,LIMITE_MAX_PASTO,CD_AREA_ESTERA,UTCR,UTUV,PG_VER_REC
"PASTO_GIORNALIERO","E",0,54,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,54,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,54,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,54,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,54,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,54,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,54,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,54,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,54,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,54,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,54,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,54,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,101,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,102,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,102,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,102,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,102,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,102,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,102,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,102,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,102,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,102,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,101,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,14,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,14,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,14,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,14,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,15,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,15,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,15,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,15,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,15,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,15,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,15,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,15,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,15,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,15,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,15,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,15,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,15,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,15,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,16,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,16,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,16,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,16,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,16,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,16,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,16,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,16,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,16,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,16,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,16,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,16,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,16,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,16,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,17,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,17,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,17,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,17,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,17,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,17,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,17,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,17,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,17,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,17,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,17,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,17,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,17,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,17,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,18,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,18,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,18,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,18,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,18,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,18,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,18,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,18,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,18,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,18,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,18,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,18,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,18,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,18,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,19,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,19,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,19,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,19,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,19,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,19,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,19,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,19,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,19,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,19,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,19,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,19,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,19,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,19,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,20,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,20,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,20,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,20,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,20,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,20,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,20,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,20,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,20,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,20,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,20,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,20,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,20,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,20,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,21,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,21,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,21,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,21,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,21,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,21,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,21,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,21,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,21,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,21,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,21,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,21,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,21,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,21,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,22,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,22,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,22,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,22,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,22,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,22,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,22,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,22,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,22,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,22,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,22,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,22,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,22,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,22,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,23,"2010-05-31","2100-12-31","EURO","40","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,23,"2010-05-31","2100-12-31","EURO","40","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,23,"2010-05-31","2100-12-31","EURO","45","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,23,"2010-05-31","2100-12-31","EURO","60","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,23,"2010-05-31","2100-12-31","EURO","65","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,23,"2010-05-31","2100-12-31","EURO","70","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,23,"2010-05-31","2100-12-31","EURO","75","G","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,23,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,23,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORN_SEGUITO","E",0,23,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,103,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,103,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,103,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,103,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,103,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,103,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,103,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,103,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,103,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,104,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,104,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,104,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,104,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,104,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,104,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,104,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,104,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,104,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,105,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,105,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,105,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,105,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,105,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,105,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,105,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,105,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,105,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,106,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,106,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,106,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,106,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,106,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,106,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,106,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,106,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,106,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,46,"2016-03-11","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,46,"2016-03-11","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,46,"2016-03-11","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,46,"2016-03-11","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,46,"2016-03-11","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,46,"2016-03-11","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,46,"2016-03-11","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,94,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,87,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,87,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,87,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,87,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,87,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,87,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,87,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,90,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,90,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,90,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,90,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,90,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,90,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,90,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,92,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,92,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,92,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,92,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,92,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,92,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,92,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,95,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,95,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,78,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,78,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,78,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,78,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,78,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,78,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,78,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,62,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
