CD_TI_PASTO,TI_AREA_GEOGRAFICA,PG_NAZIONE,PG_RIF_INQUADRAMENTO,DT_INIZIO_VALIDITA,DT_FINE_VALIDITA,CD_DIVISA,LIMITE_MAX_PASTO,CD_AREA_ESTERA,UTCR,UTUV,PG_VER_REC
"PASTO_GIORNALIERO","E",0,40,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,40,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,41,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,41,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,41,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,41,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,41,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,41,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,41,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,42,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,42,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,42,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,42,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,42,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,42,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,42,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,27,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,27,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,1,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,1,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,2,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,2,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,3,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,3,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,4,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,4,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,5,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,5,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,6,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,6,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,7,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,7,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,7,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,7,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,8,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,8,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,8,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,9,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,9,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,9,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,10,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,10,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,10,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,11,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,11,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,12,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,12,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,12,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,13,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,13,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,13,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,14,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,14,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,14,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,15,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,15,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,15,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,15,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,16,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,16,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,16,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,16,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,17,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,17,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,17,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,17,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,18,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,18,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,18,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,18,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,19,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,19,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,19,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,19,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,20,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,20,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,20,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,20,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,21,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,21,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,21,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,21,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,22,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,22,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,22,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,22,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,23,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,23,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,23,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,23,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,24,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,24,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,24,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,24,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,25,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,25,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,25,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,25,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,26,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,26,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,26,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,26,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,27,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,29,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,29,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,30,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,31,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,31,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,32,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,33,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,33,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,34,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,35,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,35,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,36,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,37,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,37,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,76,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,76,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,76,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,76,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,76,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,76,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,76,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,77,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,77,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,77,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,77,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,77,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,77,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,77,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,81,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,81,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,81,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,81,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,81,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,81,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,81,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,84,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,84,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,84,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,84,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,84,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,84,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,84,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,98,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,98,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,98,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,98,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,98,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,98,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,98,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,100,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,100,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,100,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,100,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,100,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,100,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,100,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,71,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,71,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,71,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,71,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,71,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,71,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,71,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,79,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,79,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,79,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,79,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,79,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,79,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,79,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,85,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,85,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,85,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,85,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,85,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,85,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,85,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,88,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,88,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,88,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,88,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,88,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,88,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,88,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,89,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,89,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,89,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,89,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,89,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,89,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,89,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,99,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,99,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,99,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,99,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,99,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,99,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,99,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,80,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,80,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,80,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,80,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,80,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,80,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,80,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,97,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,97,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,97,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,97,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,97,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,97,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,97,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,66,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,66,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,66,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,66,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,66,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,66,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,66,"2010-05-31","2100-12-31","EURO","95","G","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,67,"2010-05-31","2100-12-31","EURO","60","A","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,67,"2010-05-31","2100-12-31","EURO","60","B","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,67,"2010-05-31","2100-12-31","EURO","60","C","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,67,"2010-05-31","2100-12-31","EURO","70","D","SYSTEM","SYSTEM","1"
