ID,DESCRIZIONE,ATTIVO,CANCELLA_STAMPE,TIPO_DB,FL_AUTENTICAZIONE_LDAP,FL_INFORMIX,FL_GAE_ES,FL_PRG_PIANOECO,ABIL_PROGETTO_STRORG,UTCR,UTUV,PG_VER_REC
1,"ENTE","Y",1,"T","N","N","Y","Y","UO","SYSTEM","SYSTEM","1"
