LIVELLI_ECO,LUNG_LIVELLO1E,DS_LIVELLO1E,LUNG_LIVELLO2E,DS_LIVELLO2E,LUNG_LIVELLO3E,DS_LIVELLO3E,LUNG_LIVELLO4E,DS_LIVELLO4E,LUNG_LIVELLO5E,DS_LIVELLO5E,LUNG_LIVELLO6E,DS_LIVELLO6E,LUNG_LIVELLO7E,DS_LIVELLO7E,LIVELLI_PAT,LUNG_LIVELLO1P,DS_LIVELLO1P,LUNG_LIVELLO2P,DS_LIVELLO2P,LUNG_LIVELLO3P,DS_LIVELLO3P,LUNG_LIVELLO4P,DS_LIVELLO4P,LUNG_LIVELLO5P,DS_LIVELLO5P,LUNG_LIVELLO6P,DS_LIVELLO6P,LUNG_LIVELLO7P,DS_LIVELLO7P,LUNG_LIVELLO8P,DS_LIVELLO8P,UTCR,UTUV,PG_VER_REC
7,"1","1° Livello","1","2° Livello","1","3° Livello","2","4° Livello","2","5° Livello","3","6° Livello","5","7° Livello",8,"1","1° Livello","1","2° Livello","1","3° Livello","2","4° Livello","2","5° Livello","2","6° Livello","3","7° Livello","5","8° Livello","SYSTEM","SYSTEM","1"
