"cd_ruolo";"ds_ruolo";"utuv";"utcr";"pg_ver_rec";"id_strorg";"tipo";"utcr";"utuv";"pg_ver_rec"
"ENTE";"Funzioni ENTE";"SIGEP";"SIGEP";"1";1;"TUTTO";"SIGEP";"SIGEP";1
