"esercizio","cd_unita_funzionale","cd_chiave_primaria","cd_chiave_secondaria","val01","val02","val03","val04","im01","im02","dt01","dt02","dacr","utcr","duva","utuv","pg_ver_rec"
"0","*","PROGETTI","NATURA_REIMPIEGO","6","null","null","null","2019","null","null","null","2019-01-11","CED","2019-01-11","CED","1"
"0","*","ELEMENTO_VOCE_SPECIALE","TEMPO_IND_SU_PROGETTI_FINANZIATI","11048","null","null","null","2019","null","null","null","2019-01-11","CED","2019-01-11","CED","1"
