"cd_nodo","ds_nodo","cd_accesso","business_process","pg_ordinamento","fl_terminale","livello","url_icona","cd_proprio_nodo","dacr","utcr","duva","utuv","pg_ver_rec","cd_nodo_padre","url_icona_open"
"0.DOC.OBBLIG.OBBLDF.M","gestione","DOCOBBLIGCOREOBBLDFM","ListaObbligazioniDefinitiveBP","2","Y","4","NULL","M","2001-07-04T16:43:34.000","$$$$$MIGRAZIONE$$$$$","2001-09-05T08:38:52.000","$$$$$MIGRAZIONE$$$$$","2","0.DOC.OBBLIG.OBBLDF","NULL"
"0.DOC.OBBLIG.OBBLDF.V","visualizzazione","DOCOBBLIGCOREOBBLDFV","ListaObbligazioniDefinitiveBP","1","Y","4","NULL","V","2001-07-04T16:43:34.000","$$$$$MIGRAZIONE$$$$$","2001-09-05T08:38:52.000","$$$$$MIGRAZIONE$$$$$","2","0.DOC.OBBLIG.OBBLDF","NULL"
"0.DOC.OBBLIG.OBBLPR.M","gestione","DOCOBBLIGCOREOBBLPRM","ListaObbligazioniProvvisorieBP","2","Y","4","NULL","M","2001-07-04T16:43:34.000","$$$$$MIGRAZIONE$$$$$","2001-09-05T08:38:53.000","$$$$$MIGRAZIONE$$$$$","2","0.DOC.OBBLIG.OBBLPR","NULL"
"0.DOC.OBBLIG.OBBLPR.V","visualizzazione","DOCOBBLIGCOREOBBLPRV","ListaObbligazioniProvvisorieBP","1","Y","4","NULL","V","2001-07-04T16:43:34.000","$$$$$MIGRAZIONE$$$$$","2001-09-05T08:38:53.000","$$$$$MIGRAZIONE$$$$$","2","0.DOC.OBBLIG.OBBLPR","NULL"
"0.DOC.OBBLIG.TABR","Tabelle di riferimento","NULL","NULL","92","N","3","NULL","TABR","2001-07-04T16:43:34.000","$$$$$MIGRAZIONE$$$$$","2001-09-06T10:00:34.000","$$$$$MIGRAZIONE$$$$$","3","0.DOC.OBBLIG","NULL"
"0.DOC.OBBLIG.TABR.TIPOBB","tipo impegni","NULL","NULL","1","N","4","NULL","TIPOBB","2001-07-04T16:43:34.000","$$$$$MIGRAZIONE$$$$$","2001-09-05T08:38:53.000","$$$$$MIGRAZIONE$$$$$","2","0.DOC.OBBLIG.TABR","NULL"
"0.DOC.OBBLIG.TABR.TIPOBB.M","gestione","DOCOBBLIGTABRTIPOBBM","CRUDTipoObbligazioneBP","2","Y","5","NULL","M","2001-07-04T16:43:34.000","$$$$$MIGRAZIONE$$$$$","2001-09-05T08:38:53.000","$$$$$MIGRAZIONE$$$$$","2","0.DOC.OBBLIG.TABR.TIPOBB","NULL"
"0.DOC.OBBLIG.TABR.TIPOBB.V","visualizzazione","DOCOBBLIGTABRTIPOBBV","CRUDTipoObbligazioneBP","1","Y","5","NULL","V","2001-07-04T16:43:34.000","$$$$$MIGRAZIONE$$$$$","2001-09-05T08:38:53.000","$$$$$MIGRAZIONE$$$$$","2","0.DOC.OBBLIG.TABR.TIPOBB","NULL"
"0.DOC.OBBLIG.OBBCMP.V","visualizzazione","DOCOBBLIGCOREOBBLIGV","CRUDObbligazioneBP","10","Y","4","NULL","V","2001-06-28T11:31:02.000","$$$$$MIGRAZIONE$$$$$","2001-09-05T08:38:52.000","$$$$$MIGRAZIONE$$$$$","2","0.DOC.OBBLIG.OBBCMP","NULL"
"0.AMM.MISSIO.TABR.DIARIA","diaria","NULL","NULL","5","N","4","NULL","DIARIA","2001-11-23T14:22:19.000","$$$$$MIGRAZIONE$$$$$","2002-01-15T11:03:23.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.MISSIO.TABR","NULL"
"0.AMM.MISSIO.TABR.DIARIA.V","visualizzazione","AMMMISSIOTABRDIARIAV","CRUDMissioneDiariaBP","1","Y","5","NULL","V","2001-11-23T14:23:23.000","$$$$$MIGRAZIONE$$$$$","2002-01-08T11:54:52.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.MISSIO.TABR.DIARIA","NULL"
"0.AMM.MISSIO.TABR.DIARIA.M","gestione","AMMMISSIOTABRDIARIAM","CRUDMissioneDiariaBP","2","Y","5","NULL","M","2001-11-23T14:23:43.000","$$$$$MIGRAZIONE$$$$$","2002-01-08T11:55:01.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.MISSIO.TABR.DIARIA","NULL"
"0.AMM.COMPEN","Compensi","NULL","NULL","6","N","2","NULL","COMPEN","2001-11-26T16:12:47.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM","NULL"
"0.AMM.COMPEN.TABR","tabelle di riferimento","NULL","NULL","3","N","3","NULL","TABR","2001-11-26T16:13:19.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","3","0.AMM.COMPEN","NULL"
"0.AMM.COMPEN.TABR.SCAGLI","Scaglione","NULL","NULL","2","N","4","NULL","SCAGLI","2001-11-26T16:25:19.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:50.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.COMPEN.TABR","NULL"
"0.AMM.COMPEN.TABR.TICONT","Tipo Contributo","NULL","NULL","1","N","4","NULL","TICONT","2001-11-26T16:25:50.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:50.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.COMPEN.TABR","NULL"
"0.AMM.COMPEN.TABR.DETLAV","Detrazioni Lavoro","NULL","NULL","14","N","4","NULL","DETLAV","2001-11-26T16:26:09.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:50.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.COMPEN.TABR","NULL"
"0.AMM.COMPEN.TABR.DETFAM","Detrazioni Familiari","NULL","NULL","15","N","4","NULL","DETFAM","2001-11-26T16:26:33.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:50.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.COMPEN.TABR","NULL"
"0.AMM.COMPEN.TABR.SCAGLI.V","visualizzazione","AMMCOMPENTABRSCAGLIV","CRUDScaglioneBP","1","Y","5","NULL","V","2001-11-26T16:27:51.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:50.000","$$$$$MIGRAZIONE$$$$$","3","0.AMM.COMPEN.TABR.SCAGLI","NULL"
"0.AMM.COMPEN.TABR.SCAGLI.M","gestione","AMMCOMPENTABRSCAGLIM","CRUDScaglioneBP","2","Y","5","NULL","M","2001-11-26T16:28:09.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:50.000","$$$$$MIGRAZIONE$$$$$","3","0.AMM.COMPEN.TABR.SCAGLI","NULL"
"0.AMM.COMPEN.TABR.TICONT.V","visualizzazione","AMMCOMPENTABRTICONTV","CRUDTipoContributoRitenutaBP","1","Y","5","NULL","V","2001-11-26T16:29:07.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:50.000","$$$$$MIGRAZIONE$$$$$","3","0.AMM.COMPEN.TABR.TICONT","NULL"
"0.AMM.COMPEN.TABR.TICONT.M","gestione","AMMCOMPENTABRTICONTM","CRUDTipoContributoRitenutaBP","2","Y","5","NULL","M","2001-11-26T16:29:35.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:50.000","$$$$$MIGRAZIONE$$$$$","3","0.AMM.COMPEN.TABR.TICONT","NULL"
"0.AMM.COMPEN.TABR.DETLAV.V","visualizzazione","AMMCOMPENTABRDETLAVV","CRUDDetrazioniLavoroBP","1","Y","5","NULL","V","2001-11-26T16:30:19.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:51.000","$$$$$MIGRAZIONE$$$$$","4","0.AMM.COMPEN.TABR.DETLAV","NULL"
"0.AMM.COMPEN.TABR.DETLAV.M","gestione","AMMCOMPENTABRDETLAVM","CRUDDetrazioniLavoroBP","2","Y","5","NULL","M","2001-11-26T16:30:40.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:51.000","$$$$$MIGRAZIONE$$$$$","4","0.AMM.COMPEN.TABR.DETLAV","NULL"
"0.AMM.COMPEN.TABR.DETFAM.V","visualizzazione","AMMCOMPENTABRDETFAMV","CRUDDetrazioniFamiliariBP","1","Y","5","NULL","V","2001-11-26T16:31:33.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:51.000","$$$$$MIGRAZIONE$$$$$","3","0.AMM.COMPEN.TABR.DETFAM","NULL"
"0.AMM.COMPEN.TABR.DETFAM.M","gestione","AMMCOMPENTABRDETFAMM","CRUDDetrazioniFamiliariBP","2","Y","5","NULL","M","2001-11-26T16:32:32.000","$$$$$MIGRAZIONE$$$$$","2002-03-22T11:02:51.000","$$$$$MIGRAZIONE$$$$$","3","0.AMM.COMPEN.TABR.DETFAM","NULL"
"0.AMM.MISSIO.TABR.ABBATT","abbattimenti","NULL","NULL","6","N","4","NULL","ABBATT","2001-11-27T17:43:28.000","$$$$$MIGRAZIONE$$$$$","2002-01-15T11:03:40.000","$$$$$MIGRAZIONE$$$$$","3","0.AMM.MISSIO.TABR","NULL"
"0.AMM.MISSIO.TABR.ABBATT.V","visualizzazione","AMMMISSIOTABRABBATTV","CRUDMissioneAbbattimentiBP","1","Y","5","NULL","V","2001-11-27T17:44:28.000","$$$$$MIGRAZIONE$$$$$","2002-01-08T11:55:10.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.MISSIO.TABR.ABBATT","NULL"
"0.AMM.MISSIO.TABR.ABBATT.M","gestione","AMMMISSIOTABRABBATTM","CRUDMissioneAbbattimentiBP","2","Y","5","NULL","M","2001-11-27T17:44:49.000","$$$$$MIGRAZIONE$$$$$","2002-01-08T11:55:20.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.MISSIO.TABR.ABBATT","NULL"
"0.DOC.MANDAT.TABR","Tabelle di riferimento","NULL","NULL","70","N","3","NULL","TABR","2001-11-28T14:15:24.000","$$$$$MIGRAZIONE$$$$$","2001-11-28T14:15:24.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.MANDAT","NULL"
"0.DOC.MANDAT.TABR.TIBOLL","Tipo Bollo","NULL","NULL","1","N","4","NULL","TIBOLL","2001-11-28T14:15:44.000","$$$$$MIGRAZIONE$$$$$","2001-11-28T14:15:44.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.MANDAT.TABR","NULL"
"0.DOC.MANDAT.TABR.TIBOLL.V","visualizzazione","DOCMANDATTABRTIBOLLV","CRUDTipoBolloBP","1","Y","5","NULL","V","2001-11-28T14:16:28.000","$$$$$MIGRAZIONE$$$$$","2002-08-19T16:39:08.000","$$$$$MIGRAZIONE$$$$$","2","0.DOC.MANDAT.TABR.TIBOLL","NULL"
"0.DOC.MANDAT.TABR.TIBOLL.M","gestione","DOCMANDATTABRTIBOLLM","CRUDTipoBolloBP","2","Y","5","NULL","M","2001-11-28T14:16:45.000","$$$$$MIGRAZIONE$$$$$","2002-08-19T16:39:08.000","$$$$$MIGRAZIONE$$$$$","2","0.DOC.MANDAT.TABR.TIBOLL","NULL"
"0.AMM.INVENT.TABRIF.INVEAC","Apertura/Chiusura Inventario","NULL","NULL","5","N","4","NULL","INVEAC","2001-12-03T14:22:05.000","$$$$$MIGRAZIONE$$$$$","2001-12-03T14:22:05.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.INVENT.TABRIF","NULL"
"0.AMM.INVENT.TABRIF.INVEAC.V","visualizzazione","AMMINVENTTABRINVEACV","CRUDInventarioApChBP","1","Y","5","NULL","V","2001-12-03T14:23:02.000","$$$$$MIGRAZIONE$$$$$","2002-01-08T11:57:55.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.INVENT.TABRIF.INVEAC","NULL"
"0.AMM.INVENT.TABRIF.INVEAC.M","gestione","AMMINVENTTABRINVEACM","CRUDInventarioApChBP","2","Y","5","NULL","M","2001-12-03T14:23:24.000","$$$$$MIGRAZIONE$$$$$","2002-01-08T11:58:05.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.INVENT.TABRIF.INVEAC","NULL"
"0.CFG.ANAGCF.TABR.COMEST.V","visualizzazione","CFGANAGCFTABRCOMESTV","CRUDComuniEsteri","1","Y","5","NULL","V","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.ANAGCF.TABR.COMEST","NULL"
"0.CFG.ANAGCF.TABR.MODPAG.V","visualizzazione","CFGANAGCFTABRMODPAGV","CRUDModalitaPagamento","1","Y","5","NULL","V","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.ANAGCF.TABR.MODPAG","NULL"
"0.CFG.ANAGCF.TABR.TERPAG.V","visualizzazione","CFGANAGCFTABRTERPAGV","CRUDTerminiPagamento","1","Y","5","NULL","V","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.ANAGCF.TABR.TERPAG","NULL"
"0.CFG.ANAGCF.TABR.TIPRAP.V","visualizzazione","CFGANAGCFTABRTIPRAPV","CRUDTipoRapporto","1","Y","5","NULL","V","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.ANAGCF.TABR.TIPRAP","NULL"
"0.CFG.PDCFIN.ASSC.PE0010.V","visualizzazione","CFGPDCFINASSCPE0010V","CRUDConfigAssCapSpesaCdsContoEconomCostoBP","1","Y","5","NULL","V","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCFIN.ASSC.PE0010","NULL"
"0.CFG.PDCFIN.ASSC.PE0020.V","visualizzazione","CFGPDCFINASSCPE0020V","CRUDConfigAssCapEntrataCnrContoEconomRicavoBP","1","Y","5","NULL","V","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCFIN.ASSC.PE0020","NULL"
"0.CFG.PDCFIN.ASSC.PF0010.V","visualizzazione","CFGPDCFINASSCPF0010V","CRUDConfigAssTitoloCnrTitoloCdsBP","1","Y","5","NULL","V","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCFIN.ASSC.PF0010","NULL"
"0.CFG.PDCFIN.ASSC.PF0020.V","visualizzazione","CFGPDCFINASSCPF0020V","CRUDConfigAssCapSpesaCnrNaturaCapEntrataCdsBP","1","Y","5","NULL","V","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCFIN.ASSC.PF0020","NULL"
"0.CFG.STRORG.TABR.TIPCDS.M","gestione","CFGSTRORGTABRTIPCDSM","CRUDConfigTipoUnitaOrgBP","2","Y","5","NULL","M","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.STRORG.TABR.TIPCDS","NULL"
"0.CFG.UTENZE","Gestione utenze","NULL","NULL","50","N","2","NULL","UTENZE","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","3","0.CFG","NULL"
"0.CFG.PDCFIN.ASSC.PE0020.M","gestione","CFGPDCFINASSCPE0020M","CRUDConfigAssCapEntrataCnrContoEconomRicavoBP","2","Y","5","NULL","M","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCFIN.ASSC.PE0020","NULL"
"0.CFG.PDCFIN.ASSC.PF0010","associazione titolo Ente titolo CDS","NULL","NULL","4","N","4","NULL","PF0010","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCFIN.ASSC","NULL"
"0.CFG.PDCFIN.ASSC.PF0010.M","gestione","CFGPDCFINASSCPF0010M","CRUDConfigAssTitoloCnrTitoloCdsBP","2","Y","5","NULL","M","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCFIN.ASSC.PF0010","NULL"
"0.CFG.PDCFIN.ASSC.PF0020","associazione capitolo di spesa Ente + natura con capitolo di Entrata CDS","NULL","NULL","1","N","4","NULL","PF0020","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCFIN.ASSC","NULL"
"0.CFG.PDCFIN.ASSC.PF0020.M","gestione","CFGPDCFINASSCPF0020M","CRUDConfigAssCapSpesaCnrNaturaCapEntrataCdsBP","2","Y","5","NULL","M","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCFIN.ASSC.PF0020","NULL"
"0.CFG.PDCFIN.ASSC.PF0030","associazione capitolo di spesa CDS con tipologia di intervento","NULL","NULL","2","N","4","NULL","PF0030","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCFIN.ASSC","NULL"
"0.CFG.PDCFIN.ASSC.PF0030.M","gestione","CFGPDCFINASSCPF0030M","CRUDConfigAssCapSpesaCdsTipoInterventoBP","2","Y","5","NULL","M","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCFIN.ASSC.PF0030","NULL"
"0.CFG.PDCFIN.ASSC.PF0040","associazione capitolo di entrata Ente con natura","NULL","NULL","6","N","4","NULL","PF0040","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCFIN.ASSC","NULL"
"0.CFG.PDCFIN.ASSC.PF0040.M","gestione","CFGPDCFINASSCPF0040M","CRUDConfigAssCapEntrataCnrNaturaBP","2","Y","5","NULL","M","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCFIN.ASSC.PF0040","NULL"
"0.CFG.ANAGCF.CFV","visualizzazione persona fisica/giuridica","CFGANAGCFCOREANAGCFV","CRUDAnagraficaPersonaBP","2","Y","3","NULL","CFV","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.CFG.ANAGCF","NULL"
"0.CFG.ANAGCF.SO.SOM","gestione","CFGANAGCFCOREANAGSOM","CRUDAnagraficaStrutturaCNRBP","2","Y","4","NULL","SOM","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-08-19T16:39:08.000","$$$$$MIGRAZIONE$$$$$","2","0.CFG.ANAGCF.SO","NULL"
"0.CFG.ANAGCF.CFM","gestione persona fisica/giuridica","CFGANAGCFCOREANAGCFM","CRUDAnagraficaPersonaBP","3","Y","3","NULL","CFM","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.CFG.ANAGCF","NULL"
"0.CFG.UTENZE.UCOMUN","utenza comune","NULL","NULL","3","N","3","NULL","UCOMUN","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.UTENZE","NULL"
"0.CFG.UTENZE.UCOMUN.M","gestione","CFGUTENZECOREUCOMUNM","CRUDConfigUtenteComuneBP","2","Y","4","NULL","M","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.UTENZE.UCOMUN","NULL"
"0.CFG.UTENZE.UCOMUN.V","visualizzazione","CFGUTENZECOREUCOMUNV","CRUDConfigUtenteComuneBP","1","Y","4","NULL","V","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.UTENZE.UCOMUN","NULL"
"0.CFG.UTENZE.UADMIN","utenza Amministratore di utenze","NULL","NULL","1","N","3","NULL","UADMIN","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.UTENZE","NULL"
"0.CFG.UTENZE.UADMIN.M","gestione","CFGUTENZECOREUADMINM","CRUDConfigUtenteAmministratoreBP","2","Y","4","NULL","M","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.UTENZE.UADMIN","NULL"
"0.CFG.ANAGCF.TABR.RAPLEG","rappresentante legale","NULL","NULL","6","N","4","NULL","RAPLEG","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.ANAGCF.TABR","NULL"
"0.PRV.PDGEST.M","gestione","PRVPDGESTCOREPDGCORM","PdGPreventivoBP","3","Y","3","NULL","M","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","4","0.PRV.PDGEST","NULL"
"0.PRV.PDGEST.V","visualizzazione","PRVPDGESTCOREPDGCORV","PdGPreventivoBP","1","Y","3","NULL","V","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","4","0.PRV.PDGEST","NULL"
"0.CFG.ANAGCF.TABR.RAPLEG.M","gestione","CFGANAGCFTABRRAPLEGM","CRUDRappresentanteLegale","2","Y","5","NULL","M","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.ANAGCF.TABR.RAPLEG","NULL"
"0.CFG.ANAGCF.TABR.RAPLEG.V","visualizzazione","CFGANAGCFTABRRAPLEGV","CRUDRappresentanteLegale","1","Y","5","NULL","V","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.ANAGCF.TABR.RAPLEG","NULL"
"0.CFG.ESERCI","Esercizio contabile","NULL","NULL","70","N","2","NULL","ESERCI","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG","NULL"
"0.CFG.PDCFIN.CACDSS","capitolo CDS Spesa parte 1","NULL","NULL","4","N","3","NULL","CACDSS","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCFIN","NULL"
"0.PRV","Preventivi","NULL","NULL","3","N","1","NULL","PRV","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","3","0","NULL"
"0.PRV.PDGEST","Piano di gestione","NULL","NULL","20","N","2","NULL","PDGEST","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.PRV","NULL"
"0.CFG.PDCFIN.CACDSS.M","gestione","CFGPDCFINCORECACDSSM","CRUDConfigPdcCDSSpeseBP","2","Y","4","NULL","M","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCFIN.CACDSS","NULL"
"0.SERV","Funzionalita di servizio","NULL","NULL","1","N","1","errormsg.gif","SERV","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0","NULL"
"0.SERV.9999","Reset bulk infos","XXXRESINFCORERESINFX","ResetBulkInfos","2","Y","2","NULL","9999","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.SERV","NULL"
"0.CFG.PDCFIN.CACNRE","capitolo CNR Entrata","NULL","NULL","1","N","3","NULL","CACNRE","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCFIN","NULL"
"0.CFG.PDCFIN.ASSC.PE0020","associazione capitolo di entrata Ente - conto EP di ricavo","NULL","NULL","5","N","4","NULL","PE0020","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCFIN.ASSC","NULL"
"0.CFG","Configurazione","NULL","NULL","2","N","1","import16.gif","CFG","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0","NULL"
"0.CFG.ANAGCF","Anagrafica clienti/fornitori","NULL","NULL","40","N","2","NULL","ANAGCF","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG","NULL"
"0.CFG.ANAGCF.TABR","tabelle riferimento","NULL","NULL","5","N","3","NULL","TABR","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","3","0.CFG.ANAGCF","NULL"
"0.CFG.ANAGCF.TABR.CLANAG","classificazione anagrafica","NULL","NULL","3","N","4","NULL","CLANAG","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.ANAGCF.TABR","NULL"
"0.CFG.ANAGCF.TABR.CLANAG.M","gestione","CFGANAGCFTABRCLANAGM","CRUDClassificazioneAnag","2","Y","5","NULL","M","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.ANAGCF.TABR.CLANAG","NULL"
"0.CFG.ANAGCF.TABR.COMEST","comune estero","NULL","NULL","5","N","4","NULL","COMEST","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.ANAGCF.TABR","NULL"
"0.CFG.ANAGCF.TABR.COMEST.M","gestione","CFGANAGCFTABRCOMESTM","CRUDComuniEsteri","2","Y","5","NULL","M","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T08:28:08.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.ANAGCF.TABR.COMEST","NULL"
