"esercizio","cd_unita_funzionale","cd_chiave_primaria","cd_chiave_secondaria","val01","val02","val03","val04","im01","im02","dt01","dt02","dacr","utcr","duva","utuv","pg_ver_rec"
"0","*","INCARICHI_MODIFICA_ALLEGATI","INCARICHI_MOD_CURRICULUM","N","null","null","null","null","null","null","null","2018-09-26","CED","2018-09-26","CED","1"
