"cd_cds","cd_nota_precodificata","nota","nota2","dt_cancellazione","dacr","utcr","duva","utuv","pg_ver_rec"
"000","PT","PERMUTA","NULL","NULL","2017-04-20T17:12:50.000","MIGRAZIONE","2007-10-26T13:12:19.000","MATRASCIA","1"
