"cd_dipartimento","ds_dipartimento","dt_istituzione","ds_del_ist","cd_terzo","id_dipartimento","dt_soppressione","ds_del_soppr","dacr","utcr","duva","utuv","pg_ver_rec"
"ISS","Istituto Superiore di Sanitא","2017-03-28T00:00:00.000","NULL","NULL","3","NULL","NULL","2017-03-28T00:00:00.000","$$$$RIBALTAMENTO$$$$","2017-03-28T00:00:00.000","$$$$RIBALTAMENTO$$$$","1"
