"esercizio","pg_repertorio","pg_storico_","ds_storico_","cd_cds","cd_unita_organizzativa","stato","esercizio_procedura","pg_procedura","cd_terzo","dt_registrazione","dt_cancellazione","dt_stipula","dt_inizio_validita","dt_fine_validita","dt_proroga","dt_proroga_pagam","ti_istituz_commerc","cd_tipo_rapporto","cd_trattamento","fl_pubblica_contratto","importo_lordo","importo_complessivo","utcr","dacr","utuv","duva","pg_ver_rec"
"2017","1","11","STOREP","000","000.009","PD","2017","1","17893","NULL","NULL","2017-12-15T00:00:00.000","2017-12-15T00:00:00.000","2017-12-20T00:00:00.000","NULL","NULL","I","COLL","NULL","Y","120.00","156.00","RPAGANO","2017-12-15T12:01:10.000","RPAGANO","2017-12-15T12:27:46.000","10"
