"cd_ti_pasto","ti_area_geografica","pg_nazione","pg_rif_inquadramento","dt_inizio_validita","cd_divisa","limite_max_pasto","dt_fine_validita","dt_cancellazione","duva","utcr","dacr","utuv","pg_ver_rec","cd_area_estera"
"GIORNALIERO","I","1","74","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2010-09-23T12:31:17.000","FG","2010-09-23T12:31:17.000","FG","1","*"
"PASTO_SINGOLO","I","1","74","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2010-09-23T12:31:17.000","FG","2010-09-23T12:31:17.000","FG","1","*"
"AUTOCERTIFICATO","E","0","74","2010-05-31T00:00:00.000","EURO","9999999.00","2010-06-12T00:00:00.000","NULL","2010-09-23T12:31:17.000","FG","2010-09-23T12:31:17.000","FG","1","*"
"GIORNALIERO","E","0","74","2010-05-31T00:00:00.000","EURO","61.10","2010-05-30T00:00:00.000","NULL","2011-09-23T15:04:39.000","FG","2010-09-23T12:31:17.000","CED","2","*"
"PASTO_SINGOLO","E","0","74","2010-05-31T00:00:00.000","EURO","30.55","2010-05-30T00:00:00.000","NULL","2011-09-23T15:04:39.000","FG","2010-09-23T12:31:18.000","CED","2","*"
"GIORNALIERO","I","1","81","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2010-09-23T12:33:20.000","FG","2010-09-23T12:33:20.000","FG","1","*"
"PASTO_SINGOLO","I","1","81","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2010-09-23T12:33:20.000","FG","2010-09-23T12:33:20.000","FG","1","*"
"AUTOCERTIFICATO","E","0","81","2010-05-31T00:00:00.000","EURO","9999999.00","2010-06-12T00:00:00.000","NULL","2010-09-23T12:33:20.000","FG","2010-09-23T12:33:20.000","FG","1","*"
"GIORNALIERO","E","0","81","2010-05-31T00:00:00.000","EURO","61.10","2010-05-30T00:00:00.000","NULL","2011-09-23T15:04:39.000","FG","2010-09-23T12:33:20.000","CED","2","*"
"PASTO_SINGOLO","E","0","81","2010-05-31T00:00:00.000","EURO","30.55","2010-05-30T00:00:00.000","NULL","2011-09-23T15:04:39.000","FG","2010-09-23T12:33:20.000","CED","2","*"
"GIORNALIERO","I","1","86","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2010-09-23T12:33:41.000","FG","2010-09-23T12:33:41.000","FG","1","*"
"GIORNALIERO","I","1","69","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2006-02-20T13:13:19.000","PG","2006-02-20T13:13:24.000","PG","1","*"
"PASTO_SINGOLO","I","1","69","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2006-02-20T13:14:00.000","PG","2006-02-20T13:14:04.000","PG","1","*"
"GIORNALIERO","I","1","70","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2006-10-04T16:22:57.000","FG","2006-10-04T16:22:57.000","FG","1","*"
"PASTO_SINGOLO","I","1","70","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2006-10-04T16:22:57.000","FG","2006-10-04T16:22:57.000","FG","1","*"
"GIORNALIERO","I","1","82","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2007-06-05T16:00:09.000","FG","2007-06-05T16:00:09.000","FG","1","*"
"PASTO_SINGOLO","I","1","82","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2007-06-05T16:00:09.000","FG","2007-06-05T16:00:09.000","FG","1","*"
"GIORNALIERO","I","1","83","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2007-06-05T16:04:35.000","FG","2007-06-05T16:04:35.000","FG","1","*"
"PASTO_SINGOLO","I","1","83","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2007-06-05T16:04:35.000","FG","2007-06-05T16:04:35.000","FG","1","*"
"PASTO_SINGOLO","I","1","86","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2010-09-23T12:33:41.000","FG","2010-09-23T12:33:41.000","FG","1","*"
"AUTOCERTIFICATO","E","0","86","2010-05-31T00:00:00.000","EURO","9999999.00","2010-06-12T00:00:00.000","NULL","2010-09-23T12:33:41.000","FG","2010-09-23T12:33:41.000","FG","1","*"
"GIORNALIERO","E","0","86","2010-05-31T00:00:00.000","EURO","61.10","2010-05-30T00:00:00.000","NULL","2011-09-23T15:04:39.000","FG","2010-09-23T12:33:41.000","CED","2","*"
"PASTO_SINGOLO","E","0","86","2010-05-31T00:00:00.000","EURO","30.55","2010-05-30T00:00:00.000","NULL","2011-09-23T15:04:39.000","FG","2010-09-23T12:33:42.000","CED","2","*"
"GIORNALIERO","I","1","87","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2010-09-23T12:35:51.000","FG","2010-09-23T12:35:51.000","FG","1","*"
"PASTO_SINGOLO","I","1","87","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2010-09-23T12:35:51.000","FG","2010-09-23T12:35:51.000","FG","1","*"
"AUTOCERTIFICATO","E","0","87","2010-05-31T00:00:00.000","EURO","9999999.00","2010-06-12T00:00:00.000","NULL","2010-09-23T12:35:51.000","FG","2010-09-23T12:35:51.000","FG","1","*"
"GIORNALIERO","E","0","87","2010-05-31T00:00:00.000","EURO","61.10","2010-05-30T00:00:00.000","NULL","2011-09-23T15:04:39.000","FG","2010-09-23T12:35:52.000","CED","2","*"
"PASTO_SINGOLO","E","0","87","2010-05-31T00:00:00.000","EURO","30.55","2010-05-30T00:00:00.000","NULL","2011-09-23T15:04:39.000","FG","2010-09-23T12:35:52.000","CED","2","*"
"GIORNALIERO","I","1","88","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2010-09-23T12:36:22.000","FG","2010-09-23T12:36:22.000","FG","1","*"
"PASTO_SINGOLO","I","1","88","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2010-09-23T12:36:22.000","FG","2010-09-23T12:36:22.000","FG","1","*"
"AUTOCERTIFICATO","E","0","88","2010-05-31T00:00:00.000","EURO","9999999.00","2010-06-12T00:00:00.000","NULL","2010-09-23T12:36:22.000","FG","2010-09-23T12:36:22.000","FG","1","*"
"GIORNALIERO","E","0","88","2010-05-31T00:00:00.000","EURO","61.10","2010-05-30T00:00:00.000","NULL","2011-09-23T15:04:39.000","FG","2010-09-23T12:36:22.000","CED","2","*"
"PASTO_SINGOLO","E","0","88","2010-05-31T00:00:00.000","EURO","30.55","2010-05-30T00:00:00.000","NULL","2011-09-23T15:04:39.000","FG","2010-09-23T12:36:22.000","CED","2","*"
"GIORNALIERO","I","1","89","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2010-09-23T12:38:24.000","FG","2010-09-23T12:38:24.000","FG","1","*"
"PASTO_SINGOLO","I","1","89","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2010-09-23T12:38:24.000","FG","2010-09-23T12:38:24.000","FG","1","*"
"AUTOCERTIFICATO","E","0","89","2010-05-31T00:00:00.000","EURO","9999999.00","2010-06-12T00:00:00.000","NULL","2010-09-23T12:38:24.000","FG","2010-09-23T12:38:24.000","FG","1","*"
"GIORNALIERO","E","0","89","2010-05-31T00:00:00.000","EURO","61.10","2010-05-30T00:00:00.000","NULL","2011-09-23T15:04:39.000","FG","2010-09-23T12:38:25.000","CED","2","*"
"PASTO_SINGOLO","E","0","89","2010-05-31T00:00:00.000","EURO","30.55","2010-05-30T00:00:00.000","NULL","2011-09-23T15:04:39.000","FG","2010-09-23T12:38:25.000","CED","2","*"
"GIORNALIERO","I","1","90","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2010-09-23T12:55:54.000","FG","2010-09-23T12:55:54.000","FG","1","*"
"PASTO_SINGOLO","I","1","90","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2010-09-23T12:55:54.000","FG","2010-09-23T12:55:54.000","FG","1","*"
"AUTOCERTIFICATO","E","0","90","2010-05-31T00:00:00.000","EURO","9999999.00","2010-06-12T00:00:00.000","NULL","2010-09-23T12:55:54.000","FG","2010-09-23T12:55:54.000","FG","1","*"
"GIORNALIERO","E","0","90","2010-05-31T00:00:00.000","EURO","61.10","2010-05-30T00:00:00.000","NULL","2011-09-23T15:04:39.000","FG","2010-09-23T12:55:54.000","CED","2","*"
"PASTO_SINGOLO","E","0","90","2010-05-31T00:00:00.000","EURO","30.55","2010-05-30T00:00:00.000","NULL","2011-09-23T15:04:39.000","FG","2010-09-23T12:55:54.000","CED","2","*"
"GIORNALIERO","I","1","91","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2010-09-23T12:56:11.000","FG","2010-09-23T12:56:11.000","FG","1","*"
"PASTO_SINGOLO","I","1","91","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2010-09-23T12:56:11.000","FG","2010-09-23T12:56:11.000","FG","1","*"
"AUTOCERTIFICATO","E","0","91","2010-05-31T00:00:00.000","EURO","9999999.00","2010-06-12T00:00:00.000","NULL","2010-09-23T12:56:11.000","FG","2010-09-23T12:56:11.000","FG","1","*"
"GIORNALIERO","E","0","91","2010-05-31T00:00:00.000","EURO","61.10","2010-05-30T00:00:00.000","NULL","2011-09-23T15:04:39.000","FG","2010-09-23T12:56:11.000","CED","2","*"
"PASTO_SINGOLO","E","0","91","2010-05-31T00:00:00.000","EURO","30.55","2010-05-30T00:00:00.000","NULL","2011-09-23T15:04:39.000","FG","2010-09-23T12:56:11.000","CED","2","*"
"GIORNALIERO","I","1","71","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2010-09-23T13:08:13.000","FG","2010-09-23T13:08:13.000","FG","1","*"
"PASTO_SINGOLO","I","1","71","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2010-09-23T13:08:14.000","FG","2010-09-23T13:08:14.000","FG","1","*"
"AUTOCERTIFICATO","E","0","71","2010-05-31T00:00:00.000","EURO","9999999.00","2010-06-12T00:00:00.000","NULL","2010-09-23T13:08:14.000","FG","2010-09-23T13:08:14.000","FG","1","*"
"GIORNALIERO","E","0","71","2010-05-31T00:00:00.000","EURO","61.10","2010-05-30T00:00:00.000","NULL","2011-09-23T15:04:39.000","FG","2010-09-23T13:08:14.000","CED","2","*"
"PASTO_SINGOLO","E","0","71","2010-05-31T00:00:00.000","EURO","30.55","2010-05-30T00:00:00.000","NULL","2011-09-23T15:04:39.000","FG","2010-09-23T13:08:14.000","CED","2","*"
"GIORNALIERO","I","1","94","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2010-10-25T13:38:37.000","CED_RP","2010-10-25T13:38:37.000","CED_RP","1","*"
"PASTO_SINGOLO","I","1","94","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2010-10-25T13:38:37.000","CED_RP","2010-10-25T13:38:37.000","CED_RP","1","*"
"AUTOCERTIFICATO","E","0","94","2010-05-31T00:00:00.000","EURO","9999999.00","2010-06-12T00:00:00.000","NULL","2010-10-25T13:38:37.000","CED_RP","2010-10-25T13:38:37.000","CED_RP","1","*"
"GIORNALIERO","I","1","62","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2005-09-14T15:07:47.000","CED","2005-09-14T15:07:35.000","CED","1","*"
"PASTO_GIORNALIERO","E","0","71","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","71","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","71","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","71","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","71","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","71","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","79","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","79","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","79","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","79","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","79","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","79","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","79","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","85","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","85","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","85","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","85","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","85","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","85","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","85","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","88","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","88","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","88","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","88","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","88","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","88","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","88","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","89","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","89","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","89","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","89","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","89","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","89","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","89","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","99","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","99","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","99","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","99","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","99","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","99","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","99","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","80","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","80","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","80","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","80","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","80","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","80","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","80","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","97","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","97","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","97","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","97","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","97","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","97","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","97","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","66","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","66","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","66","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","66","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","66","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","66","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","66","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","67","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","67","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","67","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","67","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","67","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","67","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","67","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","0","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","0","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","0","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","0","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","0","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","0","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","0","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","1","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
