"cd_ti_pasto","ti_area_geografica","pg_nazione","pg_rif_inquadramento","dt_inizio_validita","cd_divisa","limite_max_pasto","dt_fine_validita","dt_cancellazione","duva","utcr","dacr","utuv","pg_ver_rec","cd_area_estera"
"PASTO_GIORNALIERO","E","0","5","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","5","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","5","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","5","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","5","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","5","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","6","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","6","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","6","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","6","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","6","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","6","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","6","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","29","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","29","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","29","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","29","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","29","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","29","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","29","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","30","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","30","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","30","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","30","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","30","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","30","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","30","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","31","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","31","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","31","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","31","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","31","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","31","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","31","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","32","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","32","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","32","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","32","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","32","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","32","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","32","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","33","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","33","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","33","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","33","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","33","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","33","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","33","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","34","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","34","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","34","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","34","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","34","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","34","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","34","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","35","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","35","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","35","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","35","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","35","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","35","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","35","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","36","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","36","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","36","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","36","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","36","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","36","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","36","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","37","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","37","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","37","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","37","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","37","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","37","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","37","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","38","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","38","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","38","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","38","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","38","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","38","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","38","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","39","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","39","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","39","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","39","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","39","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","39","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","39","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","40","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","40","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","40","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","40","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","40","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","40","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","40","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","41","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","41","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","41","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","41","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","41","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","41","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","41","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","42","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","42","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"PASTO_GIORNALIERO","E","0","42","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","C"
"PASTO_GIORNALIERO","E","0","42","2010-05-31T00:00:00.000","EURO","70.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","D"
"PASTO_GIORNALIERO","E","0","42","2010-05-31T00:00:00.000","EURO","80.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","E"
"PASTO_GIORNALIERO","E","0","42","2010-05-31T00:00:00.000","EURO","85.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","F"
"PASTO_GIORNALIERO","E","0","42","2010-05-31T00:00:00.000","EURO","95.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","G"
"PASTO_GIORNALIERO","E","0","27","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","A"
"PASTO_GIORNALIERO","E","0","27","2010-05-31T00:00:00.000","EURO","60.00","2100-12-31T00:00:00.000","NULL","2011-09-23T15:04:39.000","CED","2011-09-23T15:04:39.000","CED","1","B"
"GIORNALIERO","I","1","1","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1","*"
"PASTO_SINGOLO","I","1","1","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1","*"
"GIORNALIERO","I","1","2","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1","*"
"PASTO_SINGOLO","I","1","2","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1","*"
"GIORNALIERO","I","1","3","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1","*"
"PASTO_SINGOLO","I","1","3","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1","*"
"GIORNALIERO","I","1","4","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1","*"
"PASTO_SINGOLO","I","1","4","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1","*"
"GIORNALIERO","I","1","5","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1","*"
"PASTO_SINGOLO","I","1","5","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1","*"
"GIORNALIERO","I","1","6","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1","*"
"PASTO_SINGOLO","I","1","6","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1","*"
"GIORNALIERO","I","1","7","2002-01-01T00:00:00.000","EURO","44.26","2050-12-31T00:00:00.000","NULL","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1","*"
"GIORNALIERO_SEGUITO","I","1","7","2002-01-01T00:00:00.000","EURO","61.10","2050-12-31T00:00:00.000","NULL","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1","*"
"PASTO_AL_SEGUITO","I","1","7","2002-01-01T00:00:00.000","EURO","30.55","2050-12-31T00:00:00.000","NULL","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1","*"
"PASTO_SINGOLO","I","1","7","2002-01-01T00:00:00.000","EURO","22.26","2050-12-31T00:00:00.000","NULL","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1","*"
"GIORNALIERO","I","1","8","2002-01-01T00:00:00.000","EURO","44.26","2050-12-31T00:00:00.000","NULL","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1","*"
