"esercizio","cd_unita_funzionale","cd_chiave_primaria","cd_chiave_secondaria","val01","val02","val03","val04","im01","im02","dt01","dt02","dacr","utcr","duva","utuv","pg_ver_rec"
"0","*","CDR_SPECIALE","CDR_RAGIONERIA","null","null","null","null","null","null",null,null,"2019-07-18","CED","2019-07-18","CED","1"
