"esercizio","cd_unita_funzionale","cd_chiave_primaria","cd_chiave_secondaria","val01","val02","val03","val04","im01","im02","dt01","dt02","dacr","utcr","duva","utuv","pg_ver_rec"
"0","*","PROGETTI","PIANO_ECONOMICO","null","null","null","null","2019","null","null","null","2018-10-16","CED","2018-10-16","CED","1"
