"esercizio","stato","pg_contratto","esercizio_padre","stato_padre","pg_contratto_padre","cd_unita_organizzativa","dt_registrazione","fig_giur_int","cd_terzo_resp","cd_terzo_firmatario","fig_giur_est","resp_esterno","natura_contabile","cd_tipo_contratto","cd_proc_amm","oggetto","cd_protocollo","dt_stipula","dt_inizio_validita","dt_fine_validita","dt_proroga","im_contratto_attivo","im_contratto_passivo","cd_tipo_atto","ds_atto_non_definito","ds_atto","cd_organo","ds_organo_non_definito","dt_annullamento","ds_annullamento","cd_tipo_atto_ann","ds_atto_ann_non_definito","ds_atto_ann","cd_organo_ann","ds_organo_ann_non_definito","esercizio_protocollo","cd_protocollo_generale","fl_art82","dacr","utcr","duva","utuv","pg_ver_rec","cd_tipo_norma_perla","direttore","fl_mepa","fl_pubblica_contratto","cd_cig","cd_cup","cd_cig_fattura_attiva","im_contratto_passivo_netto"
"2017","D","1","NULL","NULL","NULL","000.009","2018-01-04T15:44:51.000","11","1317","582","25","NULL","P","RICS","LOC","PROVA","NULL","2017-01-01T00:00:00.000","2017-01-01T00:00:00.000","2017-01-31T00:00:00.000","NULL","NULL","100000.00","DEC","NULL","PROVA","DIST","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","N","2018-01-04T16:02:20.000","RPAGANO","2018-01-04T16:02:20.000","RPAGANO","1","92D","572","Y","N","1221312321","NULL","NULL","NULL"
