"esercizio","pg_procedura","esercizio_limite","pg_storico_","ds_storico_","importo_iniziale","importo_complessivo","utcr","dacr","utuv","duva","pg_ver_rec"
"2017","1","2017","2","STOPRCANNO","156.00","156.00","RPAGANO","2017-12-15T11:35:58.000","RPAGANO","2017-12-15T11:35:58.000","1"
