"cd_cds","cd_luogo_consegna","ds_luogo_consegna","indirizzo","cap","pg_comune","pg_nazione","dt_cancellazione","dacr","utcr","duva","utuv","pg_ver_rec"
"000","01","default","Viale Regina Elena","00100","5562","1","NULL","2017-04-26T14:30:09.000","MIGRAZIONE","2001-10-11T15:39:41.000","SYSTEM","1"
