"pg_tipologia","esercizio_siope","ti_gestione_siope","cd_siope","utcr","dacr","utuv","duva","pg_ver_rec"
"13","2008","E","1246","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"13","2008","E","2149","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"13","2008","E","2246","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"13","2008","S","2211","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"13","2008","S","5409","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"13","2008","S","5611","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"14","2008","E","1247","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"14","2008","E","2151","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"14","2008","E","2247","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"14","2008","S","2212","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"14","2008","S","5410","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"14","2008","S","5612","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"15","2008","E","1248","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"15","2008","E","2150","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"15","2008","E","2248","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"15","2008","S","2213","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"15","2008","S","5411","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"15","2008","S","5613","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"16","2008","E","1249","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"16","2008","E","2152","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"16","2008","E","2249","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"16","2008","S","2214","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"16","2008","S","5412","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"16","2008","S","5614","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"17","2008","E","1249","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"17","2008","E","2152","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"17","2008","E","2249","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"17","2008","S","2214","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"17","2008","S","5412","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"17","2008","S","5614","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"18","2008","E","1250","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"18","2008","E","2250","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"18","2008","S","2215","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"18","2008","S","5615","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"19","2008","E","1251","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"19","2008","E","2251","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"19","2008","S","2216","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"19","2008","S","5616","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"24","2008","E","1289","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"24","2008","E","2189","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"24","2011","S","2289","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"24","2011","S","5489","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"26","2011","E","1291","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"26","2011","E","2291","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"26","2011","S","2291","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"26","2011","S","5691","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"20","2011","E","1252","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"20","2011","E","2252","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"20","2011","S","2217","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"20","2011","S","5617","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"21","2011","E","1253","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"21","2011","E","2253","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"21","2011","S","2218","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"21","2011","S","5618","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"22","2011","E","1253","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"22","2011","E","2253","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"22","2011","S","2218","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"22","2011","S","5618","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"23","2011","E","1254","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"23","2011","E","2254","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"23","2011","S","2219","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"23","2011","S","5619","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"27","2011","E","1292","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"27","2011","E","2292","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"27","2011","S","2292","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"27","2011","S","5692","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"28","2011","E","1292","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"28","2011","E","2292","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"28","2011","S","2292","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"28","2011","S","5692","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","$$$$RIBALTAMENTO$$$$","2010-10-15T11:38:06.000","1"
"3","2012","S","5602","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"7","2012","E","1233","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"7","2012","E","2143","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"7","2012","E","2233","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"7","2012","S","2206","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"7","2012","S","5403","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"4","2012","S","2203","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"4","2012","S","5603","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"5","2012","E","1231","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"5","2012","E","2144","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"5","2012","E","2231","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"6","2012","E","1232","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"6","2012","E","2142","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"6","2012","E","2232","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"24","2008","S","2289","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"24","2008","S","5489","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"26","2008","E","1291","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"26","2008","E","2291","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"26","2008","S","2291","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"26","2008","S","5691","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","$$$$RIBALTAMENTO$$$$","2007-10-10T15:31:00.000","1"
"8","2007","S","5406","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"8","2007","S","5607","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"9","2007","E","1243","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"9","2007","E","2145","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"9","2007","E","2243","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"9","2007","S","2208","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"9","2007","S","5405","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"9","2007","S","5608","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"10","2007","E","1244","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"10","2007","E","2147","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"10","2007","E","2244","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"10","2007","S","2209","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"10","2007","S","5407","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"10","2007","S","5609","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"11","2007","E","1245","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"11","2007","E","2148","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"11","2007","E","2245","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"11","2007","S","2210","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"11","2007","S","5408","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"11","2007","S","5610","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"12","2007","E","1246","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"12","2007","E","2149","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"12","2007","E","2246","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"12","2007","S","2211","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"12","2007","S","5409","SI_SF","2007-05-16T00:00:00.000","SI_SF","2007-05-16T00:00:00.000","1"
"17","2009","S","5412","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"17","2009","S","5614","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"18","2009","E","1250","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"18","2009","E","2250","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"18","2009","S","2215","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"18","2009","S","5615","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"19","2009","E","1251","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"19","2009","E","2251","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"19","2009","S","2216","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"19","2009","S","5616","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"24","2009","E","1289","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"24","2009","E","2189","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"24","2009","S","2289","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"24","2009","S","5489","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"26","2009","E","1291","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"26","2009","E","2291","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"26","2009","S","2291","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"26","2009","S","5691","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"20","2009","E","1252","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"20","2009","E","2252","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"20","2009","S","2217","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"20","2009","S","5617","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"21","2009","E","1253","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"21","2009","E","2253","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"21","2009","S","2218","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"21","2009","S","5618","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"22","2009","E","1253","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"22","2009","E","2253","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"22","2009","S","2218","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"22","2009","S","5618","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"23","2009","E","1254","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"23","2009","E","2254","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"23","2009","S","2219","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"23","2009","S","5619","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"27","2009","E","1292","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"27","2009","E","2292","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"27","2009","S","2292","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"27","2009","S","5692","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"28","2009","E","1292","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"28","2009","E","2292","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"28","2009","S","2292","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"28","2009","S","5692","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","$$$$RIBALTAMENTO$$$$","2008-10-29T13:47:04.000","1"
"2","2012","S","5602","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"3","2012","E","1241","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"3","2012","E","2241","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"3","2012","S","2202","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"10","2012","E","2244","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"10","2012","S","2209","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"10","2012","S","5407","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"10","2012","S","5609","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"11","2012","E","1245","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"11","2012","E","2148","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"11","2012","E","2245","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"11","2012","S","2210","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"11","2012","S","5408","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"11","2012","S","5610","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"12","2012","E","1246","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"12","2012","E","2149","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"12","2012","E","2246","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"12","2012","S","2211","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"12","2012","S","5409","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
"12","2012","S","5611","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","$$$$RIBALTAMENTO$$$$","2011-09-27T12:45:13.000","1"
