"livello","numero","numero_dett","nome","descrizione","sequenza_esecuzione","data_esecuzione","dacr","utuv","duva","utcr","pg_ver_rec"
"8","2","10","it.cnr.contabres.db.patch.base008.patch002.D010_V005XX_viste_procedure2 null","V005XX_viste_procedure2","10","2003-12-19T15:38:01.000","2003-12-19T15:38:01.000","PATCHMAN","2003-12-19T15:38:01.000","PATCHMAN","1"
"8","3","5","it.cnr.contabres.db.patch.base008.patch003.D005_U000XX_CONFIGURAZIONE_CNR 1.0","U000XX_CONFIGURAZIONE_CNR","5","2004-01-08T14:25:14.000","2004-01-08T14:25:14.000","PATCHMAN","2004-01-08T14:25:14.000","PATCHMAN","1"
"8","3","10","it.cnr.contabres.db.patch.base008.patch003.D010_V000XX_viste_procedure null","V000XX_viste_procedure","10","2004-01-08T14:25:27.000","2004-01-08T14:25:27.000","PATCHMAN","2004-01-08T14:25:27.000","PATCHMAN","1"
"8","4","5","it.cnr.contabres.db.patch.base008.patch004.D005_P000MB_ass_cdp_round 1.0","P000MB_ass_cdp_round","5","2004-01-13T13:12:45.000","2004-01-13T13:12:45.000","PATCHMAN","2004-01-13T13:12:45.000","PATCHMAN","1"
"8","4","10","it.cnr.contabres.db.patch.base008.patch004.D010_V000XX_viste_procedure null","V000XX_viste_procedure","10","2004-01-13T13:13:23.000","2004-01-13T13:13:23.000","PATCHMAN","2004-01-13T13:13:23.000","PATCHMAN","1"
"11","1","25","it.cnr.contabres.db.patch.base011.patch001.D025_P020PZ_ins_BATCH_LOG_TIPO_TRASF_BENI 1.1","P020PZ_ins_BATCH_LOG_TIPO_TRASF_BENI","25","2004-11-17T16:25:38.000","2004-11-17T16:25:38.000","PATCHMAN","2004-11-17T16:25:38.000","PATCHMAN","1"
"11","1","30","it.cnr.contabres.db.patch.base011.patch001.D030_P025PZ_ins_SEMAFORO_TIPO_MIGRA_BENI 1.1","P025PZ_ins_SEMAFORO_TIPO_MIGRA_BENI","30","2004-11-17T16:25:38.000","2004-11-17T16:25:38.000","PATCHMAN","2004-11-17T16:25:38.000","PATCHMAN","1"
"11","1","35","it.cnr.contabres.db.patch.base011.patch001.D035_P030PZ_alter_tab_UBICAZIONE_BENE 1.1","P030PZ_alter_tab_UBICAZIONE_BENE","35","2004-11-17T16:25:49.000","2004-11-17T16:25:49.000","PATCHMAN","2004-11-17T16:25:49.000","PATCHMAN","1"
"11","1","40","it.cnr.contabres.db.patch.base011.patch001.D040_P035PZ_crea_tab_CNR_TIT_UBICAZIONE_UO 1.1","P035PZ_crea_tab_CNR_TIT_UBICAZIONE_UO","40","2004-11-17T16:25:50.000","2004-11-17T16:25:50.000","PATCHMAN","2004-11-17T16:25:50.000","PATCHMAN","1"
"11","1","45","it.cnr.contabres.db.patch.base011.patch001.D045_P040PZ_crea_tab_CNR_INVENTARIO_BENI_MIG_ORI 1.1","P040PZ_crea_tab_CNR_INVENTARIO_BENI_MIG_ORI","45","2004-11-17T16:25:53.000","2004-11-17T16:25:53.000","PATCHMAN","2004-11-17T16:25:53.000","PATCHMAN","1"
"11","1","50","it.cnr.contabres.db.patch.base011.patch001.D050_P045PZ_crea_tab_CNR_INVENTARIO_BENI_MIG 1.1","P045PZ_crea_tab_CNR_INVENTARIO_BENI_MIG","50","2004-11-17T16:25:58.000","2004-11-17T16:25:58.000","PATCHMAN","2004-11-17T16:25:58.000","PATCHMAN","1"
"11","1","55","it.cnr.contabres.db.patch.base011.patch001.D055_P050PZ_ins_CONFIG_CNR_LA_SPECIALE 1.1","P050PZ_ins_CONFIG_CNR_LA_SPECIALE","55","2004-11-17T16:25:59.000","2004-11-17T16:25:59.000","PATCHMAN","2004-11-17T16:25:59.000","PATCHMAN","1"
"11","1","60","it.cnr.contabres.db.patch.base011.patch001.D060_V000XX_viste_procedure null","V000XX_viste_procedure","60","2004-11-17T16:27:08.000","2004-11-17T16:27:08.000","PATCHMAN","2004-11-17T16:27:08.000","PATCHMAN","1"
"11","1","65","it.cnr.contabres.db.patch.base011.patch001.D065_V005XX_viste_procedure2 null","V005XX_viste_procedure2","65","2004-11-17T16:27:17.000","2004-11-17T16:27:17.000","PATCHMAN","2004-11-17T16:27:17.000","PATCHMAN","1"
"11","2","5","it.cnr.contabres.db.patch.base011.patch002.D005_P010PZ_alter_ASS_TRASFERIMENTO_BENI_INV 1.1","P010PZ_alter_ASS_TRASFERIMENTO_BENI_INV","5","2004-11-17T16:54:33.000","2004-11-17T16:54:33.000","PATCHMAN","2004-11-17T16:54:33.000","PATCHMAN","1"
"11","2","10","it.cnr.contabres.db.patch.base011.patch002.D010_P015PZ_alter_index_INVENTARIO_BENI 1.0","P015PZ_alter_index_INVENTARIO_BENI","10","2004-11-17T16:54:34.000","2004-11-17T16:54:34.000","PATCHMAN","2004-11-17T16:54:34.000","PATCHMAN","1"
"11","2","15","it.cnr.contabres.db.patch.base011.patch002.D015_U000PZ_ALBERO_MAIN 1.0","U000PZ_ALBERO_MAIN","15","2004-11-17T16:54:35.000","2004-11-17T16:54:35.000","PATCHMAN","2004-11-17T16:54:35.000","PATCHMAN","1"
"11","2","20","it.cnr.contabres.db.patch.base011.patch002.D020_U005PZ_CONFIGURAZIONE_CNR 1.0","U005PZ_CONFIGURAZIONE_CNR","20","2004-11-17T16:54:35.000","2004-11-17T16:54:35.000","PATCHMAN","2004-11-17T16:54:35.000","PATCHMAN","1"
"11","2","25","it.cnr.contabres.db.patch.base011.patch002.D025_U010PZ_CAUSALI_COGE 1.0","U010PZ_CAUSALI_COGE","25","2004-11-17T16:54:35.000","2004-11-17T16:54:35.000","PATCHMAN","2004-11-17T16:54:35.000","PATCHMAN","1"
"11","2","30","it.cnr.contabres.db.patch.base011.patch002.D030_V000XX_viste_procedure null","V000XX_viste_procedure","30","2004-11-17T16:55:35.000","2004-11-17T16:55:35.000","PATCHMAN","2004-11-17T16:55:35.000","PATCHMAN","1"
"11","2","35","it.cnr.contabres.db.patch.base011.patch002.D035_V005XX_viste_procedure2 null","V005XX_viste_procedure2","35","2004-11-17T16:55:44.000","2004-11-17T16:55:44.000","PATCHMAN","2004-11-17T16:55:44.000","PATCHMAN","1"
"11","3","5","it.cnr.contabres.db.patch.base011.patch003.D005_V000XX_viste_procedure null","V000XX_viste_procedure","5","2004-12-02T12:17:17.000","2004-12-02T12:17:17.000","PATCHMAN","2004-12-02T12:17:17.000","PATCHMAN","1"
"5","1","10","it.cnr.contabres.db.patch.base005.patch001.D010_P005LF_new_tmp_report_generico 1.1","P005LF_new_tmp_report_generico","10","2003-04-10T18:22:00.000","2003-04-10T18:22:00.000","PATCHMAN","2003-04-10T18:22:00.000","PATCHMAN","1"
"5","1","15","it.cnr.contabres.db.patch.base005.patch001.D015_P010PZ_alter_tabelle_area_compensi 1.1","P010PZ_alter_tabelle_area_compensi","15","2003-04-10T18:22:13.000","2003-04-10T18:22:13.000","PATCHMAN","2003-04-10T18:22:13.000","PATCHMAN","1"
"5","1","20","it.cnr.contabres.db.patch.base005.patch001.D020_P015SC_alter_table_mandato_riga 1.1","P015SC_alter_table_mandato_riga","20","2003-04-10T18:22:13.000","2003-04-10T18:22:13.000","PATCHMAN","2003-04-10T18:22:13.000","PATCHMAN","1"
"5","1","25","it.cnr.contabres.db.patch.base005.patch001.D025_P020SC_alter_table_sospesi 1.1","P020SC_alter_table_sospesi","25","2003-04-10T18:22:16.000","2003-04-10T18:22:16.000","PATCHMAN","2003-04-10T18:22:16.000","PATCHMAN","1"
"5","1","30","it.cnr.contabres.db.patch.base005.patch001.D030_P025MB_translock 1.1","P025MB_translock","30","2003-04-10T18:22:16.000","2003-04-10T18:22:16.000","PATCHMAN","2003-04-10T18:22:16.000","PATCHMAN","1"
"5","1","35","it.cnr.contabres.db.patch.base005.patch001.D035_P030MB_intestazione_banca 1.1","P030MB_intestazione_banca","35","2003-04-10T18:22:16.000","2003-04-10T18:22:16.000","PATCHMAN","2003-04-10T18:22:16.000","PATCHMAN","1"
"5","1","40","it.cnr.contabres.db.patch.base005.patch001.D040_P035SC_create_table_sospeso_tmp 1.0","P035SC_create_table_sospeso_tmp","40","2003-04-10T18:22:16.000","2003-04-10T18:22:16.000","PATCHMAN","2003-04-10T18:22:16.000","PATCHMAN","1"
"5","1","45","it.cnr.contabres.db.patch.base005.patch001.D045_U000MB_ALBERO_MAIN 1.2","U000MB_ALBERO_MAIN","45","2003-04-10T18:22:16.000","2003-04-10T18:22:16.000","PATCHMAN","2003-04-10T18:22:16.000","PATCHMAN","1"
"5","1","50","it.cnr.contabres.db.patch.base005.patch001.D050_U005LF_REPORT_REGISTRY 1.0","U005LF_REPORT_REGISTRY","50","2003-04-10T18:22:16.000","2003-04-10T18:22:16.000","PATCHMAN","2003-04-10T18:22:16.000","PATCHMAN","1"
"5","1","55","it.cnr.contabres.db.patch.base005.patch001.D055_V000XX_viste_procedure null","V000XX_viste_procedure","55","2003-04-10T18:24:06.000","2003-04-10T18:24:06.000","PATCHMAN","2003-04-10T18:24:06.000","PATCHMAN","1"
"5","1","60","it.cnr.contabres.db.patch.base005.patch001.D060_V005XX_viste_procedure2 null","V005XX_viste_procedure2","60","2003-04-10T18:24:18.000","2003-04-10T18:24:18.000","PATCHMAN","2003-04-10T18:24:18.000","PATCHMAN","1"
"5","1","65","it.cnr.contabres.db.patch.base005.patch001.D065_V010XX_viste_procedure3 null","V010XX_viste_procedure3","65","2003-04-10T18:24:23.000","2003-04-10T18:24:23.000","PATCHMAN","2003-04-10T18:24:23.000","PATCHMAN","1"
"5","2","5","it.cnr.contabres.db.patch.base005.patch002.D005_V000XX_viste_procedure null","V000XX_viste_procedure","5","2003-04-10T18:29:23.000","2003-04-10T18:29:23.000","PATCHMAN","2003-04-10T18:29:23.000","PATCHMAN","1"
"5","3","5","it.cnr.contabres.db.patch.base005.patch003.D005_P000MB_indici_print_spooler null","P000MB_indici_print_spooler","5","2003-04-14T18:58:18.000","2003-04-14T18:58:18.000","PATCHMAN","2003-04-14T18:58:18.000","PATCHMAN","1"
"5","3","10","it.cnr.contabres.db.patch.base005.patch003.D010_V000XX_viste_procedure null","V000XX_viste_procedure","10","2003-04-14T18:58:48.000","2003-04-14T18:58:48.000","PATCHMAN","2003-04-14T18:58:48.000","PATCHMAN","1"
"5","4","5","it.cnr.contabres.db.patch.base005.patch004.D005_P000PZ_indici_ass_compenso_conguaglio 1.0","P000PZ_indici_ass_compenso_conguaglio","5","2003-04-17T18:23:01.000","2003-04-17T18:23:01.000","PATCHMAN","2003-04-17T18:23:01.000","PATCHMAN","1"
"5","4","10","it.cnr.contabres.db.patch.base005.patch004.D010_U000XX_ALBERO_MAIN 1.0","U000XX_ALBERO_MAIN","10","2003-04-17T18:23:01.000","2003-04-17T18:23:01.000","PATCHMAN","2003-04-17T18:23:01.000","PATCHMAN","1"
"5","4","15","it.cnr.contabres.db.patch.base005.patch004.D015_V000XX_viste_procedure null","V000XX_viste_procedure","15","2003-04-17T18:23:22.000","2003-04-17T18:23:22.000","PATCHMAN","2003-04-17T18:23:22.000","PATCHMAN","1"
"5","5","5","it.cnr.contabres.db.patch.base005.patch005.D005_P000MB_ext_cassiere 1.1","P000MB_ext_cassiere","5","2003-04-18T16:55:22.000","2003-04-18T16:55:22.000","PATCHMAN","2003-04-18T16:55:22.000","PATCHMAN","1"
"5","5","10","it.cnr.contabres.db.patch.base005.patch005.D010_U000XX_cross_proto_cds 1.0","U000XX_cross_proto_cds","10","2003-04-18T16:55:22.000","2003-04-18T16:55:22.000","PATCHMAN","2003-04-18T16:55:22.000","PATCHMAN","1"
"5","5","15","it.cnr.contabres.db.patch.base005.patch005.D015_V000XX_viste_procedure null","V000XX_viste_procedure","15","2003-04-18T16:55:33.000","2003-04-18T16:55:33.000","PATCHMAN","2003-04-18T16:55:33.000","PATCHMAN","1"
"5","5","20","it.cnr.contabres.db.patch.base005.patch005.D020_V005XX_viste_procedure2 null","V005XX_viste_procedure2","20","2003-04-18T16:55:34.000","2003-04-18T16:55:34.000","PATCHMAN","2003-04-18T16:55:34.000","PATCHMAN","1"
"5","6","5","it.cnr.contabres.db.patch.base005.patch006.D005_P000PZ_alter_missione_dettaglio 1.0","P000PZ_alter_missione_dettaglio","5","2003-04-29T17:09:10.000","2003-04-29T17:09:10.000","PATCHMAN","2003-04-29T17:09:10.000","PATCHMAN","1"
"5","6","10","it.cnr.contabres.db.patch.base005.patch006.D010_P005MB_BATCH_CASSIERE 1.0","P005MB_BATCH_CASSIERE","10","2003-04-29T17:09:10.000","2003-04-29T17:09:10.000","PATCHMAN","2003-04-29T17:09:10.000","PATCHMAN","1"
"5","6","15","it.cnr.contabres.db.patch.base005.patch006.D015_V000XX_viste_procedure null","V000XX_viste_procedure","15","2003-04-29T17:09:34.000","2003-04-29T17:09:34.000","PATCHMAN","2003-04-29T17:09:34.000","PATCHMAN","1"
"5","7","5","it.cnr.contabres.db.patch.base005.patch007.D005_V000XX_viste_procedure null","V000XX_viste_procedure","5","2003-05-19T17:56:41.000","2003-05-19T17:56:41.000","PATCHMAN","2003-05-19T17:56:41.000","PATCHMAN","1"
"5","7","10","it.cnr.contabres.db.patch.base005.patch007.D010_V005XX_viste_procedure2 null","V005XX_viste_procedure2","10","2003-05-19T17:56:42.000","2003-05-19T17:56:42.000","PATCHMAN","2003-05-19T17:56:42.000","PATCHMAN","1"
"5","7","15","it.cnr.contabres.db.patch.base005.patch007.D015_V010XX_viste_procedure3 null","V010XX_viste_procedure3","15","2003-05-19T17:56:43.000","2003-05-19T17:56:43.000","PATCHMAN","2003-05-19T17:56:43.000","PATCHMAN","1"
"5","7","20","it.cnr.contabres.db.patch.base005.patch007.D020_V015XX_viste_procedure4 null","V015XX_viste_procedure4","20","2003-05-19T17:56:48.000","2003-05-19T17:56:48.000","PATCHMAN","2003-05-19T17:56:48.000","PATCHMAN","1"
"5","8","5","it.cnr.contabres.db.patch.base005.patch008.D005_V000XX_viste_procedure null","V000XX_viste_procedure","5","2003-05-22T09:12:02.000","2003-05-22T09:12:02.000","PATCHMAN","2003-05-22T09:12:02.000","PATCHMAN","1"
"5","9","5","it.cnr.contabres.db.patch.base005.patch009.D005_V000XX_viste_procedure null","V000XX_viste_procedure","5","2003-05-28T17:46:49.000","2003-05-28T17:46:49.000","PATCHMAN","2003-05-28T17:46:49.000","PATCHMAN","1"
"6","1","5","it.cnr.contabres.db.patch.base006.patch001.D005_P000GM_visib_print_spooler 1.0","P000GM_visib_print_spooler","5","2003-06-10T17:21:51.000","2003-06-10T17:21:51.000","PATCHMAN","2003-06-10T17:21:51.000","PATCHMAN","1"
"6","1","10","it.cnr.contabres.db.patch.base006.patch001.D010_U000XX_ALBERO_MAIN 1.1","U000XX_ALBERO_MAIN","10","2003-06-10T17:21:52.000","2003-06-10T17:21:52.000","PATCHMAN","2003-06-10T17:21:52.000","PATCHMAN","1"
"6","1","15","it.cnr.contabres.db.patch.base006.patch001.D015_U010LF_REPORT_REGISTRY 1.0","U010LF_REPORT_REGISTRY","15","2003-06-10T17:21:52.000","2003-06-10T17:21:52.000","PATCHMAN","2003-06-10T17:21:52.000","PATCHMAN","1"
"6","1","20","it.cnr.contabres.db.patch.base006.patch001.D020_V000XX_viste_procedure null","V000XX_viste_procedure","20","2003-06-10T17:22:02.000","2003-06-10T17:22:02.000","PATCHMAN","2003-06-10T17:22:02.000","PATCHMAN","1"
"6","1","25","it.cnr.contabres.db.patch.base006.patch001.D025_V005XX_viste_procedure2 null","V005XX_viste_procedure2","25","2003-06-10T17:22:11.000","2003-06-10T17:22:11.000","PATCHMAN","2003-06-10T17:22:11.000","PATCHMAN","1"
"6","2","5","it.cnr.contabres.db.patch.base006.patch002.D005_P000MB_indice_fondo_spesa 1.0","P000MB_indice_fondo_spesa","5","2003-06-18T17:13:13.000","2003-06-18T17:13:13.000","PATCHMAN","2003-06-18T17:13:13.000","PATCHMAN","1"
"6","2","8","it.cnr.contabres.db.patch.base006.patch002.D008_P005MB_indice_scr_analit 1.0","P005MB_indice_scr_analit","8","2003-06-18T17:13:13.000","2003-06-18T17:13:13.000","PATCHMAN","2003-06-18T17:13:13.000","PATCHMAN","1"
"6","2","10","it.cnr.contabres.db.patch.base006.patch002.D010_U000MB_ALBERO_MAIN 1.0","U000MB_ALBERO_MAIN","10","2003-06-18T17:13:13.000","2003-06-18T17:13:13.000","PATCHMAN","2003-06-18T17:13:13.000","PATCHMAN","1"
"6","2","15","it.cnr.contabres.db.patch.base006.patch002.D015_V000XX_viste_procedure null","V000XX_viste_procedure","15","2003-06-18T17:13:39.000","2003-06-18T17:13:39.000","PATCHMAN","2003-06-18T17:13:39.000","PATCHMAN","1"
"6","3","5","it.cnr.contabres.db.patch.base006.patch003.D005_P010LF_RIBALTAMENTO_LOG 1.1","P010LF_RIBALTAMENTO_LOG","5","2003-06-30T17:18:23.000","2003-06-30T17:18:23.000","PATCHMAN","2003-06-30T17:18:23.000","PATCHMAN","1"
"6","3","10","it.cnr.contabres.db.patch.base006.patch003.D010_P020LF_ASS_TIPO_CORI_EPEV null","P020LF_ASS_TIPO_CORI_EPEV","10","2003-06-30T17:18:23.000","2003-06-30T17:18:23.000","PATCHMAN","2003-06-30T17:18:23.000","PATCHMAN","1"
"6","3","15","it.cnr.contabres.db.patch.base006.patch003.D015_U000MB_ALBERO_MAIN null","U000MB_ALBERO_MAIN","15","2003-06-30T17:18:23.000","2003-06-30T17:18:23.000","PATCHMAN","2003-06-30T17:18:23.000","PATCHMAN","1"
"6","3","20","it.cnr.contabres.db.patch.base006.patch003.D020_U010LF_REPORT_REGISTRY null","U010LF_REPORT_REGISTRY","20","2003-06-30T17:18:23.000","2003-06-30T17:18:23.000","PATCHMAN","2003-06-30T17:18:23.000","PATCHMAN","1"
"6","3","25","it.cnr.contabres.db.patch.base006.patch003.D025_V000XX_viste_procedure null","V000XX_viste_procedure","25","2003-06-30T17:18:40.000","2003-06-30T17:18:40.000","PATCHMAN","2003-06-30T17:18:40.000","PATCHMAN","1"
"6","4","5","it.cnr.contabres.db.patch.base006.patch004.D005_U000GB_ALBERO_MAIN 1.0","U000GB_ALBERO_MAIN","5","2003-07-11T15:31:49.000","2003-07-11T15:31:49.000","PATCHMAN","2003-07-11T15:31:49.000","PATCHMAN","1"
"6","4","10","it.cnr.contabres.db.patch.base006.patch004.D010_V000XX_viste_procedure null","V000XX_viste_procedure","10","2003-07-11T15:32:04.000","2003-07-11T15:32:04.000","PATCHMAN","2003-07-11T15:32:04.000","PATCHMAN","1"
"6","5","5","it.cnr.contabres.db.patch.base006.patch005.D005_V000XX_viste_procedure null","V000XX_viste_procedure","5","2003-07-16T14:02:13.000","2003-07-16T14:02:13.000","PATCHMAN","2003-07-16T14:02:13.000","PATCHMAN","1"
"6","6","5","it.cnr.contabres.db.patch.base006.patch006.D005_P005MB_chiusuracoep 1.0.1","P005MB_chiusuracoep","5","2003-09-10T13:18:00.000","2003-09-10T13:18:00.000","PATCHMAN","2003-09-10T13:18:00.000","PATCHMAN","1"
"6","6","10","it.cnr.contabres.db.patch.base006.patch006.D010_P010MB_modifiche_tabelle 1.0.0.0","P010MB_modifiche_tabelle","10","2003-09-10T13:18:01.000","2003-09-10T13:18:01.000","PATCHMAN","2003-09-10T13:18:01.000","PATCHMAN","1"
"6","6","15","it.cnr.contabres.db.patch.base006.patch006.D015_P015MB_est_amm_bene_inv 1.0.0","P015MB_est_amm_bene_inv","15","2003-09-10T13:18:01.000","2003-09-10T13:18:01.000","PATCHMAN","2003-09-10T13:18:01.000","PATCHMAN","1"
"6","6","20","it.cnr.contabres.db.patch.base006.patch006.D020_P020LF_ribaltamento_log 1.0","P020LF_ribaltamento_log","20","2003-09-10T13:18:02.000","2003-09-10T13:18:02.000","PATCHMAN","2003-09-10T13:18:02.000","PATCHMAN","1"
"6","6","25","it.cnr.contabres.db.patch.base006.patch006.D025_U000XX_batchlogtipo 1.0","U000XX_batchlogtipo","25","2003-09-10T13:18:02.000","2003-09-10T13:18:02.000","PATCHMAN","2003-09-10T13:18:02.000","PATCHMAN","1"
"6","6","30","it.cnr.contabres.db.patch.base006.patch006.D030_U005XX_CAUSALICOGE 1.0","U005XX_CAUSALICOGE","30","2003-09-10T13:18:02.000","2003-09-10T13:18:02.000","PATCHMAN","2003-09-10T13:18:02.000","PATCHMAN","1"
"6","6","35","it.cnr.contabres.db.patch.base006.patch006.D035_U010XX_CONFIGCNR 1.0","U010XX_CONFIGCNR","35","2003-09-10T13:18:02.000","2003-09-10T13:18:02.000","PATCHMAN","2003-09-10T13:18:02.000","PATCHMAN","1"
"6","6","40","it.cnr.contabres.db.patch.base006.patch006.D040_V000XX_viste_procedure null","V000XX_viste_procedure","40","2003-09-10T13:20:01.000","2003-09-10T13:20:01.000","PATCHMAN","2003-09-10T13:20:01.000","PATCHMAN","1"
"6","6","45","it.cnr.contabres.db.patch.base006.patch006.D045_V005XX_viste_procedure2 null","V005XX_viste_procedure2","45","2003-09-10T13:20:11.000","2003-09-10T13:20:11.000","PATCHMAN","2003-09-10T13:20:11.000","PATCHMAN","1"
"7","1","5","it.cnr.contabres.db.patch.base007.patch001.D005_P000MB_bframe_blob 2.0","P000MB_bframe_blob","5","2003-10-13T16:28:05.000","2003-10-13T16:28:05.000","PATCHMAN","2003-10-13T16:28:05.000","PATCHMAN","1"
"7","1","10","it.cnr.contabres.db.patch.base007.patch001.D010_P005MB_liquidazione_cori 2.0","P005MB_liquidazione_cori","10","2003-10-13T16:29:05.000","2003-10-13T16:29:05.000","PATCHMAN","2003-10-13T16:29:05.000","PATCHMAN","1"
"7","1","15","it.cnr.contabres.db.patch.base007.patch001.D015_P030LF_VARIAZIONE_FORMALE_ACC 2.0","P030LF_VARIAZIONE_FORMALE_ACC","15","2003-10-13T16:29:05.000","2003-10-13T16:29:05.000","PATCHMAN","2003-10-13T16:29:05.000","PATCHMAN","1"
"7","1","20","it.cnr.contabres.db.patch.base007.patch001.D020_P035LF_VARIAZIONE_FORMALE_OBB 2.0","P035LF_VARIAZIONE_FORMALE_OBB","20","2003-10-13T16:29:07.000","2003-10-13T16:29:07.000","PATCHMAN","2003-10-13T16:29:07.000","PATCHMAN","1"
"7","1","25","it.cnr.contabres.db.patch.base007.patch001.D025_P040LF_OBB_ACC_SCADENZARIO 2.0","P040LF_OBB_ACC_SCADENZARIO","25","2003-10-13T16:29:09.000","2003-10-13T16:29:09.000","PATCHMAN","2003-10-13T16:29:09.000","PATCHMAN","1"
"7","1","30","it.cnr.contabres.db.patch.base007.patch001.D030_P050LF_MAPPATURA_LA 2.0","P050LF_MAPPATURA_LA","30","2003-10-13T16:29:09.000","2003-10-13T16:29:09.000","PATCHMAN","2003-10-13T16:29:09.000","PATCHMAN","1"
"7","1","35","it.cnr.contabres.db.patch.base007.patch001.D035_P055MB_fondo_economale 2.0","P055MB_fondo_economale","35","2003-10-13T16:29:11.000","2003-10-13T16:29:11.000","PATCHMAN","2003-10-13T16:29:11.000","PATCHMAN","1"
"7","1","40","it.cnr.contabres.db.patch.base007.patch001.D040_P060LF_FK_ACCERTAMENTO_SCADENZARIO 2.0","P060LF_FK_ACCERTAMENTO_SCADENZARIO","40","2003-10-13T16:29:34.000","2003-10-13T16:29:34.000","PATCHMAN","2003-10-13T16:29:34.000","PATCHMAN","1"
"7","1","45","it.cnr.contabres.db.patch.base007.patch001.D045_P070PZ_fl_recupero_rate 2.0","P070PZ_fl_recupero_rate","45","2003-10-13T16:29:57.000","2003-10-13T16:29:57.000","PATCHMAN","2003-10-13T16:29:57.000","PATCHMAN","1"
"7","1","50","it.cnr.contabres.db.patch.base007.patch001.D050_P075MB_fl_congelata 2.0","P075MB_fl_congelata","50","2003-10-13T16:31:26.000","2003-10-13T16:31:26.000","PATCHMAN","2003-10-13T16:31:26.000","PATCHMAN","1"
"7","1","55","it.cnr.contabres.db.patch.base007.patch001.D055_P080MB_liquid_cori_interf_dett 2.0","P080MB_liquid_cori_interf_dett","55","2003-10-13T16:31:29.000","2003-10-13T16:31:29.000","PATCHMAN","2003-10-13T16:31:29.000","PATCHMAN","1"
"7","1","60","it.cnr.contabres.db.patch.base007.patch001.D060_P085MB_cnr_estr_cori 2.0","P085MB_cnr_estr_cori","60","2003-10-13T16:31:31.000","2003-10-13T16:31:31.000","PATCHMAN","2003-10-13T16:31:31.000","PATCHMAN","1"
"1","2","10","it.cnr.contabres.db.patch.base001.patch002.D010 1.6","Packages Viste e Triggers","10","2002-03-01T12:20:53.000","2002-03-01T12:20:53.000","PATCHMAN","2002-03-01T12:20:53.000","PATCHMAN","1"
"1","2","15","it.cnr.contabres.db.patch.base001.patch002.D015 1.1","Accessi e albero main","15","2002-03-01T12:20:54.000","2002-03-01T12:20:54.000","PATCHMAN","2002-03-01T12:20:54.000","PATCHMAN","1"
"1","2","20","it.cnr.contabres.db.patch.base001.patch002.D020 1.0.0","Fix constraints NOT NULL su alcune tabelle","20","2002-03-01T12:20:55.000","2002-03-01T12:20:55.000","PATCHMAN","2002-03-01T12:20:55.000","PATCHMAN","1"
"1","3","5","it.cnr.contabres.db.patch.base001.patch003.D005 1.0","Fix del 07/03/2002
Ribaltamento su aree CNRCTB053","5","2002-03-07T13:05:48.000","2002-03-07T13:05:48.000","PATCHMAN","2002-03-07T13:05:48.000","PATCHMAN","1"
"3","0","5","it.cnr.contabres.db.patch.base003.patch000.D005 1.2","Attivazione  fondi di ricerca e script di creazione tabelle
Campo data scadenza in generico","5","2002-05-28T17:01:38.000","2002-05-28T17:01:38.000","PATCHMAN","2002-05-28T17:01:38.000","PATCHMAN","1"
"3","0","10","it.cnr.contabres.db.patch.base003.patch000.D010 1.1","Commenti tabelle","10","2002-05-28T17:02:08.000","2002-05-28T17:02:08.000","PATCHMAN","2002-05-28T17:02:08.000","PATCHMAN","1"
"3","0","15","it.cnr.contabres.db.patch.base003.patch000.D015 1.1","Fix packages","15","2002-05-28T17:02:21.000","2002-05-28T17:02:21.000","PATCHMAN","2002-05-28T17:02:21.000","PATCHMAN","1"
"3","0","20","it.cnr.contabres.db.patch.base003.patch000.D020 1.0","Change descrizione accessi/albero main registrazione primi documenti su partite di giro
Reset di campo in configurazione CNR","20","2002-05-28T17:02:30.000","2002-05-28T17:02:30.000","PATCHMAN","2002-05-28T17:02:30.000","PATCHMAN","1"
"3","1","0","it.cnr.contabres.db.patch.base003.patch001.D000 1.0","Accertamento pluriennale","0","2002-05-28T17:02:59.000","2002-05-28T17:02:59.000","PATCHMAN","2002-05-28T17:02:59.000","PATCHMAN","1"
"3","1","5","it.cnr.contabres.db.patch.base003.patch001.D005 1.2","Gestione INTRASTAT in fattura
Adeguamento struttura del carico familiare per modifiche finanziaria
Sdoppiamento della visualizzazione anagrafica C/F Struttura organizzativa
Tabella associativa, che mette in relazione un bene in inventario con la riga di fattura","5","2002-05-28T17:03:15.000","2002-05-28T17:03:15.000","PATCHMAN","2002-05-28T17:03:15.000","PATCHMAN","1"
"3","1","10","it.cnr.contabres.db.patch.base003.patch001.D010 1.2","Variazioni di bilancio + accessi","10","2002-05-28T17:03:30.000","2002-05-28T17:03:30.000","PATCHMAN","2002-05-28T17:03:30.000","PATCHMAN","1"
"3","1","15","it.cnr.contabres.db.patch.base003.patch001.D015 1.4","Modifiche su Configurazione e Preventivo per esecuzione richieste e fix errori
Print spooler","15","2002-05-28T17:03:39.000","2002-05-28T17:03:39.000","PATCHMAN","2002-05-28T17:03:39.000","PATCHMAN","1"
"3","1","20","it.cnr.contabres.db.patch.base003.patch001.D020 1.5","Funzione e Natura sul dettaglio del piano di gestione
Gestione controllo di scarico completo e chiusura in C o F dei PDG con costi del personale alla chiusura in C del PDG del personale","20","2002-05-28T17:03:55.000","2002-05-28T17:03:55.000","PATCHMAN","2002-05-28T17:03:55.000","PATCHMAN","1"
