"livello","numero","numero_dett","nome","descrizione","sequenza_esecuzione","data_esecuzione","dacr","utuv","duva","utcr","pg_ver_rec"
"3","5","10","it.cnr.contabres.db.patch.base003.patch005.D010_V005XX_fix_ripart_entrate null","V005XX_fix_ripart_entrate","10","2002-08-19T16:52:07.000","2002-08-19T16:52:07.000","PATCHMAN","2002-08-19T16:52:07.000","PATCHMAN","1"
"3","6","10","it.cnr.contabres.db.patch.base003.patch006.D010_U000XX_albero_main 1.1","U000XX_albero_main","10","2002-08-27T11:13:04.000","2002-08-27T11:13:04.000","PATCHMAN","2002-08-27T11:13:04.000","PATCHMAN","1"
"3","6","15","it.cnr.contabres.db.patch.base003.patch006.D015_V000XX_procedure null","V000XX_procedure","15","2002-08-27T11:13:23.000","2002-08-27T11:13:23.000","PATCHMAN","2002-08-27T11:13:23.000","PATCHMAN","1"
"3","6","7","it.cnr.contabres.db.patch.base003.patch006.D007_P010MI_liquidazione_iva 1.0","P010MI_liquidazione_iva","5","2002-08-28T09:48:23.000","2002-08-28T09:48:23.000","PATCHMAN","2002-08-28T09:48:23.000","PATCHMAN","1"
"3","6","12","it.cnr.contabres.db.patch.base003.patch006.D012_U010XX_tipi_doc_amm 1.0","U010XX_tipi_doc_amm","10","2002-08-28T09:48:26.000","2002-08-28T09:48:26.000","PATCHMAN","2002-08-28T09:48:26.000","PATCHMAN","1"
"3","6","20","it.cnr.contabres.db.patch.base003.patch006.D020_V010XX_viste null","V010XX_viste","20","2002-08-28T09:48:39.000","2002-08-28T09:48:39.000","PATCHMAN","2002-08-28T09:48:39.000","PATCHMAN","1"
"3","6","5","it.cnr.contabres.db.patch.base003.patch006.D005_P000MB_variazioni_bil_plurienn 1.0","P000MB_variazioni_bil_plurienn","5","2002-08-29T12:33:10.000","2002-08-29T12:33:10.000","PATCHMAN","2002-08-29T12:33:10.000","PATCHMAN","1"
"4","0","5","it.cnr.contabres.db.patch.base004.patch000.D005_P000MI_commento_obbligazione 1.0","P000MI_commento_obbligazione","5","2002-09-17T10:08:53.000","2002-09-17T10:08:53.000","PATCHMAN","2002-09-17T10:08:53.000","PATCHMAN","1"
"4","0","10","it.cnr.contabres.db.patch.base004.patch000.D010_P010MB_catgruppovoce 1.0","P010MB_catgruppovoce","10","2002-09-17T10:08:55.000","2002-09-17T10:08:55.000","PATCHMAN","2002-09-17T10:08:55.000","PATCHMAN","1"
"4","0","15","it.cnr.contabres.db.patch.base004.patch000.D015_P015MB_bframe_cluster 1.0","P015MB_bframe_cluster","15","2002-09-17T10:08:58.000","2002-09-17T10:08:58.000","PATCHMAN","2002-09-17T10:08:58.000","PATCHMAN","1"
"4","0","20","it.cnr.contabres.db.patch.base004.patch000.D020_P020MB_messaggi 1.0","P020MB_messaggi","20","2002-09-17T10:08:59.000","2002-09-17T10:08:59.000","PATCHMAN","2002-09-17T10:08:59.000","PATCHMAN","1"
"4","0","25","it.cnr.contabres.db.patch.base004.patch000.D025_P025MB_sospesi 1.0","P025MB_sospesi","25","2002-09-17T10:09:00.000","2002-09-17T10:09:00.000","PATCHMAN","2002-09-17T10:09:00.000","PATCHMAN","1"
"4","0","30","it.cnr.contabres.db.patch.base004.patch000.D030_P030PZ_alter_ax_fattura_passiva 1.0","P030PZ_alter_ax_fattura_passiva","30","2002-09-17T10:09:00.000","2002-09-17T10:09:00.000","PATCHMAN","2002-09-17T10:09:00.000","PATCHMAN","1"
"4","0","35","it.cnr.contabres.db.patch.base004.patch000.D035_P035PZ_upg_classificazione_rivalsa 1.0","P035PZ_upg_classificazione_rivalsa","35","2002-09-17T10:09:00.000","2002-09-17T10:09:00.000","PATCHMAN","2002-09-17T10:09:00.000","PATCHMAN","1"
"4","0","40","it.cnr.contabres.db.patch.base004.patch000.D040_U000XX_configurazione_cnr 1.0","U000XX_configurazione_cnr","40","2002-09-17T10:09:01.000","2002-09-17T10:09:01.000","PATCHMAN","2002-09-17T10:09:01.000","PATCHMAN","1"
"4","0","45","it.cnr.contabres.db.patch.base004.patch000.D045_U010XX_albero_main 1.1","U010XX_albero_main","45","2002-09-17T10:09:02.000","2002-09-17T10:09:02.000","PATCHMAN","2002-09-17T10:09:02.000","PATCHMAN","1"
"4","0","50","it.cnr.contabres.db.patch.base004.patch000.D050_V000XX_viste_procedure null","V000XX_viste_procedure","50","2002-09-17T10:11:24.000","2002-09-17T10:11:24.000","PATCHMAN","2002-09-17T10:11:24.000","PATCHMAN","1"
"4","0","55","it.cnr.contabres.db.patch.base004.patch000.D055_V010XX_viste_procedure null","V010XX_viste_procedure","55","2002-09-17T10:12:07.000","2002-09-17T10:12:07.000","PATCHMAN","2002-09-17T10:12:07.000","PATCHMAN","1"
"4","1","5","it.cnr.contabres.db.patch.base004.patch001.D005_V000XX_viste_procedure null","V000XX_viste_procedure","5","2002-09-20T17:15:39.000","2002-09-20T17:15:39.000","PATCHMAN","2002-09-20T17:15:39.000","PATCHMAN","1"
"4","2","5","it.cnr.contabres.db.patch.base004.patch002.D005_P000MB_fix_obb_acc 1.0","P000MB_fix_obb_acc","5","2002-09-30T17:11:16.000","2002-09-30T17:11:16.000","PATCHMAN","2002-09-30T17:11:16.000","PATCHMAN","1"
"4","2","10","it.cnr.contabres.db.patch.base004.patch002.D010_P005PZ_upg_tab_distinta_cassiere 1.0","P005PZ_upg_tab_distinta_cassiere","10","2002-09-30T17:11:18.000","2002-09-30T17:11:18.000","PATCHMAN","2002-09-30T17:11:18.000","PATCHMAN","1"
"4","2","15","it.cnr.contabres.db.patch.base004.patch002.D015_P010MB_ass_comp_doc_cont_nmp 1.0","P010MB_ass_comp_doc_cont_nmp","15","2002-09-30T17:11:23.000","2002-09-30T17:11:23.000","PATCHMAN","2002-09-30T17:11:23.000","PATCHMAN","1"
"4","2","20","it.cnr.contabres.db.patch.base004.patch002.D020_P015PZ_upg_minicarriera 1.0","P015PZ_upg_minicarriera","20","2002-09-30T17:11:24.000","2002-09-30T17:11:24.000","PATCHMAN","2002-09-30T17:11:24.000","PATCHMAN","1"
"4","2","25","it.cnr.contabres.db.patch.base004.patch002.D025_P020PZ_upg_compenso 1.0","P020PZ_upg_compenso","25","2002-09-30T17:11:25.000","2002-09-30T17:11:25.000","PATCHMAN","2002-09-30T17:11:25.000","PATCHMAN","1"
"4","2","30","it.cnr.contabres.db.patch.base004.patch002.D030_P025PZ_upg_fattura_passiva 1.0","P025PZ_upg_fattura_passiva","30","2002-09-30T17:11:25.000","2002-09-30T17:11:25.000","PATCHMAN","2002-09-30T17:11:25.000","PATCHMAN","1"
"4","2","35","it.cnr.contabres.db.patch.base004.patch002.D035_P030PZ_upg_tipo_trattamento 1.0","P030PZ_upg_tipo_trattamento","35","2002-09-30T17:11:25.000","2002-09-30T17:11:25.000","PATCHMAN","2002-09-30T17:11:25.000","PATCHMAN","1"
"4","20","30","it.cnr.contabres.db.patch.base004.patch020.D030_V010XX_viste_procedure_cnr null","V010XX_viste_procedure_cnr","30","2003-02-19T17:34:00.000","2003-02-19T17:34:00.000","PATCHMAN","2003-02-19T17:34:00.000","PATCHMAN","1"
"4","21","5","it.cnr.contabres.db.patch.base004.patch021.D005_P005MB_interfaccia_cori_pisa 1.0","P005MB_interfaccia_cori_pisa","5","2003-02-28T17:25:37.000","2003-02-28T17:25:37.000","PATCHMAN","2003-02-28T17:25:37.000","PATCHMAN","1"
"9","4","5","it.cnr.contabres.db.patch.base009.patch004.D005_V000XX_viste_procedure null","V000XX_viste_procedure","5","2004-03-11T16:48:45.000","2004-03-11T16:48:45.000","PATCHMAN","2004-03-11T16:48:45.000","PATCHMAN","1"
"9","5","5","it.cnr.contabres.db.patch.base009.patch005.D005_P000PZ_ins_BATCH_LOG_TIPO_INPS 1.0","P000PZ_ins_BATCH_LOG_TIPO_INPS","5","2004-03-23T17:03:31.000","2004-03-23T17:03:31.000","PATCHMAN","2004-03-23T17:03:31.000","PATCHMAN","1"
"9","5","10","it.cnr.contabres.db.patch.base009.patch005.D010_P005PZ_crea_tab_appoggio_ESTRAZIONE_INPS 1.0","P005PZ_crea_tab_appoggio_ESTRAZIONE_INPS","10","2004-03-23T17:03:31.000","2004-03-23T17:03:31.000","PATCHMAN","2004-03-23T17:03:31.000","PATCHMAN","1"
"9","5","15","it.cnr.contabres.db.patch.base009.patch005.D015_U000GB_ALBERO_MAIN 1.0","U000GB_ALBERO_MAIN","15","2004-03-23T17:03:32.000","2004-03-23T17:03:32.000","PATCHMAN","2004-03-23T17:03:32.000","PATCHMAN","1"
"9","5","20","it.cnr.contabres.db.patch.base009.patch005.D020_U010LF_REPORT_REGISTRY 1.0","U010LF_REPORT_REGISTRY","20","2004-03-23T17:03:32.000","2004-03-23T17:03:32.000","PATCHMAN","2004-03-23T17:03:32.000","PATCHMAN","1"
"9","5","25","it.cnr.contabres.db.patch.base009.patch005.D025_V000XX_viste_procedure null","V000XX_viste_procedure","25","2004-03-23T17:04:20.000","2004-03-23T17:04:20.000","PATCHMAN","2004-03-23T17:04:20.000","PATCHMAN","1"
"9","6","5","it.cnr.contabres.db.patch.base009.patch006.D005_P010MI_LOG_BANCA 1.0","P010MI_LOG_BANCA","5","2004-03-23T17:14:28.000","2004-03-23T17:14:28.000","PATCHMAN","2004-03-23T17:14:28.000","PATCHMAN","1"
"9","6","10","it.cnr.contabres.db.patch.base009.patch006.D010_P020MI_LOG_ESERCIZIO 1.0","P020MI_LOG_ESERCIZIO","10","2004-03-23T17:14:29.000","2004-03-23T17:14:29.000","PATCHMAN","2004-03-23T17:14:29.000","PATCHMAN","1"
"9","6","15","it.cnr.contabres.db.patch.base009.patch006.D015_P030MI_LOG_CONFIGURAZIONE_CNR 1.0","P030MI_LOG_CONFIGURAZIONE_CNR","15","2004-03-23T17:14:31.000","2004-03-23T17:14:31.000","PATCHMAN","2004-03-23T17:14:31.000","PATCHMAN","1"
"9","6","20","it.cnr.contabres.db.patch.base009.patch006.D020_V000XX_viste_procedure null","V000XX_viste_procedure","20","2004-03-23T17:14:33.000","2004-03-23T17:14:33.000","PATCHMAN","2004-03-23T17:14:33.000","PATCHMAN","1"
"10","1","10","it.cnr.contabres.db.patch.base010.patch001.D010_U010GB_ALBERO_MAIN 1.0","U010GB_ALBERO_MAIN","10","2004-04-14T17:05:17.000","2004-04-14T17:05:17.000","PATCHMAN","2004-04-14T17:05:17.000","PATCHMAN","1"
"10","1","15","it.cnr.contabres.db.patch.base010.patch001.D015_U020LF_REPORT_REGISTRY 1.0","U020LF_REPORT_REGISTRY","15","2004-04-14T17:05:17.000","2004-04-14T17:05:17.000","PATCHMAN","2004-04-14T17:05:17.000","PATCHMAN","1"
"10","1","20","it.cnr.contabres.db.patch.base010.patch001.D020_V000XX_viste_procedure null","V000XX_viste_procedure","20","2004-04-14T17:05:30.000","2004-04-14T17:05:30.000","PATCHMAN","2004-04-14T17:05:30.000","PATCHMAN","1"
"10","1","5","it.cnr.contabres.db.patch.base010.patch001.D005_P000PZ_alter_tab_ESTRAZIONE_CUD_DETT 1.0","P000PZ_alter_tab_ESTRAZIONE_CUD_DETT","5","2004-04-15T10:16:15.000","2004-04-15T10:16:15.000","PATCHMAN","2004-04-15T10:16:15.000","PATCHMAN","1"
"10","2","5","it.cnr.contabres.db.patch.base010.patch002.D005_P005MI_LOG_ASS_COMP_DOC_CONT 1.0","P005MI_LOG_ASS_COMP_DOC_CONT","5","2004-04-28T16:17:03.000","2004-04-28T16:17:03.000","PATCHMAN","2004-04-28T16:17:03.000","PATCHMAN","1"
"10","2","10","it.cnr.contabres.db.patch.base010.patch002.D010_V000XX_viste_procedure null","V000XX_viste_procedure","10","2004-04-28T16:17:09.000","2004-04-28T16:17:09.000","PATCHMAN","2004-04-28T16:17:09.000","PATCHMAN","1"
"10","3","5","it.cnr.contabres.db.patch.base010.patch003.D005_P000MB_IndiceLiquidCORI 1.0","P000MB_IndiceLiquidCORI","5","2004-06-03T17:02:01.000","2004-06-03T17:02:01.000","PATCHMAN","2004-06-03T17:02:01.000","PATCHMAN","1"
"10","3","10","it.cnr.contabres.db.patch.base010.patch003.D010_P005MB_CoepTempTablesScript 1.0","P005MB_CoepTempTablesScript","10","2004-06-03T17:02:05.000","2004-06-03T17:02:05.000","PATCHMAN","2004-06-03T17:02:05.000","PATCHMAN","1"
"10","3","15","it.cnr.contabres.db.patch.base010.patch003.D015_V010XX_viste_procedure null","V010XX_viste_procedure","15","2004-06-03T17:02:37.000","2004-06-03T17:02:37.000","PATCHMAN","2004-06-03T17:02:37.000","PATCHMAN","1"
"10","3","20","it.cnr.contabres.db.patch.base010.patch003.D020_V015XX_viste_procedure2 null","V015XX_viste_procedure2","20","2004-06-03T17:02:45.000","2004-06-03T17:02:45.000","PATCHMAN","2004-06-03T17:02:45.000","PATCHMAN","1"
"10","3","25","it.cnr.contabres.db.patch.base010.patch003.D025_V020XX_viste_procedure3 null","V020XX_viste_procedure3","25","2004-06-03T17:02:47.000","2004-06-03T17:02:47.000","PATCHMAN","2004-06-03T17:02:47.000","PATCHMAN","1"
"10","4","5","it.cnr.contabres.db.patch.base010.patch004.D005_P000PZ_upg_tab_TIPO_CARICO_SCARICO 1.0","P000PZ_upg_tab_TIPO_CARICO_SCARICO","5","2004-06-24T13:50:14.000","2004-06-24T13:50:14.000","PATCHMAN","2004-06-24T13:50:14.000","PATCHMAN","1"
"10","4","10","it.cnr.contabres.db.patch.base010.patch004.D010_U000MB_CUSALICOGE 1.0","U000MB_CUSALICOGE","10","2004-06-24T13:50:14.000","2004-06-24T13:50:14.000","PATCHMAN","2004-06-24T13:50:14.000","PATCHMAN","1"
"10","4","15","it.cnr.contabres.db.patch.base010.patch004.D015_V000XX_viste_procedure null","V000XX_viste_procedure","15","2004-06-24T13:50:34.000","2004-06-24T13:50:34.000","PATCHMAN","2004-06-24T13:50:34.000","PATCHMAN","1"
"10","5","5","it.cnr.contabres.db.patch.base010.patch005.D005_U000GB_ALBERO_MAIN 1.0","U000GB_ALBERO_MAIN","5","2004-06-24T13:51:40.000","2004-06-24T13:51:40.000","PATCHMAN","2004-06-24T13:51:40.000","PATCHMAN","1"
"10","5","10","it.cnr.contabres.db.patch.base010.patch005.D010_U010LF_REPORT_REGISTRY 1.0","U010LF_REPORT_REGISTRY","10","2004-06-24T13:51:40.000","2004-06-24T13:51:40.000","PATCHMAN","2004-06-24T13:51:40.000","PATCHMAN","1"
"10","5","15","it.cnr.contabres.db.patch.base010.patch005.D015_V000XX_viste_procedure null","V000XX_viste_procedure","15","2004-06-24T13:51:47.000","2004-06-24T13:51:47.000","PATCHMAN","2004-06-24T13:51:47.000","PATCHMAN","1"
"10","6","5","it.cnr.contabres.db.patch.base010.patch006.D005_U000GB_ALBERO_MAIN 1.0","U000GB_ALBERO_MAIN","5","2004-07-13T16:17:10.000","2004-07-13T16:17:10.000","PATCHMAN","2004-07-13T16:17:10.000","PATCHMAN","1"
"10","7","5","it.cnr.contabres.db.patch.base010.patch007.D005_U000GB_ALBERO_MAIN 1.0","U000GB_ALBERO_MAIN","5","2004-09-24T13:34:08.000","2004-09-24T13:34:08.000","PATCHMAN","2004-09-24T13:34:08.000","PATCHMAN","1"
"10","7","10","it.cnr.contabres.db.patch.base010.patch007.D010_U010LF_REPORT_REGISTRY 1.0","U010LF_REPORT_REGISTRY","10","2004-09-24T13:34:08.000","2004-09-24T13:34:08.000","PATCHMAN","2004-09-24T13:34:08.000","PATCHMAN","1"
"10","7","15","it.cnr.contabres.db.patch.base010.patch007.D015_V000XX_viste_procedure null","V000XX_viste_procedure","15","2004-09-24T13:34:33.000","2004-09-24T13:34:33.000","PATCHMAN","2004-09-24T13:34:33.000","PATCHMAN","1"
"10","8","5","it.cnr.contabres.db.patch.base010.patch008.D005_P000MB_fixcontrolloaccesso 1.1","P000MB_fixcontrolloaccesso","5","2004-10-12T13:33:31.000","2004-10-12T13:33:31.000","PATCHMAN","2004-10-12T13:33:31.000","PATCHMAN","1"
"10","8","10","it.cnr.contabres.db.patch.base010.patch008.D010_P010MB_semaforostatico 3.0","P010MB_semaforostatico","10","2004-10-12T13:33:32.000","2004-10-12T13:33:32.000","PATCHMAN","2004-10-12T13:33:32.000","PATCHMAN","1"
"10","8","15","it.cnr.contabres.db.patch.base010.patch008.D015_U000GB_ALBERO_MAIN 1.0","U000GB_ALBERO_MAIN","15","2004-10-12T13:33:32.000","2004-10-12T13:33:32.000","PATCHMAN","2004-10-12T13:33:32.000","PATCHMAN","1"
"10","8","20","it.cnr.contabres.db.patch.base010.patch008.D020_U020LF_REPORT_REGISTRY 1.0","U020LF_REPORT_REGISTRY","20","2004-10-12T13:33:32.000","2004-10-12T13:33:32.000","PATCHMAN","2004-10-12T13:33:32.000","PATCHMAN","1"
"10","8","25","it.cnr.contabres.db.patch.base010.patch008.D025_V000XX_viste_procedure null","V000XX_viste_procedure","25","2004-10-12T13:34:17.000","2004-10-12T13:34:17.000","PATCHMAN","2004-10-12T13:34:17.000","PATCHMAN","1"
"10","9","5","it.cnr.contabres.db.patch.base010.patch009.D005_V000XX_viste_procedure null","V000XX_viste_procedure","5","2004-10-29T16:23:30.000","2004-10-29T16:23:30.000","PATCHMAN","2004-10-29T16:23:30.000","PATCHMAN","1"
"10","10","5","it.cnr.contabres.db.patch.base010.patch010.D005_P000MB_chiave_primaria_liquid_cori_dett 1.0","P000MB_chiave_primaria_liquid_cori_dett","5","2004-11-12T16:23:20.000","2004-11-12T16:23:20.000","PATCHMAN","2004-11-12T16:23:20.000","PATCHMAN","1"
"10","10","10","it.cnr.contabres.db.patch.base010.patch010.D010_V000XX_viste_procedure null","V000XX_viste_procedure","10","2004-11-12T16:23:23.000","2004-11-12T16:23:23.000","PATCHMAN","2004-11-12T16:23:23.000","PATCHMAN","1"
"11","1","5","it.cnr.contabres.db.patch.base011.patch001.D005_P000PZ_alter_tab_INVENTARIO_BENI_APG 1.1","P000PZ_alter_tab_INVENTARIO_BENI_APG","5","2004-11-17T16:25:06.000","2004-11-17T16:25:06.000","PATCHMAN","2004-11-17T16:25:06.000","PATCHMAN","1"
"11","1","10","it.cnr.contabres.db.patch.base011.patch001.D010_P005PZ_alter_tab_INVENTARIO_BENI 1.1","P005PZ_alter_tab_INVENTARIO_BENI","10","2004-11-17T16:25:36.000","2004-11-17T16:25:36.000","PATCHMAN","2004-11-17T16:25:36.000","PATCHMAN","1"
"11","1","15","it.cnr.contabres.db.patch.base011.patch001.D015_P010PZ_alter_tab_INVENTARIO_BENI_APG 1.1","P010PZ_alter_tab_INVENTARIO_BENI_APG","15","2004-11-17T16:25:36.000","2004-11-17T16:25:36.000","PATCHMAN","2004-11-17T16:25:36.000","PATCHMAN","1"
"11","1","20","it.cnr.contabres.db.patch.base011.patch001.D020_P015PZ_crea_tab_ASS_TRASFERIMENTO_BENI_INV 1.1","P015PZ_crea_tab_ASS_TRASFERIMENTO_BENI_INV","20","2004-11-17T16:25:37.000","2004-11-17T16:25:37.000","PATCHMAN","2004-11-17T16:25:37.000","PATCHMAN","1"
"7","1","65","it.cnr.contabres.db.patch.base007.patch001.D065_P090MB_riclassificazioneep 2.0","P090MB_riclassificazioneep","65","2003-10-13T16:31:34.000","2003-10-13T16:31:34.000","PATCHMAN","2003-10-13T16:31:34.000","PATCHMAN","1"
"7","1","70","it.cnr.contabres.db.patch.base007.patch001.D070_P095MB_rifriscontro_ext_cassiere 2.0","P095MB_rifriscontro_ext_cassiere","70","2003-10-13T16:32:03.000","2003-10-13T16:32:03.000","PATCHMAN","2003-10-13T16:32:03.000","PATCHMAN","1"
"7","1","75","it.cnr.contabres.db.patch.base007.patch001.D075_P100PZ_alter_pk_report_dettaglio 2.0","P100PZ_alter_pk_report_dettaglio","75","2003-10-13T16:32:33.000","2003-10-13T16:32:33.000","PATCHMAN","2003-10-13T16:32:33.000","PATCHMAN","1"
"7","1","80","it.cnr.contabres.db.patch.base007.patch001.D080_P105PZ_alter_index_report_stato 2.0","P105PZ_alter_index_report_stato","80","2003-10-13T16:32:48.000","2003-10-13T16:32:48.000","PATCHMAN","2003-10-13T16:32:48.000","PATCHMAN","1"
"7","1","85","it.cnr.contabres.db.patch.base007.patch001.D085_U000GB_ALBERO_MAIN 2.0","U000GB_ALBERO_MAIN","85","2003-10-13T16:32:58.000","2003-10-13T16:32:58.000","PATCHMAN","2003-10-13T16:32:58.000","PATCHMAN","1"
"7","1","90","it.cnr.contabres.db.patch.base007.patch001.D090_U015MB_blobtipocassiere 2.0","U015MB_blobtipocassiere","90","2003-10-13T16:32:59.000","2003-10-13T16:32:59.000","PATCHMAN","2003-10-13T16:32:59.000","PATCHMAN","1"
"7","1","95","it.cnr.contabres.db.patch.base007.patch001.D095_U020LF_BATCH_LOG_TIPO 2.1","U020LF_BATCH_LOG_TIPO","95","2003-10-13T16:32:59.000","2003-10-13T16:32:59.000","PATCHMAN","2003-10-13T16:32:59.000","PATCHMAN","1"
"7","1","100","it.cnr.contabres.db.patch.base007.patch001.D100_U030GB_CONFIGURAZIONE_CNR 2.0","U030GB_CONFIGURAZIONE_CNR","100","2003-10-13T16:32:59.000","2003-10-13T16:32:59.000","PATCHMAN","2003-10-13T16:32:59.000","PATCHMAN","1"
"7","1","105","it.cnr.contabres.db.patch.base007.patch001.D105_U035MB_comm_stato_pdg_agg 2.0","U035MB_comm_stato_pdg_agg","105","2003-10-13T16:32:59.000","2003-10-13T16:32:59.000","PATCHMAN","2003-10-13T16:32:59.000","PATCHMAN","1"
"7","1","110","it.cnr.contabres.db.patch.base007.patch001.D110_U040GB_REPORT_REGISTRY 2.0","U040GB_REPORT_REGISTRY","110","2003-10-13T16:32:59.000","2003-10-13T16:32:59.000","PATCHMAN","2003-10-13T16:32:59.000","PATCHMAN","1"
"7","1","115","it.cnr.contabres.db.patch.base007.patch001.D115_U045MB_batch_procedura 2.0","U045MB_batch_procedura","115","2003-10-13T16:32:59.000","2003-10-13T16:32:59.000","PATCHMAN","2003-10-13T16:32:59.000","PATCHMAN","1"
"7","1","120","it.cnr.contabres.db.patch.base007.patch001.D120_V000XX_viste_procedure null","V000XX_viste_procedure","120","2003-10-13T16:38:12.000","2003-10-13T16:38:12.000","PATCHMAN","2003-10-13T16:38:12.000","PATCHMAN","1"
"7","1","125","it.cnr.contabres.db.patch.base007.patch001.D125_V010XX_viste_procedure2 null","V010XX_viste_procedure2","125","2003-10-13T16:39:06.000","2003-10-13T16:39:06.000","PATCHMAN","2003-10-13T16:39:06.000","PATCHMAN","1"
"7","2","5","it.cnr.contabres.db.patch.base007.patch002.D005_V000XX_viste_procedure null","V000XX_viste_procedure","5","2003-10-13T17:03:34.000","2003-10-13T17:03:34.000","PATCHMAN","2003-10-13T17:03:34.000","PATCHMAN","1"
"7","3","5","it.cnr.contabres.db.patch.base007.patch003.D005_P000MB_UDX_LIQUID_CORI_DET 1.0","P000MB_UDX_LIQUID_CORI_DET","5","2003-11-04T13:58:22.000","2003-11-04T13:58:22.000","PATCHMAN","2003-11-04T13:58:22.000","PATCHMAN","1"
"7","3","10","it.cnr.contabres.db.patch.base007.patch003.D010_V000XX_viste_procedure null","V000XX_viste_procedure","10","2003-11-04T13:59:22.000","2003-11-04T13:59:22.000","PATCHMAN","2003-11-04T13:59:22.000","PATCHMAN","1"
"7","4","5","it.cnr.contabres.db.patch.base007.patch004.D005_V000XX_viste_procedure null","V000XX_viste_procedure","5","2003-11-06T13:45:52.000","2003-11-06T13:45:52.000","PATCHMAN","2003-11-06T13:45:52.000","PATCHMAN","1"
"7","5","5","it.cnr.contabres.db.patch.base007.patch005.D005_V000XX_viste_procedure null","V000XX_viste_procedure","5","2003-11-11T17:24:59.000","2003-11-11T17:24:59.000","PATCHMAN","2003-11-11T17:24:59.000","PATCHMAN","1"
"7","6","5","it.cnr.contabres.db.patch.base007.patch006.D005_P000MB_scrittura_partita_doppia 1.0","P000MB_scrittura_partita_doppia","5","2003-12-02T17:12:55.000","2003-12-02T17:12:55.000","PATCHMAN","2003-12-02T17:12:55.000","PATCHMAN","1"
"7","6","10","it.cnr.contabres.db.patch.base007.patch006.D010_P005PZ_DB_RATEIZZAZIONE_ADDIZIONALI 1.1","P005PZ_DB_RATEIZZAZIONE_ADDIZIONALI","10","2003-12-02T17:13:36.000","2003-12-02T17:13:36.000","PATCHMAN","2003-12-02T17:13:36.000","PATCHMAN","1"
"7","6","15","it.cnr.contabres.db.patch.base007.patch006.D015_V000XX_viste_procedure null","V000XX_viste_procedure","15","2003-12-02T17:15:39.000","2003-12-02T17:15:39.000","PATCHMAN","2003-12-02T17:15:39.000","PATCHMAN","1"
"7","7","5","it.cnr.contabres.db.patch.base007.patch007.D005_V000XX_viste_procedure null","V000XX_viste_procedure","5","2003-12-09T13:44:20.000","2003-12-09T13:44:20.000","PATCHMAN","2003-12-09T13:44:20.000","PATCHMAN","1"
"7","7","10","it.cnr.contabres.db.patch.base007.patch007.D010_U000GB_ALBERO_MAIN 1.0","U000GB_ALBERO_MAIN","10","2003-12-09T13:44:20.000","2003-12-09T13:44:20.000","PATCHMAN","2003-12-09T13:44:20.000","PATCHMAN","1"
"7","8","5","it.cnr.contabres.db.patch.base007.patch008.D005_V000XX_viste_procedure null","V000XX_viste_procedure","5","2003-12-17T14:30:51.000","2003-12-17T14:30:51.000","PATCHMAN","2003-12-17T14:30:51.000","PATCHMAN","1"
"8","1","5","it.cnr.contabres.db.patch.base008.patch001.D005_P000PZ_ALTER_INVENTARIO_BENI 1.0","P000PZ_ALTER_INVENTARIO_BENI","5","2003-12-19T15:25:50.000","2003-12-19T15:25:50.000","PATCHMAN","2003-12-19T15:25:50.000","PATCHMAN","1"
"8","1","10","it.cnr.contabres.db.patch.base008.patch001.D010_P005PZ_ALTER_CONGUAGLIO 1.0","P005PZ_ALTER_CONGUAGLIO","10","2003-12-19T15:25:53.000","2003-12-19T15:25:53.000","PATCHMAN","2003-12-19T15:25:53.000","PATCHMAN","1"
"8","1","15","it.cnr.contabres.db.patch.base008.patch001.D015_U000GB_ALBERO_MAIN 1.1","U000GB_ALBERO_MAIN","15","2003-12-19T15:25:53.000","2003-12-19T15:25:53.000","PATCHMAN","2003-12-19T15:25:53.000","PATCHMAN","1"
"8","1","20","it.cnr.contabres.db.patch.base008.patch001.D020_U010LF_REPORT_REGISTRY 1.0","U010LF_REPORT_REGISTRY","20","2003-12-19T15:25:53.000","2003-12-19T15:25:53.000","PATCHMAN","2003-12-19T15:25:53.000","PATCHMAN","1"
"8","1","25","it.cnr.contabres.db.patch.base008.patch001.D025_U015MI_INS_TIPO_JOB_FONDO 1.0","U015MI_INS_TIPO_JOB_FONDO","25","2003-12-19T15:25:53.000","2003-12-19T15:25:53.000","PATCHMAN","2003-12-19T15:25:53.000","PATCHMAN","1"
"8","1","30","it.cnr.contabres.db.patch.base008.patch001.D030_U020MB_BATCH_LOG_TIPO 1.0","U020MB_BATCH_LOG_TIPO","30","2003-12-19T15:25:53.000","2003-12-19T15:25:53.000","PATCHMAN","2003-12-19T15:25:53.000","PATCHMAN","1"
"8","1","35","it.cnr.contabres.db.patch.base008.patch001.D035_U025MB_CONFIGURAZIONE_CNR 1.0","U025MB_CONFIGURAZIONE_CNR","35","2003-12-19T15:25:53.000","2003-12-19T15:25:53.000","PATCHMAN","2003-12-19T15:25:53.000","PATCHMAN","1"
"8","1","40","it.cnr.contabres.db.patch.base008.patch001.D040_V000XX_viste_procedure null","V000XX_viste_procedure","40","2003-12-19T15:28:03.000","2003-12-19T15:28:03.000","PATCHMAN","2003-12-19T15:28:03.000","PATCHMAN","1"
"8","2","5","it.cnr.contabres.db.patch.base008.patch002.D005_V000XX_viste_procedure null","V000XX_viste_procedure","5","2003-12-19T15:38:00.000","2003-12-19T15:38:00.000","PATCHMAN","2003-12-19T15:38:00.000","PATCHMAN","1"
