"cd_causale_annull","ds_causale_annull","dt_cancellazione","dacr","utcr","duva","utuv","pg_ver_rec"
"AR","Annullamento per sostituzione articolo in Riscontro Merce","NULL","2017-04-20T17:14:43.000","MIGRAZIONE","2005-05-05T15:37:38.000","ISS","1"
