"cd_catastale","dt_inizio_validita","importo","dt_fine_validita","pg_comune","dacr","utcr","duva","utuv","pg_ver_rec"
"F941","2016-02-05T00:00:00.000","8000.00","2200-12-31T01:00:00.000","5086","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"G075","2016-02-05T00:00:00.000","15000.00","2200-12-31T01:00:00.000","7930","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"G249","2016-02-05T00:00:00.000","13000.00","2016-11-04T00:00:00.000","4615","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-11-04T10:09:44.000","VSERRA","2"
"G968","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","5178","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"H910","2016-02-05T00:00:00.000","9000.00","2200-12-31T01:00:00.000","5873","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"I567","2016-02-05T00:00:00.000","8000.00","2200-12-31T01:00:00.000","6371","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"I869","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","6601","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"I919","2016-02-05T00:00:00.000","11999.99","2200-12-31T01:00:00.000","6641","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"L251","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","6894","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"L400","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","7010","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"L404","2016-02-05T00:00:00.000","15000.00","2200-12-31T01:00:00.000","7015","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"L544","2016-02-05T00:00:00.000","9999.99","2200-12-31T01:00:00.000","7127","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"L753","2016-02-05T00:00:00.000","5000.00","2200-12-31T01:00:00.000","7284","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"L894","2016-02-05T00:00:00.000","9999.99","2200-12-31T01:00:00.000","7379","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"F776","2016-02-05T00:00:00.000","7499.99","2200-12-31T01:00:00.000","7733","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"G927","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","7743","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"L712","2016-02-05T00:00:00.000","4999.99","2200-12-31T01:00:00.000","7770","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"A501","2016-02-05T00:00:00.000","5999.99","2200-12-31T01:00:00.000","390","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"C920","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","2152","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"D470","2016-02-05T00:00:00.000","7999.00","2200-12-31T01:00:00.000","2524","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"G404","2016-02-05T00:00:00.000","9999.99","2200-12-31T01:00:00.000","4733","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"G642","2016-02-05T00:00:00.000","10000.00","2016-11-04T00:00:00.000","4912","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-11-04T10:09:44.000","VSERRA","2"
"H327","2016-02-05T00:00:00.000","7000.00","2200-12-31T01:00:00.000","5425","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"I088","2016-02-05T00:00:00.000","6000.00","2200-12-31T01:00:00.000","6011","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"I206","2016-02-05T00:00:00.000","7500.00","2200-12-31T01:00:00.000","6096","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"I347","2016-02-05T00:00:00.000","5500.00","2200-12-31T01:00:00.000","6198","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"M124","2016-02-05T00:00:00.000","9000.00","2200-12-31T01:00:00.000","7556","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"B267","2016-02-05T00:00:00.000","8000.00","2200-12-31T01:00:00.000","938","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"D756","2016-02-05T00:00:00.000","7500.00","2200-12-31T01:00:00.000","2740","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"H984","2016-02-05T00:00:00.000","14999.99","2200-12-31T01:00:00.000","5934","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"I002","2016-02-05T00:00:00.000","12000.00","2200-12-31T01:00:00.000","5952","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"I049","2016-02-05T00:00:00.000","15000.00","2200-12-31T01:00:00.000","5977","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"M093","2016-02-05T00:00:00.000","7500.00","2200-12-31T01:00:00.000","7532","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"A324","2016-02-05T00:00:00.000","12000.00","2200-12-31T01:00:00.000","254","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"A558","2016-02-05T00:00:00.000","10000.00","2017-02-02T00:00:00.000","5118","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","02-FEB-17","1"
"A944","2016-02-05T00:00:00.000","12000.00","2200-12-31T01:00:00.000","707","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"B689","2016-02-05T00:00:00.000","8000.00","2200-12-31T01:00:00.000","3682","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"B880","2016-02-05T00:00:00.000","12000.00","2200-12-31T01:00:00.000","1380","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"B969","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","1523","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"C075","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","1514","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"D166","2016-02-05T00:00:00.000","8499.99","2200-12-31T01:00:00.000","2318","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"D878","2016-02-05T00:00:00.000","7499.99","2200-12-31T01:00:00.000","2834","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"E187","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","3072","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"F083","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","3744","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"G205","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","4583","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"G467","2016-02-05T00:00:00.000","10999.99","2200-12-31T01:00:00.000","5883","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"G570","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","4858","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"H896","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","5860","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"H945","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","5906","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"L762","2016-02-05T00:00:00.000","9000.00","2200-12-31T01:00:00.000","7286","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"M185","2016-02-05T00:00:00.000","9000.00","2200-12-31T01:00:00.000","7596","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"B180","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","878","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"F152","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","3795","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"G187","2016-02-05T00:00:00.000","8000.00","2200-12-31T01:00:00.000","4565","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"I396","2016-02-05T00:00:00.000","7500.00","2200-12-31T01:00:00.000","6235","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"A060","2016-02-05T00:00:00.000","9999.99","2200-12-31T01:00:00.000","48","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"A293","2016-02-05T00:00:00.000","12000.00","2200-12-31T01:00:00.000","233","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"A529","2016-02-05T00:00:00.000","6000.00","2200-12-31T01:00:00.000","416","2016-02-04T10:06:08.000","RPUCCIARELLI","2016-02-04T10:06:08.000","RPUCCIARELLI","1"
"F054","2016-02-05T00:00:00.000","8500.00","2200-12-31T01:00:00.000","3725","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"F101","2016-02-05T00:00:00.000","34999.99","2200-12-31T01:00:00.000","3759","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"F881","2016-02-05T00:00:00.000","7500.00","2200-12-31T01:00:00.000","4337","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"G325","2016-02-05T00:00:00.000","7499.99","2200-12-31T01:00:00.000","4675","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"I800","2016-02-05T00:00:00.000","12000.00","2200-12-31T01:00:00.000","6556","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"I887","2016-02-05T00:00:00.000","9999.99","2200-12-31T01:00:00.000","6616","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"I950","2016-02-05T00:00:00.000","7500.00","2200-12-31T01:00:00.000","6666","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"L010","2016-02-05T00:00:00.000","7500.00","2200-12-31T01:00:00.000","6709","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"L383","2016-02-05T00:00:00.000","12999.99","2200-12-31T01:00:00.000","6998","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"L462","2016-02-05T00:00:00.000","7499.99","2200-12-31T01:00:00.000","7064","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"L485","2016-02-05T00:00:00.000","7499.99","2200-12-31T01:00:00.000","7083","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"B553","2016-02-05T00:00:00.000","35000.00","2200-12-31T01:00:00.000","1138","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"E930","2016-02-05T00:00:00.000","15000.00","2200-12-31T01:00:00.000","3628","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"G687","2016-02-05T00:00:00.000","20000.00","2200-12-31T01:00:00.000","4953","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"I390","2016-02-05T00:00:00.000","14999.99","2016-11-04T00:00:00.000","6227","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-11-04T10:09:44.000","VSERRA","2"
"I454","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","6282","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"L019","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","6717","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"B141","2016-02-05T00:00:00.000","7999.99","2200-12-31T01:00:00.000","7966","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"B910","2016-02-05T00:00:00.000","12500.00","2200-12-31T01:00:00.000","7970","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"B958","2016-02-05T00:00:00.000","8000.00","2200-12-31T01:00:00.000","7972","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"B961","2016-02-05T00:00:00.000","12000.00","2016-11-04T00:00:00.000","7971","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-11-04T10:09:44.000","VSERRA","2"
"C329","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","7975","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"C555","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","7978","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"D068","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","7984","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"D159","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","7985","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"D868","2016-02-05T00:00:00.000","15000.00","2200-12-31T01:00:00.000","7987","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"E238","2016-02-05T00:00:00.000","16000.00","2200-12-31T01:00:00.000","7989","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"E627","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","7990","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"E840","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","7994","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"F149","2016-02-05T00:00:00.000","9999.99","2200-12-31T01:00:00.000","7999","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"F260","2016-02-05T00:00:00.000","15000.00","2200-12-31T01:00:00.000","8016","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"F801","2016-02-05T00:00:00.000","8870.00","2016-11-04T00:00:00.000","8001","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-11-04T10:09:44.000","VSERRA","2"
"G171","2016-02-05T00:00:00.000","12500.00","2200-12-31T01:00:00.000","8004","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"H701","2016-02-05T00:00:00.000","15000.00","2200-12-31T01:00:00.000","8006","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"I012","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","8008","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"I140","2016-02-05T00:00:00.000","12000.00","2200-12-31T01:00:00.000","8009","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"L977","2016-02-05T00:00:00.000","11999.99","2200-12-31T01:00:00.000","8020","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"M158","2016-02-05T00:00:00.000","9999.99","2200-12-31T01:00:00.000","8021","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"D708","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","2703","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"E472","2016-02-05T00:00:00.000","7999.99","2200-12-31T01:00:00.000","3292","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"H647","2016-02-05T00:00:00.000","15000.00","2200-12-31T01:00:00.000","5671","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"I892","2016-02-05T00:00:00.000","14999.99","2200-12-31T01:00:00.000","6620","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"L120","2016-02-05T00:00:00.000","8000.00","2200-12-31T01:00:00.000","6796","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"A560","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","438","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"A657","2016-02-05T00:00:00.000","12650.00","2200-12-31T01:00:00.000","508","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"B557","2016-02-05T00:00:00.000","15400.00","2200-12-31T01:00:00.000","1142","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"D874","2016-02-05T00:00:00.000","11000.00","2200-12-31T01:00:00.000","2831","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"F452","2016-02-05T00:00:00.000","14999.99","2200-12-31T01:00:00.000","4012","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"G628","2016-02-05T00:00:00.000","14500.00","2200-12-31T01:00:00.000","4902","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"G648","2016-02-05T00:00:00.000","14500.00","2200-12-31T01:00:00.000","4920","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"L833","2016-02-05T00:00:00.000","13000.00","2200-12-31T01:00:00.000","7337","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"L913","2016-02-05T00:00:00.000","14500.00","2200-12-31T01:00:00.000","7389","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"A087","2016-02-05T00:00:00.000","15000.00","2200-12-31T01:00:00.000","68","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"A376","2016-02-05T00:00:00.000","14999.99","2200-12-31T01:00:00.000","293","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"A668","2016-02-05T00:00:00.000","8000.00","2200-12-31T01:00:00.000","518","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"A818","2016-02-05T00:00:00.000","11999.99","2200-12-31T01:00:00.000","629","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"A849","2016-02-05T00:00:00.000","7500.00","2200-12-31T01:00:00.000","650","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"B187","2016-02-05T00:00:00.000","12500.00","2200-12-31T01:00:00.000","884","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"B289","2016-02-05T00:00:00.000","9999.99","2200-12-31T01:00:00.000","956","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"B729","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","1271","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"B798","2016-02-05T00:00:00.000","15000.00","2200-12-31T01:00:00.000","1321","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"C512","2016-02-05T00:00:00.000","10000.00","2016-11-04T00:00:00.000","1849","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-11-04T10:09:45.000","VSERRA","2"
"C566","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","1895","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"C820","2016-02-05T00:00:00.000","15000.00","2200-12-31T01:00:00.000","2085","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"D019","2016-02-05T00:00:00.000","12000.00","2200-12-31T01:00:00.000","2229","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"D038","2016-02-05T00:00:00.000","15000.00","2200-12-31T01:00:00.000","2237","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"E063","2016-02-05T00:00:00.000","15000.00","2200-12-31T01:00:00.000","2978","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"E530","2016-02-05T00:00:00.000","10000.00","2200-12-31T01:00:00.000","3337","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"E617","2016-02-05T00:00:00.000","13000.00","2200-12-31T01:00:00.000","3400","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"F704","2016-02-05T00:00:00.000","18000.00","2200-12-31T01:00:00.000","4206","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"F797","2016-02-05T00:00:00.000","15000.00","2200-12-31T01:00:00.000","4280","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"F944","2016-02-05T00:00:00.000","12000.00","2200-12-31T01:00:00.000","4389","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"H537","2016-02-05T00:00:00.000","15000.00","2200-12-31T01:00:00.000","5589","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"I625","2016-02-05T00:00:00.000","12000.00","2200-12-31T01:00:00.000","6413","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"I709","2016-02-05T00:00:00.000","12000.00","2200-12-31T01:00:00.000","6485","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"A947","2016-02-05T00:00:00.000","8000.00","2200-12-31T01:00:00.000","710","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"D042","2016-02-05T00:00:00.000","7500.00","2200-12-31T01:00:00.000","2240","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"D609","2016-02-05T00:00:00.000","7499.99","2200-12-31T01:00:00.000","2627","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"E783","2016-02-05T00:00:00.000","8500.00","2200-12-31T01:00:00.000","3517","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"F051","2016-02-05T00:00:00.000","7499.99","2200-12-31T01:00:00.000","3722","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"F454","2016-02-05T00:00:00.000","8500.00","2200-12-31T01:00:00.000","4014","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"F460","2016-02-05T00:00:00.000","8000.00","2200-12-31T01:00:00.000","4020","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"F482","2016-02-05T00:00:00.000","8500.00","2200-12-31T01:00:00.000","4037","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"F496","2016-02-05T00:00:00.000","8500.00","2200-12-31T01:00:00.000","4049","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"F552","2016-02-05T00:00:00.000","12000.00","2200-12-31T01:00:00.000","4097","2016-02-04T10:06:12.000","RPUCCIARELLI","2016-02-04T10:06:12.000","RPUCCIARELLI","1"
"F567","2016-02-05T00:00:00.000","7999.99","2016-11-04T00:00:00.000","5037","2016-02-04T10:06:13.000","RPUCCIARELLI","2016-11-04T10:09:44.000","VSERRA","2"
