"cd_catastale","dt_inizio_validita","importo","dt_fine_validita","pg_comune","dacr","utcr","duva","utuv","pg_ver_rec"
"L850","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","7351","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:32:00.000","RPUCCIARELLI","3"
"A564","2012-11-16T00:00:00.000","7500.00","2014-01-28T00:00:00.000","439","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:58.000","RPUCCIARELLI","3"
"H022","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","5216","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:58.000","RPUCCIARELLI","3"
"H575","2012-11-16T00:00:00.000","12000.00","2014-01-28T00:00:00.000","5616","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:59.000","RPUCCIARELLI","3"
"H303","2012-11-16T00:00:00.000","15000.00","2014-01-28T00:00:00.000","5398","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:46.000","RPUCCIARELLI","3"
"G353","2012-11-16T00:00:00.000","15000.00","2014-01-28T00:00:00.000","4695","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:59.000","RPUCCIARELLI","3"
"B410","2012-11-16T00:00:00.000","15000.00","2014-01-28T00:00:00.000","1032","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:58.000","RPUCCIARELLI","3"
"I533","2012-11-16T00:00:00.000","8000.00","2014-01-28T00:00:00.000","6343","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:32:00.000","RPUCCIARELLI","3"
"G968","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","5178","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:59.000","RPUCCIARELLI","3"
"D403","2012-11-16T00:00:00.000","9000.00","2014-01-28T00:00:00.000","2474","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:38.000","RPUCCIARELLI","3"
"I865","2012-11-16T00:00:00.000","15000.00","2014-01-28T00:00:00.000","6598","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:49.000","RPUCCIARELLI","3"
"H688","2012-11-16T00:00:00.000","9000.00","2014-01-28T00:00:00.000","5697","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:32:00.000","RPUCCIARELLI","3"
"B282","2012-11-16T00:00:00.000","6000.00","2014-01-28T00:00:00.000","949","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:32:00.000","RPUCCIARELLI","3"
"F242","2012-11-16T00:00:00.000","10750.00","2014-01-28T00:00:00.000","3859","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:32:00.000","RPUCCIARELLI","3"
"A467","2012-11-16T00:00:00.000","15000.00","2014-01-28T00:00:00.000","363","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:32:00.000","RPUCCIARELLI","3"
"B985","2012-11-16T00:00:00.000","7500.00","2014-01-28T00:00:00.000","1458","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:59.000","RPUCCIARELLI","3"
"I243","2012-11-16T00:00:00.000","15000.00","2014-01-28T00:00:00.000","7879","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:36.000","RPUCCIARELLI","3"
"L404","2012-11-16T00:00:00.000","15000.00","2014-01-28T00:00:00.000","7015","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:32:01.000","RPUCCIARELLI","3"
"D627","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","2640","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:58.000","RPUCCIARELLI","3"
"L500","2012-11-16T00:00:00.000","8000.00","2014-01-28T00:00:00.000","7094","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:32:01.000","RPUCCIARELLI","3"
"M298","2012-11-16T00:00:00.000","15000.00","2014-01-28T00:00:00.000","7615","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:58.000","RPUCCIARELLI","3"
"D691","2012-11-16T00:00:00.000","8000.00","2014-01-28T00:00:00.000","2690","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:58.000","RPUCCIARELLI","3"
"F055","2012-11-16T00:00:00.000","7500.00","2014-01-28T00:00:00.000","3726","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:50.000","RPUCCIARELLI","3"
"C332","2012-11-16T00:00:00.000","15000.00","2016-02-03T00:00:00.000","1718","2012-11-15T11:26:30.000","VSERRA","2015-01-20T11:10:43.000","VSERRA","3"
"F710","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","4212","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:54.000","RPUCCIARELLI","3"
"L047","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","6738","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:58.000","RPUCCIARELLI","3"
"C370","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","1747","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:49.000","RPUCCIARELLI","3"
"A657","2012-11-16T00:00:00.000","12000.00","2013-10-30T00:00:00.000","508","2012-11-15T11:26:30.000","VSERRA","2013-10-30T10:11:31.000","VSERRA","3"
"A264","2012-11-16T00:00:00.000","12000.00","2014-01-28T00:00:00.000","210","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:59.000","RPUCCIARELLI","3"
"E512","2012-11-16T00:00:00.000","15000.00","2014-01-28T00:00:00.000","3323","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:54.000","RPUCCIARELLI","3"
"B763","2012-11-16T00:00:00.000","9000.00","2014-01-28T00:00:00.000","7807","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:58.000","RPUCCIARELLI","3"
"B070","2012-11-16T00:00:00.000","10000.00","2013-11-28T00:00:00.000","802","2012-11-15T11:26:30.000","VSERRA","2013-11-28T12:34:05.000","VSERRA","3"
"B485","2012-11-16T00:00:00.000","12000.00","2014-01-28T00:00:00.000","1085","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:32:00.000","RPUCCIARELLI","3"
"D611","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","2628","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:42.000","RPUCCIARELLI","3"
"D253","2012-11-16T00:00:00.000","8000.00","2014-01-28T00:00:00.000","8048","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:57.000","RPUCCIARELLI","3"
"M170","2012-11-16T00:00:00.000","15000.00","2014-01-28T00:00:00.000","7583","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:57.000","RPUCCIARELLI","3"
"F749","2012-11-16T00:00:00.000","15000.00","2016-02-03T00:00:00.000","4247","2012-11-15T11:26:30.000","VSERRA","2015-01-20T11:10:48.000","VSERRA","3"
"E447","2012-11-16T00:00:00.000","6250.00","2014-01-28T00:00:00.000","3268","2012-11-15T11:26:30.000","VSERRA","2014-01-28T15:31:56.000","RPUCCIARELLI","3"
"G852","2012-11-16T00:00:00.000","11500.00","2014-01-28T00:00:00.000","5087","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:49.000","RPUCCIARELLI","3"
"F043","2012-11-16T00:00:00.000","12000.00","2014-01-28T00:00:00.000","5935","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:57.000","RPUCCIARELLI","3"
"A434","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","334","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:57.000","RPUCCIARELLI","3"
"G879","2012-11-16T00:00:00.000","12000.00","2014-01-28T00:00:00.000","5110","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:46.000","RPUCCIARELLI","3"
"H119","2012-11-16T00:00:00.000","8500.00","2014-01-28T00:00:00.000","5273","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:45.000","RPUCCIARELLI","3"
"G601","2012-11-16T00:00:00.000","8000.00","2014-01-28T00:00:00.000","4877","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:57.000","RPUCCIARELLI","3"
"B413","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","1034","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:57.000","RPUCCIARELLI","3"
"C309","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","1694","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:57.000","RPUCCIARELLI","3"
"H601","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","5636","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:56.000","RPUCCIARELLI","3"
"B539","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","1126","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:57.000","RPUCCIARELLI","3"
"D547","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","2582","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:57.000","RPUCCIARELLI","3"
"L349","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","6975","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:57.000","RPUCCIARELLI","3"
"M180","2012-11-16T00:00:00.000","12000.00","2014-01-28T00:00:00.000","7592","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:57.000","RPUCCIARELLI","3"
"C351","2012-11-16T00:00:00.000","7500.00","2014-01-28T00:00:00.000","1736","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:57.000","RPUCCIARELLI","3"
"E153","2012-11-16T00:00:00.000","8000.00","2014-01-28T00:00:00.000","7655","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:46.000","RPUCCIARELLI","3"
"B303","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","966","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:56.000","RPUCCIARELLI","3"
"D042","2012-11-16T00:00:00.000","7500.00","2014-01-28T00:00:00.000","2240","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:42.000","RPUCCIARELLI","3"
"G206","2012-11-16T00:00:00.000","7500.00","2014-01-28T00:00:00.000","4585","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:54.000","RPUCCIARELLI","3"
"G834","2012-11-16T00:00:00.000","7500.00","2014-01-28T00:00:00.000","5068","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:48.000","RPUCCIARELLI","3"
"A231","2012-11-16T00:00:00.000","12000.00","2014-01-28T00:00:00.000","182","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:56.000","RPUCCIARELLI","3"
"B091","2012-11-16T00:00:00.000","55000.00","2014-01-28T00:00:00.000","817","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:56.000","RPUCCIARELLI","3"
"G170","2012-11-16T00:00:00.000","15000.00","2014-01-28T00:00:00.000","4553","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:56.000","RPUCCIARELLI","3"
"G650","2012-11-16T00:00:00.000","12000.00","2014-11-19T14:52:52.000","4923","2012-11-15T11:26:31.000","VSERRA","2013-01-22T08:38:49.000","VSERRA","2"
"F209","2012-11-16T00:00:00.000","7500.00","2014-01-28T00:00:00.000","3835","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:46.000","RPUCCIARELLI","3"
"I786","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","6545","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:56.000","RPUCCIARELLI","3"
"B648","2012-11-16T00:00:00.000","14500.00","2014-01-28T00:00:00.000","1210","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:37.000","RPUCCIARELLI","3"
"G224","2012-11-16T00:00:00.000","15000.00","2014-01-28T00:00:00.000","4598","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:57.000","RPUCCIARELLI","3"
"B390","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","1016","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:56.000","RPUCCIARELLI","3"
"G673","2012-11-16T00:00:00.000","9000.00","2014-01-28T00:00:00.000","4940","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:56.000","RPUCCIARELLI","3"
"C113","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","1539","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:56.000","RPUCCIARELLI","3"
"E627","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","7990","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:56.000","RPUCCIARELLI","3"
"M212","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","3226","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:48.000","RPUCCIARELLI","3"
"E435","2012-11-16T00:00:00.000","13000.00","2014-01-28T00:00:00.000","3258","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:54.000","RPUCCIARELLI","3"
"E493","2012-11-16T00:00:00.000","7500.00","2014-01-28T00:00:00.000","3311","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:56.000","RPUCCIARELLI","3"
"I796","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","6552","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:56.000","RPUCCIARELLI","3"
"C750","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","2033","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:44.000","RPUCCIARELLI","3"
"M014","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","7471","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:56.000","RPUCCIARELLI","3"
"L049","2012-11-16T00:00:00.000","15000.00","2014-01-28T00:00:00.000","6740","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:55.000","RPUCCIARELLI","3"
"D141","2012-11-16T00:00:00.000","15000.00","2014-01-28T00:00:00.000","2304","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:55.000","RPUCCIARELLI","3"
"C624","2012-11-16T00:00:00.000","15000.00","2014-01-28T00:00:00.000","1938","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:54.000","RPUCCIARELLI","3"
"F475","2012-11-16T00:00:00.000","8000.00","2014-01-28T00:00:00.000","4031","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:57.000","RPUCCIARELLI","3"
"B885","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","1387","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:55.000","RPUCCIARELLI","3"
"D938","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","2879","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:55.000","RPUCCIARELLI","3"
"C537","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","1869","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:55.000","RPUCCIARELLI","3"
"I124","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","6031","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:55.000","RPUCCIARELLI","3"
"B812","2012-11-16T00:00:00.000","11000.00","2014-01-28T00:00:00.000","1331","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:55.000","RPUCCIARELLI","3"
"H541","2012-11-16T00:00:00.000","12000.00","2014-01-28T00:00:00.000","5591","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:55.000","RPUCCIARELLI","3"
"C059","2012-11-16T00:00:00.000","12000.00","2014-01-28T00:00:00.000","1499","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:55.000","RPUCCIARELLI","3"
"L117","2012-11-16T00:00:00.000","12000.00","2014-01-28T00:00:00.000","6794","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:54.000","RPUCCIARELLI","3"
"D868","2012-11-16T00:00:00.000","13000.00","2014-01-28T00:00:00.000","7987","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:59.000","RPUCCIARELLI","3"
"I138","2012-11-16T00:00:00.000","15000.00","2014-01-28T00:00:00.000","6042","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:54.000","RPUCCIARELLI","3"
"D038","2012-11-16T00:00:00.000","15000.00","2014-01-28T00:00:00.000","2237","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:59.000","RPUCCIARELLI","3"
"I801","2012-11-16T00:00:00.000","15000.00","2014-01-28T00:00:00.000","6557","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:53.000","RPUCCIARELLI","3"
"D621","2012-11-16T00:00:00.000","26000.00","2013-10-30T00:00:00.000","2639","2012-11-15T11:26:31.000","VSERRA","2013-10-30T10:11:31.000","VSERRA","3"
"H569","2012-11-16T00:00:00.000","7500.00","2014-01-28T00:00:00.000","5613","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:40.000","RPUCCIARELLI","3"
"G803","2012-11-16T00:00:00.000","7500.00","2014-01-28T00:00:00.000","5044","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:50.000","RPUCCIARELLI","3"
"H174","2012-11-16T00:00:00.000","8000.00","2013-10-30T00:00:00.000","5308","2012-11-15T11:26:31.000","VSERRA","2013-10-30T10:11:30.000","VSERRA","3"
"B915","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","7037","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:54.000","RPUCCIARELLI","3"
"D229","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","2362","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:54.000","RPUCCIARELLI","3"
"C313","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","1700","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:45.000","RPUCCIARELLI","3"
"G672","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","4939","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:54.000","RPUCCIARELLI","3"
"C110","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","1685","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:50.000","RPUCCIARELLI","3"
"C669","2012-11-16T00:00:00.000","10000.00","2013-10-30T00:00:00.000","7610","2012-11-15T11:26:31.000","VSERRA","2013-10-30T10:11:31.000","VSERRA","3"
"G041","2012-11-16T00:00:00.000","10000.00","2014-01-28T00:00:00.000","4455","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:54.000","RPUCCIARELLI","3"
"L606","2012-11-16T00:00:00.000","12000.00","2014-01-28T00:00:00.000","7768","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:54.000","RPUCCIARELLI","3"
"B875","2012-11-16T00:00:00.000","12000.00","2014-01-28T00:00:00.000","1385","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:48.000","RPUCCIARELLI","3"
"B593","2012-11-16T00:00:00.000","12000.00","2014-01-28T00:00:00.000","1170","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:32:01.000","RPUCCIARELLI","3"
"B292","2012-11-16T00:00:00.000","13000.00","2014-01-28T00:00:00.000","957","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:55.000","RPUCCIARELLI","3"
"E230","2012-11-16T00:00:00.000","13000.00","2014-01-28T00:00:00.000","3107","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:54.000","RPUCCIARELLI","3"
"C408","2012-11-16T00:00:00.000","13000.00","2014-01-28T00:00:00.000","1775","2012-11-15T11:26:31.000","VSERRA","2014-01-28T15:31:54.000","RPUCCIARELLI","3"
"I120","2012-11-16T00:00:00.000","15000.00","2013-10-30T00:00:00.000","6027","2012-11-15T11:26:31.000","VSERRA","2013-10-30T10:11:31.000","VSERRA","3"
"D333","2014-01-29T00:00:00.000","9000.00","2015-11-23T00:00:00.000","2431","2014-01-28T16:04:59.000","RPUCCIARELLI","2015-11-23T14:43:20.000","VSERRA","3"
"C003","2014-01-29T00:00:00.000","8000.00","2015-11-23T00:00:00.000","1468","2014-01-28T16:04:59.000","RPUCCIARELLI","2015-11-23T14:43:21.000","VSERRA","3"
"F552","2014-01-29T00:00:00.000","8500.00","2015-01-20T00:00:00.000","4097","2014-01-28T16:04:59.000","RPUCCIARELLI","2015-01-20T12:52:05.000","VSERRA","3"
"G803","2014-01-29T00:00:00.000","7500.00","2014-11-19T00:00:00.000","5044","2014-01-28T16:04:59.000","RPUCCIARELLI","2014-11-19T16:46:59.000","RPUCCIARELLI","2"
"D348","2014-01-29T00:00:00.000","5165.00","2015-11-23T00:00:00.000","2439","2014-01-28T16:04:59.000","RPUCCIARELLI","2015-11-23T14:43:24.000","VSERRA","3"
"A084","2014-01-29T00:00:00.000","16000.00","2015-01-20T00:00:00.000","66","2014-01-28T16:04:59.000","RPUCCIARELLI","2015-01-20T12:52:04.000","VSERRA","3"
"A006","2014-01-29T00:00:00.000","12000.00","2016-02-03T00:00:00.000","2","2014-01-28T16:04:59.000","RPUCCIARELLI","2015-01-20T11:10:39.000","VSERRA","2"
"L522","2014-01-29T00:00:00.000","11000.00","2014-11-19T00:00:00.000","7112","2014-01-28T16:04:59.000","RPUCCIARELLI","2014-11-19T16:47:01.000","RPUCCIARELLI","2"
"B934","2014-01-29T00:00:00.000","11000.00","2015-01-20T00:00:00.000","1424","2014-01-28T16:04:59.000","RPUCCIARELLI","2015-01-20T12:52:04.000","VSERRA","3"
"A805","2014-01-29T00:00:00.000","10000.00","2014-11-19T00:00:00.000","619","2014-01-28T16:04:59.000","RPUCCIARELLI","2014-11-19T16:47:02.000","RPUCCIARELLI","2"
"D158","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","2314","2014-01-28T16:04:59.000","RPUCCIARELLI","2014-01-28T16:04:59.000","RPUCCIARELLI","1"
"D645","2014-01-29T00:00:00.000","10000.00","2015-01-20T00:00:00.000","2655","2014-01-28T16:04:59.000","RPUCCIARELLI","2015-01-20T12:52:05.000","VSERRA","3"
"B187","2014-01-29T00:00:00.000","10000.00","2014-11-19T00:00:00.000","884","2014-01-28T16:04:59.000","RPUCCIARELLI","2014-11-19T16:47:01.000","RPUCCIARELLI","2"
"F247","2014-01-29T00:00:00.000","10000.00","2014-11-19T00:00:00.000","3862","2014-01-28T16:04:59.000","RPUCCIARELLI","2014-11-19T16:47:04.000","RPUCCIARELLI","2"
"L779","2014-01-29T00:00:00.000","10000.00","2015-01-20T00:00:00.000","7299","2014-01-28T16:04:59.000","RPUCCIARELLI","2015-01-20T12:52:06.000","VSERRA","3"
"F844","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","4309","2014-01-28T16:04:59.000","RPUCCIARELLI","2015-01-20T11:10:48.000","VSERRA","2"
"C824","2014-01-29T00:00:00.000","10000.00","2015-01-20T00:00:00.000","2088","2014-01-28T16:04:59.000","RPUCCIARELLI","2015-01-20T12:52:05.000","VSERRA","3"
"E263","2014-01-29T00:00:00.000","10000.00","2015-01-20T00:00:00.000","3133","2014-01-28T16:04:59.000","RPUCCIARELLI","2015-01-20T12:52:05.000","VSERRA","3"
"B182","2014-01-29T00:00:00.000","10000.00","2014-11-19T00:00:00.000","880","2014-01-28T16:04:59.000","RPUCCIARELLI","2014-11-19T16:46:58.000","RPUCCIARELLI","2"
"A376","2014-01-29T00:00:00.000","15000.00","2015-01-20T00:00:00.000","293","2014-01-28T16:04:59.000","RPUCCIARELLI","2015-01-20T12:52:04.000","VSERRA","3"
"L923","2014-01-29T00:00:00.000","9000.00","2016-02-03T00:00:00.000","7396","2014-01-28T16:04:59.000","RPUCCIARELLI","2014-01-28T16:04:59.000","RPUCCIARELLI","1"
"G208","2014-01-29T00:00:00.000","8000.00","2015-01-20T00:00:00.000","4587","2014-01-28T16:04:59.000","RPUCCIARELLI","2015-01-20T12:52:06.000","VSERRA","3"
"C069","2014-01-29T00:00:00.000","8000.00","2014-11-19T00:00:00.000","1509","2014-01-28T16:04:59.000","RPUCCIARELLI","2014-11-19T16:46:59.000","RPUCCIARELLI","2"
"F299","2014-01-29T00:00:00.000","8000.00","2016-02-03T00:00:00.000","5131","2014-01-28T16:04:59.000","RPUCCIARELLI","2015-01-20T11:10:47.000","VSERRA","2"
"H175","2014-01-29T00:00:00.000","7500.00","2015-01-20T00:00:00.000","5309","2014-01-28T16:04:59.000","RPUCCIARELLI","2015-01-20T12:52:06.000","VSERRA","3"
"A742","2014-01-29T00:00:00.000","40000.00","2015-01-20T00:00:00.000","7630","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T12:52:04.000","VSERRA","3"
"I082","2014-01-29T00:00:00.000","15000.00","2014-11-19T00:00:00.000","6001","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:47:01.000","RPUCCIARELLI","2"
"B129","2014-01-29T00:00:00.000","13000.00","2015-01-20T00:00:00.000","1676","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T12:52:04.000","VSERRA","3"
"B019","2014-01-29T00:00:00.000","12000.00","2016-02-03T00:00:00.000","764","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:11:08.000","VSERRA","2"
"E606","2014-01-29T00:00:00.000","10000.00","2015-01-20T00:00:00.000","3392","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T12:52:05.000","VSERRA","3"
"H537","2014-01-29T00:00:00.000","10000.00","2015-01-20T00:00:00.000","5589","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T12:52:06.000","VSERRA","3"
"A940","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","705","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:40.000","VSERRA","2"
"A429","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","329","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:40.000","VSERRA","2"
"I741","2014-01-29T00:00:00.000","10000.00","2015-01-20T00:00:00.000","6512","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T12:52:06.000","VSERRA","3"
"H174","2014-01-29T00:00:00.000","10000.00","2014-11-19T00:00:00.000","5308","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:46:58.000","RPUCCIARELLI","2"
"E256","2014-01-29T00:00:00.000","10000.00","2015-11-23T00:00:00.000","3129","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-11-23T14:43:22.000","VSERRA","3"
"F636","2014-01-29T00:00:00.000","10000.00","2015-11-23T00:00:00.000","4158","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-11-23T14:43:23.000","VSERRA","3"
"C237","2014-01-29T00:00:00.000","10000.00","2015-01-20T00:00:00.000","1639","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T12:52:04.000","VSERRA","3"
"A246","2014-01-29T00:00:00.000","7500.00","2015-01-20T00:00:00.000","195","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T12:52:04.000","VSERRA","3"
"F051","2014-01-29T00:00:00.000","7500.00","2015-01-20T00:00:00.000","3722","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T12:52:05.000","VSERRA","3"
"I315","2014-01-29T00:00:00.000","7000.00","2014-11-19T00:00:00.000","6176","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:47:00.000","RPUCCIARELLI","2"
"F032","2014-01-29T00:00:00.000","6500.00","2016-02-03T00:00:00.000","3712","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:47.000","VSERRA","2"
