"cd_cig","cd_terzo_rup","cd_unita_organizzativa","ds_cig","fl_valido","dacr","utcr","duva","utuv","pg_ver_rec"
"1221312321","1317","000.009","CIG PROVA","Y","2018-01-04T16:00:09.000","RPAGANO","2018-01-04T16:01:09.000","RPAGANO","2"
