"cd_chiave","val01","val02","im01","im02","dt01","fl01","dacr","utcr","duva","utuv","pg_ver_rec"
"NR_LIVELLI_CONSULTAZIONI","NULL","NULL","1","NULL","NULL","NULL","2010-09-09T17:42:18.000","CED","2010-09-09T17:42:18.000","CED","1"
