"cd_gruppo_file","ds_gruppo_file","dacr","utcr","duva","utuv","pg_ver_rec"
"00001","Gruppo di file utilizzabili per la pubblicazione di documenti cartacei (es. Contratti, Avvisi da pubblicare, etc.)","2008-02-07T00:00:00.000","S.I.","2008-02-07T00:00:00.000","S.I.","1"
