"esercizio","cd_unita_funzionale","cd_chiave_primaria","cd_chiave_secondaria","val01","val02","val03","val04","im01","im02","dt01","dt02","dacr","utcr","duva","utuv","pg_ver_rec"
"0","*","SPLIT_PAYMENT","PASSIVA_PROF","null","null","null","null","null","null","2017-07-01","2018-07-13","2018-07-18","CED","2018-07-18","CED","1"
