"pg_nazione","cd_gruppo_inquadramento","dt_inizio_validita","im_diaria","cd_divisa","dt_fine_validita","duva","utcr","dacr","utuv","pg_ver_rec"
"102","2","2002-01-01T00:00:00.000","161.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"105","2","2002-01-01T00:00:00.000","161.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"136","2","2002-01-01T00:00:00.000","161.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"98","2","2002-01-01T00:00:00.000","161.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"142","2","2002-01-01T00:00:00.000","161.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"27","2","2002-01-01T00:00:00.000","161.69","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"96","2","2002-01-01T00:00:00.000","164.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"104","2","2002-01-01T00:00:00.000","165.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"106","2","2002-01-01T00:00:00.000","165.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"202","2","2002-01-01T00:00:00.000","168.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"204","2","2002-01-01T00:00:00.000","168.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"197","2","2002-01-01T00:00:00.000","168.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"201","2","2002-01-01T00:00:00.000","168.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"111","2","2002-01-01T00:00:00.000","172.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"117","2","2002-01-01T00:00:00.000","172.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"137","2","2002-01-01T00:00:00.000","180.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"131","2","2002-01-01T00:00:00.000","180.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"121","2","2002-01-01T00:00:00.000","180.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"119","2","2002-01-01T00:00:00.000","180.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"115","2","2002-01-01T00:00:00.000","180.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"116","2","2002-01-01T00:00:00.000","180.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"76","2","2002-01-01T00:00:00.000","186.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"158","2","2002-01-01T00:00:00.000","187.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"86","2","2002-01-01T00:00:00.000","196.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"49","2","2002-01-01T00:00:00.000","196.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"258","2","2002-01-01T00:00:00.000","196.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"67","2","2002-01-01T00:00:00.000","197.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"17","2","2002-01-01T00:00:00.000","200.43","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"25","2","2002-01-01T00:00:00.000","224.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"78","2","2002-01-01T00:00:00.000","233.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"34","2","2002-01-01T00:00:00.000","996.00","NOK","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"12","2","2002-01-01T00:00:00.000","1088.00","DKK","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"1","2","2002-01-01T00:00:00.000","28.82","EURO","2200-12-31T01:00:00.000","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"48","3","2002-01-01T00:00:00.000","88.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"227","4","2002-01-01T00:00:00.000","103.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"49","3","2002-01-01T00:00:00.000","186.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"86","3","2002-01-01T00:00:00.000","186.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"67","3","2002-01-01T00:00:00.000","190.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"35","3","2002-01-01T00:00:00.000","191.04","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"78","3","2002-01-01T00:00:00.000","224.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"45","3","2002-01-01T00:00:00.000","312.00","CHF","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"12","3","2002-01-01T00:00:00.000","1026.00","DKK","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"44","3","2002-01-01T00:00:00.000","1179.00","SEK","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"20","4","2002-01-01T00:00:00.000","82.17","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"71","4","2002-01-01T00:00:00.000","83.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"19","4","2002-01-01T00:00:00.000","85.00","GBP","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"29","4","2002-01-01T00:00:00.000","86.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"36","4","2002-01-01T00:00:00.000","86.73","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"224","4","2002-01-01T00:00:00.000","87.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"205","4","2002-01-01T00:00:00.000","90.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"8","4","2002-01-01T00:00:00.000","90.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"47","4","2002-01-01T00:00:00.000","94.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"118","4","2002-01-01T00:00:00.000","97.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"200","3","2002-01-01T00:00:00.000","146.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"93","3","2002-01-01T00:00:00.000","150.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"142","3","2002-01-01T00:00:00.000","151.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"105","3","2002-01-01T00:00:00.000","151.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"102","3","2002-01-01T00:00:00.000","151.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"98","3","2002-01-01T00:00:00.000","151.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"136","3","2002-01-01T00:00:00.000","151.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"129","3","2002-01-01T00:00:00.000","151.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"149","3","2002-01-01T00:00:00.000","151.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"27","3","2002-01-01T00:00:00.000","152.44","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"5","3","2002-01-01T00:00:00.000","152.44","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"143","3","2002-01-01T00:00:00.000","156.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"104","3","2002-01-01T00:00:00.000","156.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"106","3","2002-01-01T00:00:00.000","156.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"107","3","2002-01-01T00:00:00.000","156.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"96","3","2002-01-01T00:00:00.000","158.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"197","3","2002-01-01T00:00:00.000","161.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"201","3","2002-01-01T00:00:00.000","161.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"192","3","2002-01-01T00:00:00.000","161.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"202","3","2002-01-01T00:00:00.000","161.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"77","3","2002-01-01T00:00:00.000","164.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"111","3","2002-01-01T00:00:00.000","164.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"116","3","2002-01-01T00:00:00.000","170.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"119","3","2002-01-01T00:00:00.000","170.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"121","3","2002-01-01T00:00:00.000","170.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"120","3","2002-01-01T00:00:00.000","170.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"126","3","2002-01-01T00:00:00.000","170.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"140","3","2002-01-01T00:00:00.000","170.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"97","3","2002-01-01T00:00:00.000","173.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"76","3","2002-01-01T00:00:00.000","177.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"4","3","2002-01-01T00:00:00.000","182.12","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"84","3","2002-01-01T00:00:00.000","186.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"52","3","2002-01-01T00:00:00.000","186.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"264","3","2002-01-01T00:00:00.000","135.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"80","3","2002-01-01T00:00:00.000","135.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"150","3","2002-01-01T00:00:00.000","140.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"130","3","2002-01-01T00:00:00.000","140.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"62","3","2002-01-01T00:00:00.000","140.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"88","3","2002-01-01T00:00:00.000","145.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"57","3","2002-01-01T00:00:00.000","145.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"190","3","2002-01-01T00:00:00.000","145.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"100","3","2002-01-01T00:00:00.000","145.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"70","3","2002-01-01T00:00:00.000","146.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"90","3","2002-01-01T00:00:00.000","118.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"53","3","2002-01-01T00:00:00.000","118.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"99","3","2002-01-01T00:00:00.000","118.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"132","3","2002-01-01T00:00:00.000","118.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"81","3","2002-01-01T00:00:00.000","118.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"128","3","2002-01-01T00:00:00.000","118.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"127","3","2002-01-01T00:00:00.000","118.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"122","3","2002-01-01T00:00:00.000","118.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"141","3","2002-01-01T00:00:00.000","118.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"203","3","2002-01-01T00:00:00.000","118.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"22","3","2002-01-01T00:00:00.000","119.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"171","3","2002-01-01T00:00:00.000","119.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"174","3","2002-01-01T00:00:00.000","119.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"193","3","2002-01-01T00:00:00.000","119.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"176","3","2002-01-01T00:00:00.000","121.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"178","3","2002-01-01T00:00:00.000","121.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"167","3","2002-01-01T00:00:00.000","121.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"135","3","2002-01-01T00:00:00.000","122.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"124","3","2002-01-01T00:00:00.000","122.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"148","3","2002-01-01T00:00:00.000","122.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"147","3","2002-01-01T00:00:00.000","122.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"69","3","2002-01-01T00:00:00.000","125.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"83","3","2002-01-01T00:00:00.000","125.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"54","3","2002-01-01T00:00:00.000","129.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"185","3","2002-01-01T00:00:00.000","130.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"169","3","2002-01-01T00:00:00.000","130.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"170","3","2002-01-01T00:00:00.000","130.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"163","3","2002-01-01T00:00:00.000","130.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"162","3","2002-01-01T00:00:00.000","130.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"168","3","2002-01-01T00:00:00.000","130.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"180","3","2002-01-01T00:00:00.000","130.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"276","3","2002-01-01T00:00:00.000","131.11","EURO","2006-07-03T23:59:59.000","2006-07-13T17:53:25.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","CED","2"
"7","3","2002-01-01T00:00:00.000","132.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"146","3","2002-01-01T00:00:00.000","132.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"11","3","2002-01-01T00:00:00.000","132.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"42","3","2002-01-01T00:00:00.000","132.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
"28","3","2002-01-01T00:00:00.000","132.00","USD","2002-12-31T00:00:00.000","2003-03-27T00:00:00.000","$$$$$CINECA$$$$$","2003-01-13T00:00:00.000","$$$$$CINECA$$$$$","1"
