"esercizio","cd_causale_coge","ds_causale","ti_causale_coge","centro_costo","dt_cancellazione","dacr","duva","utuv","utcr","pg_ver_rec"
"2005","LIQUID_IVA_SALDO","Liquidazione IVA saldo versato","A","NULL","NULL","2004-12-30T12:04:56.000","2004-12-30T12:04:56.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2005","CARICO_BENE_DUREVOLE","Carico di bene durevole","A","NULL","NULL","2004-12-30T12:04:56.000","2004-12-30T12:04:56.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2005","MIGRAZIONE_BENI","Migrazione beni durevoli","A","NULL","NULL","2004-12-30T12:04:56.000","2004-12-30T12:04:56.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2005","DISMISSIONE_BENE_DUREVOLE_TRASF","Dismissione di bene durevole da trasferimento","A","NULL","NULL","2004-12-30T12:04:56.000","2004-12-30T12:04:56.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2005","CARICO_BENE_DUREVOLE_TRASF","Carico di bene durevole da trasferimento","A","NULL","NULL","2004-12-30T12:04:56.000","2004-12-30T12:04:56.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2006","ANNULLAMENTO_RIGHE_DOC_ESERCIZIO_CHIUSO","Annullamento di righe di documento amministrativo di esercizio chiuso","A","NULL","NULL","2007-05-31T16:25:38.000","2007-05-31T16:25:38.000","SI_SF","SI_SF","1"
"2007","ANNULLAMENTO_RIGHE_DOC_ESERCIZIO_CHIUSO","Annullamento di righe di documento amministrativo di esercizio chiuso","A","NULL","NULL","2007-05-31T16:25:38.000","2007-05-31T16:25:38.000","SI_SF","SI_SF","1"
"2013","AMMORTAMENTO","Ammortamento","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","ANNULLAMENTO_DOC_ESERCIZIO_CHIUSO","Annullamento (congelamento) di documento amministrativo di esercizio chiuso","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","CHIUSURA_CONTO_ECONOMICO","Chiusura del conto economico","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","CHIUSURA_STATO_PATRIMONIALE","Chiusura dello stato patrimoniale","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","DETERMINAZIONE_UTILE_PERDITA","Determinazione utile/perdita d'esercizio","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","DISMISSIONE_BENE_DUREVOLE","Dismissione di bene durevole","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","PERDITE_SU_CAMBI","Perdite su cambi per crediti/debiti","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","RATEI","Ratei","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","RATEI_P2","Ratei parte 2","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","RIAPERTURA_CONTI","Riapertura dei conti","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","RISCONTI","Risconti","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","RISCONTI_P2","Risconti parte 2","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","UTILE_SU_CAMBI","Utile su cambi per crediti/debiti","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","PAGAMENTO_1210","Pagamento documento con modulo 1210","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","CASSA_BANCA","Scrittura cassa banca","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","LIQUID_IVA_VENDITE","Liquidazione IVA vendite","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","LIQUID_IVA_ACQUISTI","Liquidazione IVA acquisti","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","LIQUID_IVA_SALDO","Liquidazione IVA saldo versato","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","CARICO_BENE_DUREVOLE","Carico di bene durevole","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","MIGRAZIONE_BENI","Migrazione beni durevoli","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","DISMISSIONE_BENE_DUREVOLE_TRASF","Dismissione di bene durevole da trasferimento","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","CARICO_BENE_DUREVOLE_TRASF","Carico di bene durevole da trasferimento","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","ANNULLAMENTO_RIGHE_DOC_ESERCIZIO_CHIUSO","Annullamento di righe di documento amministrativo di esercizio chiuso","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","RATEI_QUOTA","Ratei (competenza parzialmente in esercizio precedente)","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2013","RATEI_QUOTA_P2","Ratei parte 2 (competenza parzialmente in esercizio precedente)","A","NULL","NULL","2012-12-20T11:19:06.000","2012-12-20T11:19:06.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","AMMORTAMENTO","Ammortamento","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","ANNULLAMENTO_DOC_ESERCIZIO_CHIUSO","Annullamento (congelamento) di documento amministrativo di esercizio chiuso","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","CHIUSURA_CONTO_ECONOMICO","Chiusura del conto economico","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","CHIUSURA_STATO_PATRIMONIALE","Chiusura dello stato patrimoniale","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","DETERMINAZIONE_UTILE_PERDITA","Determinazione utile/perdita d'esercizio","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","DISMISSIONE_BENE_DUREVOLE","Dismissione di bene durevole","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","PERDITE_SU_CAMBI","Perdite su cambi per crediti/debiti","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","RATEI","Ratei","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","RATEI_P2","Ratei parte 2","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","RIAPERTURA_CONTI","Riapertura dei conti","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","RISCONTI","Risconti","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","RISCONTI_P2","Risconti parte 2","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","UTILE_SU_CAMBI","Utile su cambi per crediti/debiti","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","PAGAMENTO_1210","Pagamento documento con modulo 1210","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","CASSA_BANCA","Scrittura cassa banca","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","LIQUID_IVA_VENDITE","Liquidazione IVA vendite","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","LIQUID_IVA_ACQUISTI","Liquidazione IVA acquisti","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","LIQUID_IVA_SALDO","Liquidazione IVA saldo versato","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","CARICO_BENE_DUREVOLE","Carico di bene durevole","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","MIGRAZIONE_BENI","Migrazione beni durevoli","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","DISMISSIONE_BENE_DUREVOLE_TRASF","Dismissione di bene durevole da trasferimento","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","CARICO_BENE_DUREVOLE_TRASF","Carico di bene durevole da trasferimento","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2014","ANNULLAMENTO_RIGHE_DOC_ESERCIZIO_CHIUSO","Annullamento di righe di documento amministrativo di esercizio chiuso","A","NULL","NULL","2014-01-02T14:58:54.000","2014-01-02T14:58:54.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","AMMORTAMENTO","Ammortamento","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","ANNULLAMENTO_DOC_ESERCIZIO_CHIUSO","Annullamento (congelamento) di documento amministrativo di esercizio chiuso","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","CHIUSURA_CONTO_ECONOMICO","Chiusura del conto economico","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","CHIUSURA_STATO_PATRIMONIALE","Chiusura dello stato patrimoniale","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","DETERMINAZIONE_UTILE_PERDITA","Determinazione utile/perdita d'esercizio","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","DISMISSIONE_BENE_DUREVOLE","Dismissione di bene durevole","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","PERDITE_SU_CAMBI","Perdite su cambi per crediti/debiti","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","RATEI","Ratei","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","RATEI_P2","Ratei parte 2","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","RIAPERTURA_CONTI","Riapertura dei conti","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","RISCONTI","Risconti","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","RISCONTI_P2","Risconti parte 2","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","UTILE_SU_CAMBI","Utile su cambi per crediti/debiti","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","PAGAMENTO_1210","Pagamento documento con modulo 1210","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","CASSA_BANCA","Scrittura cassa banca","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","LIQUID_IVA_VENDITE","Liquidazione IVA vendite","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","LIQUID_IVA_ACQUISTI","Liquidazione IVA acquisti","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","LIQUID_IVA_SALDO","Liquidazione IVA saldo versato","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","CARICO_BENE_DUREVOLE","Carico di bene durevole","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","MIGRAZIONE_BENI","Migrazione beni durevoli","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","DISMISSIONE_BENE_DUREVOLE_TRASF","Dismissione di bene durevole da trasferimento","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","CARICO_BENE_DUREVOLE_TRASF","Carico di bene durevole da trasferimento","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","ANNULLAMENTO_RIGHE_DOC_ESERCIZIO_CHIUSO","Annullamento di righe di documento amministrativo di esercizio chiuso","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","RATEI_QUOTA","Ratei (competenza parzialmente in esercizio precedente)","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2010","RATEI_QUOTA_P2","Ratei parte 2 (competenza parzialmente in esercizio precedente)","A","NULL","NULL","2009-12-17T08:59:37.000","2009-12-17T08:59:37.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","AMMORTAMENTO","Ammortamento","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","ANNULLAMENTO_DOC_ESERCIZIO_CHIUSO","Annullamento (congelamento) di documento amministrativo di esercizio chiuso","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","CHIUSURA_CONTO_ECONOMICO","Chiusura del conto economico","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","CHIUSURA_STATO_PATRIMONIALE","Chiusura dello stato patrimoniale","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","DETERMINAZIONE_UTILE_PERDITA","Determinazione utile/perdita d'esercizio","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","DISMISSIONE_BENE_DUREVOLE","Dismissione di bene durevole","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","PERDITE_SU_CAMBI","Perdite su cambi per crediti/debiti","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","RATEI","Ratei","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","RATEI_P2","Ratei parte 2","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","RIAPERTURA_CONTI","Riapertura dei conti","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","RISCONTI","Risconti","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","RISCONTI_P2","Risconti parte 2","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","UTILE_SU_CAMBI","Utile su cambi per crediti/debiti","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","PAGAMENTO_1210","Pagamento documento con modulo 1210","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","CASSA_BANCA","Scrittura cassa banca","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","LIQUID_IVA_VENDITE","Liquidazione IVA vendite","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","LIQUID_IVA_ACQUISTI","Liquidazione IVA acquisti","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","LIQUID_IVA_SALDO","Liquidazione IVA saldo versato","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","CARICO_BENE_DUREVOLE","Carico di bene durevole","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","MIGRAZIONE_BENI","Migrazione beni durevoli","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","DISMISSIONE_BENE_DUREVOLE_TRASF","Dismissione di bene durevole da trasferimento","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","CARICO_BENE_DUREVOLE_TRASF","Carico di bene durevole da trasferimento","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2009","ANNULLAMENTO_RIGHE_DOC_ESERCIZIO_CHIUSO","Annullamento di righe di documento amministrativo di esercizio chiuso","A","NULL","NULL","2008-12-18T13:16:14.000","2008-12-18T13:16:14.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2011","AMMORTAMENTO","Ammortamento","A","NULL","NULL","2010-12-21T22:04:46.000","2010-12-21T22:04:46.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2011","ANNULLAMENTO_DOC_ESERCIZIO_CHIUSO","Annullamento (congelamento) di documento amministrativo di esercizio chiuso","A","NULL","NULL","2010-12-21T22:04:46.000","2010-12-21T22:04:46.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2011","CHIUSURA_CONTO_ECONOMICO","Chiusura del conto economico","A","NULL","NULL","2010-12-21T22:04:46.000","2010-12-21T22:04:46.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2011","CHIUSURA_STATO_PATRIMONIALE","Chiusura dello stato patrimoniale","A","NULL","NULL","2010-12-21T22:04:46.000","2010-12-21T22:04:46.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2011","DETERMINAZIONE_UTILE_PERDITA","Determinazione utile/perdita d'esercizio","A","NULL","NULL","2010-12-21T22:04:46.000","2010-12-21T22:04:46.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2006","AMMORTAMENTO","Ammortamento","A","NULL","NULL","2005-11-02T16:25:38.000","2005-11-02T16:25:38.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2006","ANNULLAMENTO_DOC_ESERCIZIO_CHIUSO","Annullamento (congelamento) di documento amministrativo di esercizio chiuso","A","NULL","NULL","2005-11-02T16:25:38.000","2005-11-02T16:25:38.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2006","CHIUSURA_CONTO_ECONOMICO","Chiusura del conto economico","A","NULL","NULL","2005-11-02T16:25:38.000","2005-11-02T16:25:38.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2006","CHIUSURA_STATO_PATRIMONIALE","Chiusura dello stato patrimoniale","A","NULL","NULL","2005-11-02T16:25:38.000","2005-11-02T16:25:38.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2006","DETERMINAZIONE_UTILE_PERDITA","Determinazione utile/perdita d'esercizio","A","NULL","NULL","2005-11-02T16:25:38.000","2005-11-02T16:25:38.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2006","DISMISSIONE_BENE_DUREVOLE","Dismissione di bene durevole","A","NULL","NULL","2005-11-02T16:25:38.000","2005-11-02T16:25:38.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2006","PERDITE_SU_CAMBI","Perdite su cambi per crediti/debiti","A","NULL","NULL","2005-11-02T16:25:38.000","2005-11-02T16:25:38.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2006","RATEI","Ratei","A","NULL","NULL","2005-11-02T16:25:38.000","2005-11-02T16:25:38.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2006","RATEI_P2","Ratei parte 2","A","NULL","NULL","2005-11-02T16:25:38.000","2005-11-02T16:25:38.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2006","RIAPERTURA_CONTI","Riapertura dei conti","A","NULL","NULL","2005-11-02T16:25:38.000","2005-11-02T16:25:38.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2006","RISCONTI","Risconti","A","NULL","NULL","2005-11-02T16:25:38.000","2005-11-02T16:25:38.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
"2006","RISCONTI_P2","Risconti parte 2","A","NULL","NULL","2005-11-02T16:25:38.000","2005-11-02T16:25:38.000","$$$$RIBALTAMENTO$$$$","$$$$RIBALTAMENTO$$$$","1"
