"cd_attivita_commerciale","ds_attivita_commerciale","utcr","dacr","utuv","duva","pg_ver_rec"
"1","Attivit? commerciale ","CIN000","2002-08-22T11:56:21.000","PVILLANI","2017-05-19T12:55:12.000","3"
